"","CHELSA_Annual_Mean_Temperature","Richnss","cnRatio","Lai","SoilMoisture","Human_Disturbance","Fire_Frequency","ForestAge","DimtrMn"
"12",0.227944354665088,-0.0315982630956279,-0.0100520187091403,0.0533868812833716,-0.134438266822945,0.0632713589229477,0.0219568395086337,0.00500835999176733,-0.103462675473842
"13",0.21803951756558,-0.0241398648012374,-0.0273891013930484,0.0680999148346215,-0.139578506230274,0.0606288165601732,0.0194432902046447,0.00597834194544346,-0.113232960162157
"14",0.218168191607061,-0.0185881400007988,-0.0179643787386986,0.0542858806917509,-0.136514807867907,0.0596515524228917,0.0132493933147579,0.0116821318209353,-0.0828265962345067
"15",0.213117433321274,-0.0350794060294976,-0.0300847069329657,0.0696041377266182,-0.132949080197483,0.0674502102732908,0.00755588406395047,7.01190048834231e-05,-0.115975446868901
"16",0.222414054983124,-0.0407171910542337,-0.0220922861165338,0.0663412125583432,-0.139395741644098,0.0743782021539634,0.0146560336719591,0.0147075945253707,-0.108568211157237
"17",0.21634839349358,-0.0328560232705671,-0.0220078246832859,0.060174478715671,-0.133023442490251,0.070952062838408,0.015548885972587,0.0138364330217749,-0.100436376932909
"18",0.211635420149513,-0.0252986519306956,-0.0179481842601954,0.0630143928785048,-0.139051274195925,0.0704767838599747,0.0190262528625874,0.00445741813436158,-0.106919795732022
"19",0.221088674763141,-0.0372581281306181,-0.00802191875306847,0.0631479736086634,-0.138683168005336,0.0683337655570577,0.00524605410291742,0.00722265882479241,-0.110816547341801
"20",0.211794660243762,-0.0225867036960167,-0.0176141791268101,0.0712374362836629,-0.140288258795026,0.0655323967763036,0.0127874047462544,0.0108742123397192,-0.109549125616064
"21",0.225721752501748,-0.0287622894000676,-0.0141636952684517,0.0571097266665208,-0.133938634598293,0.0718793202942611,0.027222865363851,0.00926926388836198,-0.103749318878986
"22",0.206347661048613,-0.029090657745285,-0.0191304332258861,0.0671240466984048,-0.139547632975261,0.0656397448883573,0.0186777043205523,0.00970116305607159,-0.102862746861529
"23",0.216415021150034,-0.0282971155996724,-0.0177744042499984,0.055998945289595,-0.134106964180269,0.0556698636373877,0.00671186938531649,0.0106948718402231,-0.0890137012713861
"24",0.225780407388891,-0.0343846881283061,-0.00623926349935891,0.0549782931150298,-0.127901595529098,0.0624291597462604,0.0111551387570458,0.00492543266752975,-0.104947643871146
"25",0.208950115411237,-0.0217135111195122,-0.0288602674958532,0.0674982064612452,-0.139724943246001,0.0586201645241534,0.0102240914043373,0.00898613993076757,-0.102074010498746
"26",0.211840600011242,-0.0184299769743911,-0.00295875584026213,0.0520414762054966,-0.14121588604771,0.0739157709044607,0.00635490540280508,0.00678113480782288,-0.0986965233364897
"27",0.2123180149533,-0.023694501852705,-0.0175052118109293,0.0606337739985721,-0.133515808640159,0.0607164314060981,0.0155288067212976,0.00383474108536018,-0.103661489639824
"28",0.218519513063309,-0.0323333841962649,-0.0165764500182174,0.0577836223863605,-0.123504026379088,0.048088638030957,0.0138752757349167,0.00327219285208021,-0.0965692439837233
"29",0.225682552934119,-0.0416138013876138,-0.00669176030223882,0.0585496199091446,-0.135047766130228,0.0680728727956139,-0.00141879316516817,0.0079152317472443,-0.100675972161785
"30",0.210450908645121,-0.0359596523056748,-0.0296598842914744,0.066849586477491,-0.13376135782134,0.0656236022013355,0.0150183385289434,0.00793772680088764,-0.0987406416833673
"31",0.217590169445268,-0.0240285494275228,-0.0176012531810449,0.0606269798533141,-0.137779940700093,0.0554423683862534,0.0378135308102842,0.00567307170415852,-0.100362305855703
"32",0.217166535884368,-0.0215810133888706,-0.0127141089317048,0.0563149323701796,-0.143657705020103,0.0715144880392184,0.020403834048971,0.0161649589614628,-0.10384280716343
"33",0.22372066300602,-0.0231133504199933,-0.0124381688313912,0.0481635823187236,-0.127095301977935,0.0585999123496336,0.0142243938895874,0.00347758839451597,-0.0961960070144157
"34",0.215559339937512,-0.0246179819709638,-0.0166343284005605,0.0607121467772375,-0.143617071168499,0.0690287580752185,0.0100037683923126,0.0114070743528997,-0.0989026705236234
"35",0.221008723847568,-0.0272541731540574,-0.0137630182868168,0.0525797036541409,-0.136692048424921,0.0641899513402021,0.0174385014133551,0.0148656165303882,-0.0960659358952449
"36",0.228592290365605,-0.0326204207507893,-0.0135913316451962,0.0625490629997679,-0.129100376011893,0.0544609865764759,0.00428030531307393,0.0050718979032146,-0.101041573313911
"37",0.210713937008878,-0.0174271107776472,-0.0209318280564554,0.0632413411180159,-0.135883263451117,0.0591767806500472,0.0105430135289581,0.00545824929325881,-0.102324719443692
"38",0.213287795918819,-0.0306869382278011,-0.0197801425970588,0.0683982878471547,-0.140475857877975,0.0625391695627831,0.0107842608075937,0.00743942001633027,-0.0994812151669679
"39",0.207488977663554,-0.0262102266360728,-0.0200660708155616,0.0696169158924848,-0.13425459455497,0.0721050500660927,0.0129420456372562,0.00275647322869551,-0.101990317018528
"40",0.227430115542342,-0.030887347617142,-0.0203214352214403,0.0549221220635105,-0.128711336672095,0.0574759625209908,0.0117009428600013,0.0184622161826594,-0.0966168047885674
"41",0.222977246615497,-0.038500168290451,-0.0321721915233089,0.0665136611613475,-0.120750069799625,0.0622697480994317,0.00627708664439038,0.0127527104186516,-0.103885516965432
"42",0.218770093898314,-0.0302520936251052,-0.0100803895416149,0.0582857911147522,-0.130999758896933,0.0669534989865367,0.0206375199387779,0.00961637404585297,-0.0989181825037757
"43",0.213221760753908,-0.0282502281899124,-0.012106970411442,0.0640835314654687,-0.143343572354191,0.057907649426165,0.0194711520274861,0.0138653425318635,-0.0927332893547116
"44",0.208141755091238,-0.0321004053425956,-0.0128793804990788,0.0659405497367857,-0.143398926024071,0.0693319000267345,0.0164422772666199,0.00976216999319599,-0.096819646350523
"45",0.213935707065071,-0.0392180246763315,-0.0289796983554107,0.064638438434925,-0.133354705730479,0.0660499412796929,0.0114567739235337,0.0114681222909186,-0.101411628089275
"46",0.207253252204439,-0.0306330843526893,-0.0150202696731747,0.0665056496888281,-0.134353922597623,0.0676217135346731,0.0110334362477941,0.00737901017778166,-0.0990846573521951
"47",0.224197579377261,-0.0341424192836795,-0.0164526083115071,0.0533154421238951,-0.131078976819382,0.0638548402265307,0.0118841437128389,0.00494139634884663,-0.102557918055101
"48",0.211741993184158,-0.0290367727949517,-0.0194361057733799,0.0655761160043132,-0.141047684859182,0.0582034553388381,0.0142435230650534,0.0125265339868402,-0.091670161615247
"49",0.211790173327936,-0.0301351079616522,-0.00805928507985754,0.0593091529478491,-0.141877794600744,0.0674874911499114,0.0125413586031778,0.00914531319545753,-0.0971239543080138
"50",0.212974599146718,-0.0278842804231057,-0.0182385530142984,0.0539394233924065,-0.134672212586305,0.0594583025810966,0.0186246913469302,0.00519278775856899,-0.107443571673291
"51",0.224445140382694,-0.0296141497957008,-0.0255669746459634,0.0550423100442599,-0.129947661982835,0.0601003915661844,0.00282281783463115,0.00867477184604017,-0.104631389564058
"52",0.214638857629065,-0.0299902953974634,-0.0249846908592295,0.0646155617473549,-0.137319955690934,0.0688310597340451,0.0197024453838686,0.00886977737078782,-0.0989548436933789
"53",0.208029265107918,-0.0271156621668938,-0.0188478479249875,0.0719743975704523,-0.138235679805306,0.0745292643322778,0.0129530292068603,0.00814493148344998,-0.109652827041281
"54",0.217380070289365,-0.0224760067206594,-0.0181899565614748,0.054604456897266,-0.131693887349953,0.0649097198914262,0.032312431390939,0.0079446928574472,-0.103216168019444
"55",0.216711917843329,-0.0298363878290011,-0.0238438110413524,0.0591018841237581,-0.126289199531024,0.062804661043622,0.0343651757956644,0.0097185779597581,-0.0997748013232262
"56",0.207690872289848,-0.0275765150667903,-0.0223532142477733,0.0718154430147144,-0.141431604009357,0.0665554533641296,0.0189806733913425,0.0135650311003404,-0.101790898597074
"57",0.217455680200228,-0.0299663478732859,-0.0175281720760207,0.0634848675955916,-0.140319695974858,0.0681703000030675,0.0124719889285869,0.0123515450620152,-0.105876686937692
"58",0.22233208110487,-0.0295890646643113,-0.0261000311130884,0.0557111866679548,-0.132002405664652,0.0639943525043004,0.00316280547569809,0.0113735828322417,-0.105898741179578
"59",0.211777707896969,-0.0277231363155123,-0.0198254129692819,0.0648239399030122,-0.132228484293242,0.0620389533425544,0.0101167776687572,0.00726512118062834,-0.101928212195744
"60",0.208962565339154,-0.0332423716266645,-0.0155352907365672,0.0673548713784709,-0.147320666509675,0.0628109723355052,0.0045176766575324,0.00464643141761272,-0.108973316254612
"61",0.224509625625855,-0.0358414989358891,-0.0109814864375271,0.0608291460550294,-0.136347635216321,0.0617638792053216,0.00379689572968262,0.0092400668599851,-0.112750454482303
"62",0.217764782792259,-0.0302401857828293,-0.0181366200660909,0.0634695827335747,-0.137990746127555,0.0683656563665957,0.0194547483265723,0.0118267277076723,-0.103097426365752
"63",0.21897896379808,-0.0300446099480953,-0.025800038783983,0.0640391090481556,-0.130810014213651,0.0620207071644648,0.0112560594758869,0.0101201318037186,-0.103107554324736
"64",0.213127619919152,-0.037983161029621,-0.0325487193783461,0.0756161443592648,-0.131935918896382,0.0655662200627393,0.0241164536355663,0.012113533665316,-0.104761743693497
"65",0.21149711553173,-0.0225539622612614,-0.0176135195547839,0.0625546417177909,-0.140411455294505,0.0650217981352842,-0.00673837894475718,0.0102406414917589,-0.0995685071837579
"66",0.221475553390015,-0.0326013948723931,-0.0298656669350638,0.0627221247370889,-0.12898164710727,0.0642964297222302,0.0149403527357012,0.0172677787465013,-0.0957459608552653
"67",0.225634783169863,-0.0357781505309067,-0.0166370855042919,0.0615040431256923,-0.13037577557882,0.0609108926366639,0.0194194831189955,0.005826241208861,-0.10871621843643
"68",0.216215903296026,-0.028197999205369,-0.014361652954711,0.061750897761919,-0.140031891787167,0.0741541470788611,0.0164355295753423,0.00729895005941044,-0.0974345145052062
"69",0.217151951618261,-0.0339752088476254,-0.0226856259566955,0.065420729988208,-0.133232823848793,0.0695469284994114,0.0130119825115482,0.0157462415536932,-0.104548950118872
"70",0.216507864925971,-0.0357287039021108,-0.0128717250402771,0.0582567846700101,-0.128144332334128,0.069795862077781,0.0375920065751823,0.00791612216453705,-0.0880177493937626
"71",0.223988594779124,-0.0395755400384851,-0.0190215641255542,0.0600526957284665,-0.12852935048528,0.0618401333809896,0.0200773642680626,0.0143481364621798,-0.106648943227719
"72",0.204136737470998,-0.0297970671556326,-0.0187350790970705,0.0594181362704597,-0.136314267589854,0.074816315241353,0.0205593156802284,0.00506949169388163,-0.106350492153237
"73",0.223912115211309,-0.0344637647728459,-0.0214474144437188,0.0568727397018276,-0.131806312409558,0.0562246049651194,0.0131229711298632,0.00336893099416891,-0.0964255059984291
"74",0.230796779210135,-0.0450659386949807,-0.0252146861152352,0.0632987347099177,-0.123704527647135,0.0745139754707116,0.01191767878139,0.0204185725500015,-0.102974101431265
"75",0.219997632038939,-0.0223268759882291,-0.0169797405806392,0.0580928168155997,-0.132585234947049,0.0621745143448985,-0.0126510965305403,0.00781260291263211,-0.108627254943269
"76",0.213354957892688,-0.027697656067613,-0.0270735368621079,0.0568459159519987,-0.129418630280914,0.0587651817564423,0.0143802351699834,0.0128828052906935,-0.0955088999328509
"77",0.201631772305905,-0.0244351252980099,-0.014501727797622,0.0710741185963403,-0.146127669754351,0.0648468817637206,-0.000277888667069419,-0.000189759432601351,-0.0936230061182671
"78",0.22279067802806,-0.0321915049131212,-0.013671405364078,0.0557963699030405,-0.135381926108438,0.0686868012512198,0.0100590764534231,0.00514957415604617,-0.0963545961708237
"79",0.207162917868096,-0.0344377060854662,-0.0282019459790425,0.0710357516233822,-0.136484028162978,0.0711541939640474,0.0258305184369222,0.0162621118345404,-0.103610984328445
"80",0.232362863639373,-0.0297821064210352,-0.0132766545246448,0.0472769046582675,-0.124658580385034,0.0540983445150037,0.0112252546747517,0.00363864896579446,-0.103747018663953
"81",0.210757883409562,-0.0422965031790388,-0.0264710164411615,0.0790930172482319,-0.137455759622715,0.0644314078057311,0.0183182176518033,0.0044056415074361,-0.104387440766968
"82",0.19959839350324,-0.0219626233508273,-0.0323286026028907,0.06918542257917,-0.145480500456357,0.0654213935755977,0.00797797574276132,0.0111475036429587,-0.0944861091982307
"83",0.21522096156836,-0.0287957473635601,-0.0224079090148206,0.067543308412828,-0.133661246381391,0.0673031411984265,0.0195490711274749,0.0115931496209948,-0.100128879889812
"84",0.221472159194652,-0.0288496970311491,-0.0138662345040089,0.0563302558905614,-0.134926706018028,0.057205208142451,-0.00110360971499135,0.00724155953207063,-0.0960681163990668
"85",0.213533753932188,-0.0262251224247048,-0.0202013514856024,0.0680039038729851,-0.13515925145551,0.0617856205712589,0.00357532410536359,0.00753627212913753,-0.102341795613428
"86",0.2053077385359,-0.0304293665071657,-0.00470589103828988,0.0679195965727915,-0.146320812762816,0.0778691250774258,0.00265450855939283,0.00986836175255009,-0.101453048639857
"87",0.215512885203648,-0.0271047692398779,-0.00956707108153397,0.0588976725867631,-0.134911519088172,0.0699080184170472,0.0236294795680018,0.0126899572241158,-0.0960821089202539
"88",0.213616335243726,-0.0307723803235437,-0.0276264040407045,0.0758033112770144,-0.130862404497173,0.0569300304556209,0.0294859280127727,-0.000173301087824506,-0.110977487853913
"89",0.215676093153823,-0.0349629676659487,-0.0127794953437413,0.0628435305444109,-0.134039777674865,0.0607081414710658,0.0113058997853923,0.0086977581840586,-0.101745511609349
"90",0.222112117050783,-0.0266154372428436,-0.0128994274622674,0.0571668978199348,-0.137042387374994,0.0654463209951933,0.00796466070692233,0.00799819297241903,-0.113321795201566
"91",0.228903522756181,-0.0270002799324417,-0.0122054014197292,0.0529157498665385,-0.136188819810167,0.0602088123187994,-0.00659047161177774,0.00721066032062047,-0.095203233481655
"92",0.207075000276383,-0.0264472604483775,-0.0175935969264761,0.0681852850885374,-0.137790405996172,0.0633939000615416,0.00518228522500179,0.000325152770909122,-0.0992564293063519
"93",0.218656916089663,-0.0362055243567102,-0.0120605997917266,0.0627322607051237,-0.13326019166728,0.0699427595421942,0.0129167702855894,0.0139959475050484,-0.103297825960671
"94",0.226549247777529,-0.0224295298451363,-0.0134468244317023,0.0536113093222745,-0.135365891012542,0.0630247775292514,0.0146191972916709,0.0101416694788235,-0.0938474173222416
"95",0.222080222272071,-0.0346893675117644,-0.0182850953114578,0.0623036589196495,-0.128058407362128,0.06630044815955,0.020570497016011,0.00577115011572644,-0.107366842695806
"96",0.215973533326023,-0.0336416231578435,-0.015934429176751,0.0686196843920456,-0.134752727413174,0.0618908209872707,0.00132409627442108,0.00533856326840475,-0.112260126030806
"97",0.213145185052841,-0.0282792972982154,-0.0145702632409755,0.0610694289884126,-0.132281075330288,0.0673891938072238,0.0223048807575733,0.0139472200334576,-0.0936787767361637
"98",0.206656122143405,-0.0386643551731586,-0.0174879745755499,0.0724740962075069,-0.14020334164393,0.0619696288878043,0.00613019503812005,0.0043514153973874,-0.111031219374757
"99",0.218542362287551,-0.023953289055243,-0.0165934801941945,0.0631818442924512,-0.129966519058683,0.0590120972938272,0.0169538132959806,0.0141576718072881,-0.100836763596954
"100",0.225767716851147,-0.0360830626089871,-0.0162089180762304,0.057615996974333,-0.124407869853005,0.0534657871723809,0.0238113852580061,0.00885837766374785,-0.097872417668943
