"","CHELSA_Annual_Mean_Temperature","Richnss","cnRatio","Lai","SoilMoisture","Human_Disturbance","angsprR","Fire_Frequency","ForestAge","DimtrMn"
"1",0.329254120305467,0.010808697343966,-0.044298401685142,-0.0342655795748279,-0.111151687735488,0.0555897447426861,0.381669045256216,-0.0460968553166748,-0.0394055280556232,-0.0704928629028177
"2",0.333107605288358,0.00704507937783354,-0.0449426673453346,-0.0329787206521027,-0.112863802381485,0.0691682269637066,0.374942754445338,-0.0653616301366211,-0.0275886722634163,-0.0757935338379465
"3",0.322070696031265,0.0141342781561975,-0.0439292196625638,-0.0316309550384148,-0.113335014635853,0.057163488320165,0.387480415868226,-0.0478954322901219,-0.0361732647620135,-0.0756807091260023
"4",0.331694206500009,0.00904572125989979,-0.0573551419243174,-0.038530768229251,-0.103336591768352,0.052391568196216,0.382152031798681,-0.0317715315900578,-0.0300374056491403,-0.0690227918476884
"5",0.330951465333681,0.0113180097498043,-0.0493733957075336,-0.0334340048134569,-0.112172086405867,0.0587510280915862,0.383286494136636,-0.0392034145986419,-0.0345539201001864,-0.0759777573887724
"6",0.329409962603724,0.011547763634137,-0.0608911914878399,-0.0361906745166543,-0.102512079962624,0.0560841215600725,0.37561376614384,-0.0625469207376459,-0.0351484808037924,-0.0705901787457882
"7",0.33579951729634,0.0125484077066764,-0.0365559398793964,-0.0321891537761034,-0.116155191068454,0.0519240747265238,0.379361937570627,-0.0517323434110466,-0.035421809782777,-0.0713380244121695
"8",0.339652752398237,0.020237320365051,-0.0424492384339781,-0.0368554479871018,-0.113814089467703,0.050602277520429,0.37295123023756,-0.0517127448972296,-0.0430069265197905,-0.0694520422896423
"9",0.33483207422627,0.01309616899677,-0.0524103017954719,-0.0318104906899636,-0.109727383145486,0.061197046637154,0.370589083700722,-0.0428882120017542,-0.0319947618057502,-0.0742384977029849
"10",0.329765323378008,0.00852564262676767,-0.0469303330603825,-0.0299955802957238,-0.115211603304639,0.0595535231870112,0.385471700070972,-0.0376930181523558,-0.0354933992795027,-0.0698324439599332
"11",0.335481567791893,0.0131908138528528,-0.044879348626723,-0.0335367582318967,-0.103022816559634,0.0480445440084305,0.38559639490468,-0.0536309062890938,-0.0288289550639025,-0.0690966677815036
"12",0.329774757771319,0.0151112649845972,-0.0430502309348223,-0.0298373590231453,-0.11549187914681,0.0628904297702777,0.376757871822388,-0.0508519561368493,-0.031357633808466,-0.0723577606891339
"13",0.337045044232614,0.00559106704677044,-0.0470026660729051,-0.0300457267880718,-0.109076141200797,0.0557390248487005,0.381313850394683,-0.0432759315367546,-0.0400117989757151,-0.0771442041952232
"14",0.330957997772388,0.0126735758249958,-0.0476003436863666,-0.0334837427187062,-0.10993082186795,0.0509752286759887,0.384176689915572,-0.056000797927512,-0.0306711046769286,-0.061852402418522
"15",0.329186961389413,0.0166518395387196,-0.0435137248099072,-0.0397110459288285,-0.110865624588291,0.0641220859935006,0.379078920045552,-0.0419899383097862,-0.0326271709830993,-0.0624183685544542
"16",0.332451890863242,0.00562471341345487,-0.0472050980862739,-0.0273223346056754,-0.10978719789784,0.0514761721484277,0.379839378116995,-0.0525464487051786,-0.0334805165582258,-0.0743526188188907
"17",0.320560186730598,0.00258650540468564,-0.0504052236067283,-0.02386365322067,-0.117073042665832,0.0570405548068448,0.388139901684418,-0.0688942334648645,-0.0353916245611937,-0.0723811296193841
"18",0.338989813596745,0.00775142654488846,-0.0421411239004137,-0.042730655156573,-0.109121548756258,0.070568760258838,0.380453045362117,-0.0426560549923414,-0.0333668000658962,-0.0720683538442507
"19",0.334708375887088,0.00811136304889561,-0.0388360323721427,-0.0452652849438779,-0.114493837681716,0.0548712828538574,0.387185713438385,-0.053992993923466,-0.0358598777907054,-0.0705879582924577
"20",0.345904825069334,0.0158185479260414,-0.0428180654326517,-0.0453956551335951,-0.108326945823974,0.0490572436572886,0.380109542134135,-0.0592399337168132,-0.0310998889115739,-0.068306422300267
"21",0.332612755266304,0.0217768137789714,-0.048804670204901,-0.03828523495647,-0.112179808221022,0.0549272351068682,0.376004392965131,-0.0466496779817469,-0.0389868177740921,-0.0670161970589028
"22",0.336839746103284,0.0195884181427181,-0.0383444042031756,-0.0365879867979629,-0.110108921828658,0.0525418998296017,0.376312440269005,-0.0288197627887408,-0.0423891799669043,-0.0724116019198336
"23",0.333235475849932,0.0148592070348332,-0.0456199783530384,-0.0286586892345559,-0.114382477171517,0.0606683787751206,0.374080200427066,-0.0690166842556647,-0.029950044179548,-0.07520027252253
