"","CHELSA_Annual_Mean_Temperature","Richnss","cnRatio","Lai","SoilMoisture","Human_Disturbance","angsprR","Fire_Frequency","ForestAge","DimtrMn"
"24",0.333629390384585,0.0158178741133698,-0.0528128459885273,-0.0434189393368671,-0.106244978517357,0.062210254568049,0.384629911998578,-0.0561369499416397,-0.0310417234869211,-0.0715176083264872
"25",0.330592623130502,0.0110989936255218,-0.0539873759135978,-0.0241444171785662,-0.109253351284191,0.0531032434916291,0.369884966914879,-0.0500472599368738,-0.0368432075336654,-0.0723155674734552
"26",0.330340818550464,0.00771573498143627,-0.034999887256091,-0.0329425298289962,-0.118120503731928,0.0661738881470902,0.379820503870742,-0.046314376065583,-0.0348516530047389,-0.0666306031093055
"27",0.334730896204379,0.0112982063869116,-0.04214275309692,-0.0359750828077501,-0.109047355312698,0.0601166646171892,0.373527836530985,-0.0495225231039894,-0.0331910870192944,-0.0669523255140789
"28",0.330452853662667,0.0105062643276214,-0.0468649416032017,-0.0196686274587175,-0.110784320821337,0.0573712949615625,0.371177190109739,-0.0610032013225833,-0.0456054295765039,-0.0753406175077901
"29",0.33377640752298,0.0165969224207566,-0.0376068242208567,-0.0380326095490445,-0.110986304072046,0.0594631229478904,0.389090973085704,-0.045976044495119,-0.0358496670269232,-0.0701886675286554
"30",0.332496751165001,0.00898855334412801,-0.0453764575172955,-0.0372767536243638,-0.107921935790875,0.0553630705656657,0.383151119670635,-0.0503171330584704,-0.0360680318729503,-0.0738514951611859
"31",0.320881693807326,0.0133302934850604,-0.0544739069911306,-0.023017153879667,-0.116700737623995,0.0568586530014275,0.385135100780747,-0.0648175697732883,-0.033502724447127,-0.0763947470433525
"32",0.338418911713127,0.0097658546840313,-0.0414456653192105,-0.0338481863219657,-0.113318709360094,0.0562692245434393,0.383567169371792,-0.0369057751458615,-0.0312520630820676,-0.0731709243879629
"33",0.324236389965408,0.0118958177170727,-0.0429192543031092,-0.0368975267687916,-0.115276402680177,0.0668924922095948,0.392179054065257,-0.0434276139731929,-0.033337714461652,-0.0835499116996128
"34",0.333321397457863,0.0236038422368084,-0.0428433872886855,-0.0371681107808651,-0.111082353513612,0.0493653620312174,0.383484687763973,-0.0499064110188615,-0.0412125056875309,-0.0659147163104935
"35",0.333246155772319,0.0161184537113115,-0.0418259359016519,-0.0301566497088458,-0.123677039806232,0.0597104789915924,0.377450891836643,-0.0598054788005207,-0.0333999384859692,-0.0739973606503542
"36",0.33799905914717,0.00762973149573733,-0.0434597027482842,-0.034430097719129,-0.111419079493965,0.0603872777656776,0.375710337678021,-0.0579812491574434,-0.0372514946481891,-0.0803283187552875
"37",0.338155691819367,0.0200718286013747,-0.0396921808446762,-0.038335418521358,-0.113782199817343,0.0561570201131058,0.382965341688712,-0.0602631149189984,-0.0326704026065118,-0.0764195704650237
"38",0.335327588190789,0.0130244463069959,-0.039704154098167,-0.0314629712597665,-0.116596353826074,0.0597636504781056,0.379614828226013,-0.0578962159978398,-0.0342857808169552,-0.0766587371089097
"39",0.327822472379565,0.00370422779897838,-0.0463339661413054,-0.024371922569147,-0.106245032648946,0.0592248546015979,0.376197689908074,-0.0271832904272635,-0.0318462278418373,-0.070722880414696
"40",0.339105125019688,0.0018557235309347,-0.0435128344404953,-0.0370740310814851,-0.108115460680061,0.0607267110457169,0.376603919787833,-0.0573522171023568,-0.0271615010955767,-0.076779067915274
"41",0.333507560738671,0.0153370566092151,-0.0470019429336549,-0.0455155394611328,-0.111133176104794,0.0555311708648333,0.385826370570662,-0.0528000669499948,-0.0393059342789923,-0.0695545814809871
"42",0.320742940978607,0.0100189358416776,-0.0491275616952619,-0.0294406454171573,-0.10953797474215,0.0671053445863409,0.384275669077582,-0.0446719299445677,-0.0338303342855884,-0.0792821618679542
"43",0.329241460505347,0.0178690857947622,-0.0411192492945338,-0.0371507801066437,-0.11966457893218,0.0628776886053623,0.381047458698852,-0.0547519137391007,-0.0356474336679222,-0.0678575197972617
"44",0.323598170427228,0.0157053968643633,-0.0479226919161773,-0.034929105743944,-0.117556602358141,0.0634317183997896,0.38852768737582,-0.0280140908135241,-0.0333947746663872,-0.0685474607106375
"45",0.326612328270694,0.0151169340606211,-0.051408772682784,-0.0266554484577624,-0.10940638209813,0.0585437605089539,0.370976659270512,-0.0413195840888329,-0.0409835908982383,-0.0772158588609104
"46",0.329252512910031,0.0139379096226958,-0.0461180462969075,-0.0313600902064246,-0.107446581304457,0.0536647269808534,0.375913583326648,-0.0498258205054947,-0.0398422499256778,-0.0693457115347209
"47",0.32920683096367,0.00412482130281422,-0.0456619977139532,-0.0350649831909929,-0.115237622554581,0.0707295771877351,0.377283409514181,-0.0619412242806943,-0.0324404021856226,-0.069377268333092
"48",0.327062488526067,0.0246169669952466,-0.0451243698899347,-0.0439735434505848,-0.113251896881571,0.0661655601047503,0.378863216660721,-0.0519180348991113,-0.030173525669823,-0.0724826607291665
"49",0.322347336726031,0.014216603063214,-0.0417802845562913,-0.0259765281532185,-0.121463052735375,0.0618696030411817,0.382699429898102,-0.0255499959785626,-0.0356310174912282,-0.0721740302682433
"50",0.317589638904638,0.0101120415663352,-0.0502141410618827,-0.0202977629588364,-0.115376402185996,0.0557790462505826,0.384299600604127,-0.0403856204426778,-0.0321523834435545,-0.070965422162723
"51",0.320197159514687,0.000295688764742368,-0.0515031465970463,-0.0256673118519447,-0.113372554528359,0.0595893506863215,0.387788421542565,-0.021866907273316,-0.0402150783077551,-0.0763655460544086
"52",0.327727616792066,0.0151712467169603,-0.0465902899284791,-0.0337875306173864,-0.111838972848527,0.0644769525136906,0.378671769589924,-0.0421061238326421,-0.0318108494656804,-0.071232777641363
"53",0.324778427571447,0.0155725936180519,-0.0489430672223719,-0.0279879642779407,-0.118756962443377,0.0624777407423641,0.378027269055918,-0.0459847006969782,-0.035506777413758,-0.0758011117454639
"54",0.339126022593991,0.0249568593203716,-0.0539031953182355,-0.045627227374086,-0.102703993415427,0.0521456872851218,0.37868343459427,-0.0610422808441274,-0.0272218732659879,-0.0621695856086729
"55",0.337164942217057,0.0105331032536848,-0.0495523830128606,-0.0391438736703043,-0.10699480254422,0.0563518780126488,0.379774003438107,-0.0450874387805844,-0.0322337002295876,-0.0701214591375033
"56",0.328341956447746,0.0126841210187031,-0.0389057846016261,-0.0331687311314187,-0.119590048164477,0.0614817571352232,0.382430815549823,-0.0448952847869015,-0.0342192369514458,-0.073618549256149
"57",0.341715197583848,0.0167358935583613,-0.0428548789571743,-0.0463323844400101,-0.110730450291506,0.0496862180683071,0.382281516298185,-0.0744417315590442,-0.0352633560498902,-0.0710104671592877
"58",0.328018111062531,0.0123609360846826,-0.0384277075154231,-0.0343506986862447,-0.120756424867481,0.0595432881804522,0.387714115807151,-0.0712221082676109,-0.0329982907752776,-0.0692088063721143
"59",0.32661938021313,0.0106158248591663,-0.042107473213122,-0.0292572291552609,-0.107012740794664,0.0538840208126176,0.388125239042172,-0.0245789948944745,-0.033377305114954,-0.0703861446935787
"60",0.32629433521284,0.00781158818652704,-0.0439239213204654,-0.0262188731404962,-0.110272801756236,0.0663987284812456,0.380538993274905,-0.0461870568200601,-0.0250395786298606,-0.0789783542965661
"61",0.326298535492553,0.0144106513111456,-0.0391318045914043,-0.0346115591980709,-0.123023563578843,0.0636359497811114,0.381504899014578,-0.0654147414896178,-0.0382650409077668,-0.0793258957526848
"62",0.330718407251151,0.0112054470767181,-0.0498656784171706,-0.0331209749704635,-0.1127451803814,0.0653814434903491,0.377636054907172,-0.032765597129659,-0.0309019616685888,-0.0666953184912275
"63",0.33908206166907,0.0110852044252677,-0.0473535786246155,-0.0383384586113294,-0.10959608503617,0.0441776441472679,0.383458024013377,-0.0476839120993274,-0.0307898859896333,-0.077283230127281
"64",0.334046235273715,0.0106380271993108,-0.042167067439637,-0.0380415167906386,-0.107191583138318,0.0507982501758748,0.389332813984155,-0.0483576994572441,-0.0352162288484107,-0.0678969102778812
"65",0.337268632945559,0.00777424719946157,-0.0463719058725121,-0.0288524940545192,-0.108793250849228,0.059999350578067,0.376090982260396,-0.0605598259397264,-0.0337838758524816,-0.0771481284984178
"66",0.323063121213366,0.0117259289980394,-0.0493394081354316,-0.0234744041361121,-0.114898330289773,0.0621607572632631,0.374843146603143,-0.0357611623046642,-0.0368688175333444,-0.0737146223233678
"67",0.330532594476098,0.0166176423226595,-0.0394479073988213,-0.0354978510682449,-0.110423170645698,0.0622679044078108,0.376210800763105,-0.0494888213774427,-0.0336989583566291,-0.0662821134703265
"68",0.327163091821071,0.0167107512323286,-0.0613403207832315,-0.0386651367993549,-0.110773589659231,0.053461563404857,0.37531296401344,-0.0577891530616004,-0.0370119452714636,-0.0701483593012908
"69",0.334055679850305,0.0129557148929053,-0.0366682553688702,-0.0322206895520683,-0.118874148311707,0.0609477581053919,0.385089789369742,-0.0589299642216854,-0.0322691523179468,-0.0747062349117244
"70",0.331616511726222,0.0117867493925233,-0.0491856375702884,-0.0278580873552178,-0.107640728957333,0.0561405256710071,0.370721615579572,-0.0517393619782654,-0.030552987047625,-0.0719348850156478
"71",0.336394827287887,0.0117342834287215,-0.0416992973879329,-0.0375600953570127,-0.109816959945004,0.0565671748457823,0.380080052498575,-0.0447652289923257,-0.0302192055118049,-0.0718965776748108
"72",0.33231641563815,0.0160326903272356,-0.0383865922490489,-0.0347813804989324,-0.114637782178815,0.0588883539155876,0.384268911619382,-0.0551476545808493,-0.0319773586406024,-0.0742332155778995
"73",0.330634832830441,0.0076091078190637,-0.0409540105840567,-0.0329352666070955,-0.114481216709013,0.0564178548283926,0.383888857408517,-0.0561706596404769,-0.0316887207354014,-0.0700177421106831
"74",0.341116071886862,0.0106060513158002,-0.0409993032057362,-0.0371388044524706,-0.112118725403298,0.064211397179836,0.372755369005526,-0.0345378872280569,-0.0323678378910401,-0.0755141455207142
"75",0.332622426896139,0.00933775590374476,-0.0369380559757653,-0.0381075604161284,-0.117648224688123,0.0606494617106794,0.384490261686946,-0.0499911212262158,-0.0330720284727338,-0.071964402004255
"76",0.334118203504501,0.0106749003922019,-0.0492615349207404,-0.0325121433081955,-0.111561957700882,0.0607599785297442,0.370202935829702,-0.0398790391046576,-0.0354235724827236,-0.068333492984254
"77",0.331609645127438,0.00338073879313145,-0.0416339499858637,-0.036038485067626,-0.111612553644588,0.0576838047828161,0.381504586594653,-0.0750850885492289,-0.0335850155371459,-0.0613428200697083
"78",0.331863447418406,0.0177712874523069,-0.0416726457760991,-0.0381960388330034,-0.109709765610832,0.0546420980045126,0.378581187291774,-0.0580937055313934,-0.0386820767801127,-0.0629686765389884
"79",0.327250907075964,0.0153890262316326,-0.0485970950086026,-0.041659047484281,-0.109754920152496,0.0636528252302949,0.378250285693362,-0.0511523704568107,-0.0296922911993513,-0.0623550162156036
"80",0.335458671038827,0.012123257756224,-0.0383370638333151,-0.0385028902807768,-0.116746218584493,0.0631234805560097,0.382558543906399,-0.0375581983828712,-0.0327888172626959,-0.0659288518541686
"81",0.330927214259429,0.0116403000543331,-0.0437801338456047,-0.0281876257806121,-0.112739694366681,0.0547632060177232,0.382827379407008,-0.0455522721885552,-0.03097353493917,-0.0749242232390486
"82",0.328394918880792,0.00796237078208101,-0.040552793410809,-0.0228424793906537,-0.118316716236666,0.0562459716392209,0.379323500001962,-0.0762832399305552,-0.0400402652529977,-0.0711785687815335
"83",0.328785695352316,0.0114250227391778,-0.0453719286613459,-0.0242157838061081,-0.115646175501411,0.0444569237574912,0.390107370244362,-0.0425908079260716,-0.0385593269710302,-0.0770362595374521
"84",0.331674022450256,0.0027149371592095,-0.0435158766949601,-0.0233795831490949,-0.11151947607526,0.0522282473976119,0.380484229127481,-0.0439393187071308,-0.0374314502170473,-0.0677842415827248
"85",0.325905605028607,0.0120339489696877,-0.0444689447092647,-0.0285311215013621,-0.110246869734591,0.0623284018694728,0.382877367359579,-0.0253925432505333,-0.0327549780063494,-0.0673520514812768
"86",0.32614300547812,0.00500488829676364,-0.0440575201448083,-0.0315963125585119,-0.115737177922079,0.0646723618162317,0.385347281933638,-0.0572266255383222,-0.0304499022471385,-0.0722814786347867
"87",0.333600076280331,0.0120851892533811,-0.0397499278810104,-0.041968062716371,-0.107709601105896,0.0525168858128625,0.381577688526271,-0.0583935503332359,-0.0376442232012019,-0.0648798826694311
"88",0.340713305797661,0.0154434599780847,-0.0451004665074547,-0.0421634800881206,-0.111190215851991,0.0706308029688818,0.381045117129661,-0.0430560909657896,-0.0213035345797402,-0.0743690566705859
"89",0.334844151445805,0.00530142273609076,-0.0452906356114544,-0.0310088436089881,-0.108966377420848,0.0582669224428318,0.386275386583733,-0.0433907915173379,-0.0319895799246495,-0.0772618560804707
"90",0.327601291310278,0.0152673302996746,-0.0474349448915353,-0.0283483778337655,-0.11884533215248,0.0575784469202364,0.381495546030932,-0.046828871005405,-0.0360077941237228,-0.0746754855027974
"91",0.330241612992341,0.0178461630192189,-0.0323793316033961,-0.0424614571175396,-0.117073590063744,0.0555706995040666,0.38016764295047,-0.0584973332586197,-0.0376607122484614,-0.0629651729122264
"92",0.324857865931272,0.0127686343907699,-0.0460483173226996,-0.0330641424211847,-0.11535737510928,0.0605997435215688,0.381460076224533,-0.0544069512478651,-0.0349554819841701,-0.0691151729585715
"93",0.331959581140176,0.0140193412069602,-0.0388008717151395,-0.0380302290454751,-0.108900606003292,0.0537155681662744,0.383998015214391,-0.0545903506598045,-0.0393361819046917,-0.0587129438879615
"94",0.342487436359998,0.00764696987899395,-0.056029672012878,-0.0399949117891498,-0.100684229716482,0.0483196977616878,0.376835974298356,-0.0644218249626064,-0.0325063669250619,-0.0710784251094642
"95",0.328082635340195,0.0154287471568629,-0.0468092560371158,-0.0356147437167632,-0.115081570965452,0.0547382780967054,0.380850869481894,-0.0497739371165138,-0.0348478178414489,-0.0743793164322104
"96",0.330125791211849,0.00735304554573404,-0.0491860787770827,-0.0339214854303243,-0.110834879788497,0.0717058015131628,0.371184231927797,-0.0535200379319762,-0.032158178914164,-0.0757893333243239
"97",0.332516838537966,0.0130033736328941,-0.0382390159597088,-0.0385648810944544,-0.115079405127255,0.061271307722516,0.384652588145746,-0.0529111606003134,-0.0388212601973266,-0.0662878401629741
"98",0.330162752309135,0.00700048190869429,-0.04480058488545,-0.0324349890233913,-0.107536267472126,0.0596575484629151,0.383696191565006,-0.0699153338911569,-0.0370146451681245,-0.0679218441175312
"99",0.329440971025314,0.00740917190986373,-0.0394703626781566,-0.0276148934025481,-0.12075974722949,0.0593642362709465,0.380556673803312,-0.0675815090746961,-0.0328816275846101,-0.0706091538868269
"100",0.322763997654993,0.019009267971204,-0.0430512838754594,-0.0348107923698456,-0.120516336805698,0.0510793099481919,0.390127707293516,-0.0447168115027054,-0.0362364841897075,-0.0687879579749635
