,Mean_R2,StDev_R2,ModelName,numberOfTrees,variablesPerSplit,minLeafPopulation,bagFraction,maxNodes,type
0,0.49985170908749277,0.04922345898387845,GridSeach_Model_21_8_90,250,21,8,0.632,90,Classifier.smileRandomForest
