,Mean_R2,StDev_R2,ModelName,numberOfTrees,variablesPerSplit,minLeafPopulation,bagFraction,maxNodes,type
0,0.5725428508870406,0.028357778140183865,GridSeach_Model_15_6_90,250,15,6,0.632,90,Classifier.smileRandomForest
