,Mean_R2,StDev_R2,ModelName,numberOfTrees,variablesPerSplit,minLeafPopulation,bagFraction,maxNodes,type
0,0.514068609075867,0.03530860132055781,GridSeach_Model_15_4_100,250,15,4,0.632,100,Classifier.smileRandomForest
