,Mean_R2,StDev_R2,ModelName,numberOfTrees,variablesPerSplit,minLeafPopulation,bagFraction,maxNodes,type
0,1,0,GridSeach_Model_3_16_30,250,3,16,0.632,30,Classifier.smileRandomForest
