,Mean_R2,StDev_R2,ModelName,numberOfTrees,variablesPerSplit,minLeafPopulation,bagFraction,maxNodes,type
0,0.5680081347416619,0.052250860458052543,GridSeach_Model_18_14_90,250,18,14,0.632,90,Classifier.smileRandomForest
