,Mean_R2,StDev_R2,ModelName,numberOfTrees,variablesPerSplit,minLeafPopulation,bagFraction,maxNodes,type
0,0.5182449868889382,0.03600189929901509,GridSeach_Model_18_4_100,250,18,4,0.632,100,Classifier.smileRandomForest
