,Mean_R2,StDev_R2,ModelName,numberOfTrees,variablesPerSplit,minLeafPopulation,bagFraction,maxNodes,type
0,0.5639893935609761,0.035338335436350385,GridSeach_Model_15_4_90,250,15,4,0.632,90,Classifier.smileRandomForest
