,Mean_R2,StDev_R2,ModelName,numberOfTrees,variablesPerSplit,minLeafPopulation,bagFraction,maxNodes,type
0,1,0,GridSeach_Model_18_18_80,250,18,18,0.632,80,Classifier.smileRandomForest
