,Mean_R2,StDev_R2,ModelName,numberOfTrees,variablesPerSplit,minLeafPopulation,bagFraction,maxNodes,type
0,0.5106237122832853,0.03123041531076428,GridSeach_Model_21_6_100,250,21,6,0.632,100,Classifier.smileRandomForest
