,Mean_R2,StDev_R2,ModelName,numberOfTrees,variablesPerSplit,minLeafPopulation,bagFraction,maxNodes,type
0,0.504795202568486,0.03356888281778391,GridSeach_Model_21_14_100,250,21,14,0.632,100,Classifier.smileRandomForest
