"","PLT","LAT","LON","YEAR","IndividualNumber","treeDensity","diameterMean","SpeciesNumber","ShannonIndex","SimpsonIndex","InvSimpsonIndex","BasalArea","WeightedWoodDensity","WoodDensitySD","MinWD","MaxWD","GymnoWD","AngioWD","FiveQuantile","NintyfiveQuantile","angiospermRatio","gymnospermRatio","nonDefinedAG","dataset","genus","species","Lambda","LambdaP_Val","BlombergsK","BlombergsP_Val","PhyloSpeciesNm"
"3066","PLT_00003066",-27.54,-49.41,2009,35,350,13.6282104122857,15,2.49531238583084,0.899591836734694,9.95934959349593,5398.0780988343,0.548151817383884,0.146158128689006,0.35758695330303,0.91,NA,0.539317980719328,0.371614801074242,0.91,1,0,0,0,0.257142857142857,0.742857142857143,0.96915151887379,0.0179721176064613,1.48976235523589,0.006,9
"3067","PLT_00003067",-27.54,-49.41,2009,13,130,17.8375963130769,8,1.92512119079082,0.828402366863905,5.82758620689655,3862.63078535836,0.410602956091579,0.1078395960716,0.327603620505447,0.6259032254,NA,0.40435439754515,0.327603620505447,0.586868982467692,1,0,0,0.0714285714285714,0.285714285714286,0.642857142857143,4.82159905067274e-05,1,0.799308575171368,0.608,5
"3068","PLT_00003068",-27.54,-49.41,2009,36,360,21.0172944291667,12,2.33914279497761,0.893518518518518,9.39130434782609,15074.7583223984,0.501133165314157,0.0865978067602403,0.35758695330303,0.74402883094332,NA,0.485771218229681,0.4381465079,0.693600048947368,1,0,0,0,0.222222222222222,0.777777777777778,0.805379624382456,0.481313826583275,1.07548596134017,0.12,7
"3069","PLT_00003069",-27.54,-51.48,2008,61,610,19.2811778086885,29,3.15762246082799,0.948132222520828,19.279792746114,21027.0704406693,0.625864355906894,0.119232071853077,0.35758695330303,0.98,NA,0.602867747058306,0.485061622309859,0.816343043352941,1,0,0,0,0.213114754098361,0.786885245901639,0.999567337970323,0.289805137087405,0.657125184776191,0.061,15
"3070","PLT_00003070",-27.54,-51.48,2008,36,360,25.1464810094444,19,2.76782857393574,0.925925925925926,13.5,21309.414486648,0.555715766674137,0.129214505004062,0.35758695330303,0.98,NA,0.560120982705697,0.407586984600758,0.760564338097402,1,0,0,0.0526315789473684,0.131578947368421,0.815789473684211,6.75130110221704e-05,1,0.488697194221575,0.245,10
"3071","PLT_00003071",-27.54,-51.48,2008,52,520,25.1341771067308,23,2.8164094527849,0.917159763313609,12.0714285714286,30686.2746547956,0.673493871669595,0.153676342178628,0.377626735833333,1.12,NA,0.653102221486225,0.507701034368085,0.9207907895,1,0,0,0,0.0961538461538462,0.903846153846154,6.89440298908115e-05,1,0.124472592442049,0.934000000000001,10
"3072","PLT_00003072",-27.54,-51.48,2008,49,490,25.5947132971429,19,2.63867835856443,0.910453977509371,11.1674418604651,30596.5828795017,0.646891895665231,0.136772157977509,0.35758695330303,0.98,NA,0.679260822843436,0.500057419595745,0.884379999999999,1,0,0,0.155172413793103,0.0862068965517241,0.758620689655172,4.66947158036977e-05,1,0.412932073197439,0.985000000000001,8
"3073","PLT_00003073",-27.5868,-51.4327,2009,94,940,15.2314666809574,23,2.62382510495947,0.897012222725215,9.70989010989011,18725.0565183892,0.544148015927498,0.106601918817772,0.336619571351852,0.817684210526316,NA,0.534785009036595,0.4242536617,0.743658770243243,1,0,0,0,0.148936170212766,0.851063829787234,0.712380069761198,0.221223972249435,0.279380217763505,0.131,13
"3074","PLT_00003074",-27.5868,-51.4327,2009,102,1020,15.0260990389216,20,2.26595688427323,0.825643983083429,5.73539140022051,19970.0460616629,0.535445345740602,0.110706702772008,0.258,0.98,NA,0.55187067258209,0.379958082126666,0.743658770243243,1,0,0,0.0467289719626168,0.130841121495327,0.822429906542056,0.814367074978947,0.0513812424651499,0.550515648876979,0.049,12
"3075","PLT_00003075",-27.5868,-51.4327,2009,70,700,17.3251523762857,16,2.47643912292857,0.898367346938776,9.83935742971888,19108.7790869997,0.512626907881527,0.109113426395771,0.35758695330303,0.743658770243243,NA,0.51837150875802,0.366604855441666,0.743658770243243,1,0,0,0,0.214285714285714,0.785714285714286,0.774728524752771,0.0540689170293141,0.418769770210067,0.02,10
"3076","PLT_00003076",-27.5868,-51.4327,2009,68,680,14.0149970476471,15,2.2714605982034,0.857698961937716,7.0273556231003,11430.0305481544,0.58267728726745,0.0983560132369677,0.4242536617,0.743658770243243,NA,0.572351654048927,0.485061622309859,0.743658770243243,1,0,0,0.0555555555555556,0.402777777777778,0.541666666666667,1.00781571174408,0.707970736426881,1.05624185591371,0.183,8
"3077","PLT_00003077",-27.61421417,150.7545497,2004,201,402,20.936815920398,5,0.787337753662291,0.414593698175788,1.70821529745042,79357.706425162,0.651010606623699,0.160297690344345,0.563937361136364,0.964213333333333,0.563937361136364,NA,0.563937361136364,0.964213333333333,0,1,0,0,0.800995024875622,0.199004975124378,NA,NA,NA,NA,2
"3078","PLT_00003078",-27.6282,-51.1206,2009,107,1070,14.898122365514,18,2.42290806556676,0.887413747925583,8.88207913110939,20621.6248157139,0.560707726765103,0.184083218772416,0.377626735833333,0.98,NA,0.562278602150541,0.4381465079,0.98,1,0,0,0.00925925925925926,0.0185185185185185,0.972222222222222,8.03553899031653e-05,1,0.109453577393933,0.594,11
"3079","PLT_00003079",-27.6282,-51.1206,2009,45,450,14.1258853937778,18,2.64933115608543,0.91358024691358,11.5714285714286,8077.98871450931,0.621798147069838,0.11826961316323,0.4242536617,0.98,NA,0.621798147069838,0.461065426786207,0.8125,1,0,0,0.166666666666667,0.0185185185185185,0.814814814814815,0.890417087916737,0.131032274741035,0.397289823750453,0.02,11
"3080","PLT_00003080",-27.6282,-51.1206,2009,67,670,21.5927649189552,20,2.43123750722527,0.84161283136556,6.31364275668073,32060.3181662817,0.534216076225529,0.117205708319093,0.258,0.784635989142857,NA,0.539965686422539,0.395782667453333,0.74023613917027,1,0,0,0.0289855072463768,0.144927536231884,0.826086956521739,0.988931277502082,0.0593416542196969,0.770034172013545,0.018,11
"3081","PLT_00003081",-27.6282,-51.1206,2009,68,680,21.9375896836765,11,2.02253007666512,0.825259515570934,5.72277227722772,29371.6747201643,0.494829152367589,0.127131984859409,0.307960521194805,0.98,NA,0.495500893960726,0.42911615787,0.743658770243243,1,0,0,0.0422535211267606,0.028169014084507,0.929577464788732,6.68717998682478e-05,1,0.0550133248696523,0.577,7
"3082","PLT_00003082",-27.6292,-51.2604,2009,31,310,14.6525228251613,11,2.11116590796275,0.847034339229969,6.53741496598639,5715.81104858422,0.41841251298122,0.11661899359748,0.258,0.743658770243243,NA,0.441854341681592,0.282980260597402,0.59901540227027,1,0,0,0.0882352941176471,0.147058823529412,0.764705882352941,6.68717998698222e-05,1,0.0478712313642952,0.804000000000001,7
"3083","PLT_00003083",-27.6292,-51.2604,2009,72,720,19.4434288808333,15,2.10072666880424,0.810185185185185,5.26829268292683,24972.524655415,0.479430250609615,0.146621449966036,0.258,0.98,NA,0.503492422060058,0.40327154506,0.784635989142857,1,0,0,0.04,0.0266666666666667,0.933333333333333,0.855180960020743,0.0956772747649239,0.561281230628726,0.015,11
"3084","PLT_00003084",-27.6292,-51.2604,2009,31,310,13.2560665503226,9,1.6404577082173,0.713839750260146,3.49454545454545,4478.06305624489,0.518996178487695,0.0799676302747027,0.4242536617,0.784635989142857,NA,0.518996178487695,0.4242536617,0.671337086256756,1,0,0,0,0.032258064516129,0.967741935483871,1.01468274879976,0.0840367468663572,1.18188065241541,0.0720000000000001,5
"3085","PLT_00003085",-27.6292,-51.2604,2009,85,850,16.9041273671765,14,1.86428357729399,0.786712802768166,4.68851395197923,20901.6595205945,0.44724858679255,0.090527621221183,0.32,0.784635989142857,NA,0.44724858679255,0.35758695330303,0.728638682861261,1,0,0,0.0340909090909091,0.0340909090909091,0.931818181818182,0.433579062015326,0.350034786424018,0.291054551836148,0.161,9
"3086","PLT_00003086",-27.6297,-49.1442,2009,85,850,17.9302086475294,27,2.93682185878153,0.927058823529412,13.7096774193548,24769.1246381614,0.554253442824609,0.134484793668756,0.327603620505447,1.076,NA,0.522637628831095,0.433456474615385,0.73968578412987,1,0,0,0,0.729411764705882,0.270588235294118,7.23827764462558e-05,1,0.88914405555294,0.126,8
"3087","PLT_00003087",-27.6297,-49.1442,2009,50,500,15.0114942316,17,2.55577943143617,0.9056,10.5932203389831,9552.16137333563,0.571808037930966,0.0997512453839166,0.425761543333333,0.73968578412987,NA,0.513297336518119,0.4696784367,0.73968578412987,1,0,0,0,0.74,0.26,NA,NA,NA,NA,4
"3088","PLT_00003088",-27.6297,-49.1442,2009,116,1160,14.6038380535345,18,2.42125748574999,0.889863258026159,9.07962213225371,20847.8651491345,0.568119027191317,0.11389094640077,0.433456474615385,0.7962083392,NA,0.534574781404071,0.433456474615385,0.73968578412987,1,0,0,0,0.672413793103448,0.327586206896552,6.66945282975985e-05,1,0.108839750897244,0.399,6
"3089","PLT_00003089",-27.6297,-49.1442,2009,95,950,14.5551383744211,13,2.19988802460701,0.866038781163435,7.46484698097601,16837.7972044279,0.587479111780928,0.109301350448918,0.433456474615385,0.73968578412987,NA,0.532113572298231,0.433456474615385,0.73968578412987,1,0,0,0,0.873684210526316,0.126315789473684,NA,NA,NA,NA,1
"3090","PLT_00003090",-27.6297,-51.302,2008,49,490,24.5358457165306,20,2.6626319469327,0.906289046230737,10.6711111111111,29559.44969238,0.651119141437885,0.122045575856038,0.35758695330303,0.98,NA,0.643684685251602,0.480674648923944,0.8125,1,0,0,0.0392156862745098,0.0392156862745098,0.92156862745098,7.3323116931285e-05,1,0.233927190106602,0.923000000000001,9
"3091","PLT_00003091",-27.6297,-51.302,2008,71,710,20.3986873099437,24,2.77012865125616,0.909740130926403,11.0791208791209,27569.2346436904,0.596654772792397,0.121316389687113,0.35758695330303,0.98,NA,0.598414597422629,0.440987812373077,0.8125,1,0,0,0.0533333333333333,0.04,0.906666666666667,7.36557224513613e-05,1,0.224609301122687,0.383,14
"3092","PLT_00003092",-27.6297,-51.302,2008,89,890,18.937685735618,22,2.83678909609611,0.925640701931574,13.4482173174873,28393.0906587133,0.64377442475032,0.14556622560939,0.4242536617,0.98,NA,0.657307182308924,0.457397470107692,0.98,1,0,0,0,0.0674157303370786,0.932584269662921,5.71341629048312e-05,1,0.783463304913078,0.978000000000001,11
"3093","PLT_00003093",-27.6297,-51.302,2008,88,880,15.8070157464773,23,2.45911571750436,0.856146694214876,6.95152603231598,20337.9931985037,0.692530150497144,0.200757440322062,0.4242536617,0.98,NA,0.696080804582564,0.446099608375,0.98,1,0,0,0.0112359550561798,0.0561797752808989,0.932584269662921,0.989289395055211,0.382338378386122,0.71875023761684,0.0780000000000001,12
"3094","PLT_00003094",-27.629,-48.7807,2010,40,400,18.2311987315,20,2.79169681947143,0.92625,13.5593220338983,12167.4749773831,0.54976009257911,0.114325771654345,0.35758695330303,0.73,NA,0.539785450448339,0.396725743571429,0.73,1,0,0,0,0.125,0.875,4.58865039534156e-05,1,0.571551361556708,0.746000000000001,9
"3095","PLT_00003095",-27.629,-48.7807,2010,68,680,18.1436635123529,19,2.57976868736698,0.902249134948097,10.2300884955752,19838.3453460214,0.60098625818029,0.122552849992838,0.35758695330303,0.91,NA,0.557156956060635,0.403543225933333,0.73,1,0,0,0.0144927536231884,0.304347826086957,0.681159420289855,2.27580925281215,0.650158367770977,1.05580102355324,0.142,6
"3096","PLT_00003096",-27.629,-48.7807,2010,53,530,17.7893185443396,21,2.75831707850228,0.919900320398718,12.4844444444444,14235.4547294085,0.575399827698579,0.149641893580329,0.258,0.89,NA,0.570011247440725,0.35758695330303,0.89,1,0,0,0.0185185185185185,0.0925925925925926,0.888888888888889,5.21457142623278e-05,1,0.785334855773385,0.940000000000001,11
"3097","PLT_00003097",-27.629,-48.7807,2010,2,20,19.73521294,1,0,0,1,613.223995526927,0.566428571428571,0,0.566428571428571,0.566428571428571,NA,0.566428571428571,0.566428571428571,0.566428571428571,1,0,0,0,0,1,NA,NA,NA,NA,1
"3098","PLT_00003098",-27.629,-49.4101,2009,66,660,17.5239238093939,30,3.21257386631647,0.952249770431589,20.9423076923077,18974.8303073244,0.586669212275571,0.149201177502315,0.327603620505447,0.91,NA,0.558580236173533,0.334803649504085,0.824221329833333,1,0,0,0.0294117647058824,0.455882352941176,0.514705882352941,0.909965893115917,0.420297512403123,0.807612593909863,0.135,13
"3099","PLT_00003099",-27.629,-49.4101,2009,83,830,14.4428317027711,26,2.97602421982673,0.935984903469299,15.6213151927438,14712.601248344,0.638667264572813,0.147602177338197,0.327603620505447,0.98,NA,0.618690406989202,0.379351458883333,0.8232,1,0,0,0,0.566265060240964,0.433734939759036,6.64263959620928e-05,1,0.06795890274745,0.562,9
"3100","PLT_00003100",-27.629,-49.4101,2009,69,690,14.9928569571015,26,2.99515700241174,0.93719806763285,15.9230769230769,13227.9641503885,0.630630261998111,0.132232118534728,0.327603620505447,1,NA,0.598878490933378,0.452474314488226,0.875688531933333,1,0,0,0.0142857142857143,0.585714285714286,0.4,7.86724625195773e-05,1,0.26659008940952,0.975000000000001,10
"3101","PLT_00003101",-27.6301,-48.6916,2010,51,510,16.8953894486275,20,2.76110051382327,0.922722029988466,12.9402985074627,13338.2187376691,0.52327330565571,0.179305077478806,0.340715665666667,1.12,NA,0.516621876627239,0.35758695330303,0.92,1,0,0,0.0192307692307692,0.0576923076923077,0.923076923076923,4.39047755811311e-05,1,0.773760097748929,0.45,12
"3102","PLT_00003102",-27.6301,-48.6916,2010,68,680,15.5363310623529,25,2.85642588075038,0.919550173010381,12.4301075268817,14966.2146507171,0.574834114740222,0.14101324977366,0.340715665666667,1.12,NA,0.566600798813969,0.396725743571429,0.824221329833333,1,0,0,0.0144927536231884,0.130434782608696,0.855072463768116,8.00819072350925e-05,1,0.736154018819365,0.44,13
"3103","PLT_00003103",-27.6301,-48.6916,2010,36,360,12.4494533258333,12,1.68817417073947,0.666666666666667,3,4491.19333875981,0.642236422469463,0.129234854914433,0.403543225933333,1.12,0.441649350649351,0.566792866254731,0.432122819470346,0.848165997375,0.833333333333333,0.166666666666667,0,0,0.138888888888889,0.861111111111111,4.36570459664419e-05,1,0.822019653913278,0.466,6
"3104","PLT_00003104",-27.6301,-48.6916,2010,80,800,15.891621067625,21,2.40879613672218,0.855625,6.92640692640693,18790.7875109223,0.594901825605451,0.0963244902543677,0.36,0.92,NA,0.572082631367058,0.467810831060517,0.784635989142857,1,0,0,0.0476190476190476,0.202380952380952,0.75,5.51333900062972e-05,1,0.990068902557858,0.413,8
"3105","PLT_00003105",-27.6301,-48.87,2010,108,1080,17.9402988628704,32,2.94432090785526,0.921982167352538,12.8175824175824,30924.8399497196,0.604313995610245,0.136487432717433,0.327603620505447,0.91,NA,0.530881690186079,0.327603620505447,0.7984270266,1,0,0,0.00917431192660551,0.201834862385321,0.788990825688073,6.14729094773784e-05,1,0.941492072400095,0.31,15
"3106","PLT_00003106",-27.6301,-48.87,2010,80,800,14.168768808625,18,2.10019519802337,0.8003125,5.00782472613459,13615.1483390842,0.625912083525781,0.091798362351897,0.44062305825,0.91,NA,0.52495884287709,0.486,0.73,1,0,0,0.024390243902439,0.158536585365854,0.817073170731707,0.174795482599878,0.945616087989915,0.840838611860651,0.406,8
"3107","PLT_00003107",-27.6301,-48.87,2010,129,1290,16.051207825969,26,2.68512330226964,0.903551469262664,10.3682242990654,28989.9933055028,0.574812711048914,0.120205192235583,0.327603620505447,0.7984270266,NA,0.487239047651465,0.327603620505447,0.73,1,0,0,0.00769230769230769,0.446153846153846,0.546153846153846,6.14729094773784e-05,1,0.815004501552952,0.677,13
"3108","PLT_00003108",-27.6301,-48.87,2010,50,500,13.4645081856,11,1.6448325406107,0.6752,3.07881773399015,7460.62668993277,0.627359880122718,0.086384643857389,0.46652624225,0.91,NA,0.596358631188735,0.486,0.719642522026316,1,0,0,0.0196078431372549,0.117647058823529,0.862745098039216,5.85911570061022e-05,1,0.895047009993358,0.849000000000001,6
"3109","PLT_00003109",-27.6303,-49.0493,2010,75,750,15.4019543590667,32,3.29285002719199,0.957155555555556,23.3402489626556,15520.2330074692,0.57683702549625,0.121658517042608,0.35758695330303,0.91,NA,0.565227095737324,0.410883002938025,0.78,1,0,0,0.0131578947368421,0.486842105263158,0.5,6.95722636460291e-05,1,0.387027748859728,0.504,11
"3110","PLT_00003110",-27.6303,-49.0493,2010,108,1080,15.7887598175,36,3.13182722556865,0.92318244170096,13.0178571428571,24163.4605026726,0.536426136046554,0.145856388368889,0.327603620505447,1,NA,0.489424320743725,0.35758695330303,0.824221329833333,1,0,0,0.0608695652173913,0.347826086956522,0.591304347826087,1.19252365704688,0.354836576476662,0.985769122808168,0.204,12
"3111","PLT_00003111",-27.6303,-49.0493,2010,103,1030,15.4241227372816,45,3.46134777888496,0.953907060043359,21.6952965235174,20872.7728990807,0.63242082941309,0.157331126628603,0.327603620505447,1.20248,NA,0.603110228462913,0.42806891879,0.91,1,0,0,0.0803571428571429,0.5,0.419642857142857,0.857271805877661,0.43008245528212,0.687442046470224,0.145,14
"3112","PLT_00003112",-27.6303,-49.0493,2010,62,620,13.784871683871,25,2.84295075802503,0.918834547346514,12.3205128205128,9896.97055880203,0.557021368611064,0.117213104801612,0.327603620505447,0.91,NA,0.537923179748507,0.403543225933333,0.73968578412987,1,0,0,0.0158730158730159,0.428571428571429,0.555555555555556,7.75660164547819e-05,1,0.597955649680558,0.579,7
"3113","PLT_00003113",-27.6307,-49.9505,2008,26,260,27.8080413638462,12,2.24838629467907,0.869822485207101,7.68181818181818,18831.9831753594,0.500182117080545,0.0728275785004661,0.4242536617,0.703,NA,0.490949917047986,0.43076930515,0.680375,1,0,0,0,0.653846153846154,0.346153846153846,6.75130110215474e-05,1,0.0429227964857433,0.979000000000001,5
"3114","PLT_00003114",-27.6307,-49.9505,2008,30,300,24.721006794,11,2.12766846722158,0.853333333333333,6.81818181818182,17297.5600252551,0.567692716392743,0.10452084460221,0.4242536617,0.76,NA,0.552981645497015,0.458316765384615,0.74402883094332,1,0,0,0,0.333333333333333,0.666666666666667,6.0330722940802e-05,1,0.515889362213223,0.979000000000001,6
