gene,mean_case,mean_control,fold_change,log2FC,t_stat,pvalue,qvalue,direction,fc_threshold
AL512310.4,0.018780086,0.0,1878009.5,20.840773,4.101945877075195,4.410948116160823e-05,0.00011237516714175619,upregulated,1.974197173118589
CRYZP1,3.1981056,3.7505682,0.852699,-0.22989157,-4.221405029296875,4.415105439519045e-05,0.00011247591596313556,non-significant,1.974197173118589
SULT1B1,4.4644876,5.0752554,0.8796577,-0.18498588,-4.214736461639404,4.4168637944848695e-05,0.00011251554401855942,non-significant,1.974197173118589
GH2,0.22450627,0.08181818,2.7439656,1.4562624,4.1437907218933105,4.4250370342892595e-05,0.00011271857422514606,upregulated,1.974197173118589
AC005100.1,0.25083676,0.6012796,0.41717157,-1.2612872,-4.238267421722412,4.425321572182324e-05,0.00011272064681358768,downregulated,1.974197173118589
TNRC6A,11.8383665,12.079737,0.9800186,-0.02911894,-4.209120750427246,4.427798109504837e-05,0.00011277744080249025,non-significant,1.974197173118589
AL135929.2,0.15056792,0.041681476,3.6123455,1.8529359,4.156421661376953,4.427957810022792e-05,0.00011277744080249025,upregulated,1.974197173118589
GRAMD4,11.173804,10.949676,1.020469,0.029232286,4.198348045349121,4.437758873537899e-05,0.00011302187950049698,non-significant,1.974197173118589
AC097537.1,0.17625363,0.4748222,0.37119925,-1.4297343,-4.2276930809021,4.439972222066219e-05,0.00011307305893056406,downregulated,1.974197173118589
C2orf66,2.7584262,3.2057087,0.8604731,-0.21679801,-4.201451778411865,4.4424711790198614e-05,0.00011313150693657483,non-significant,1.974197173118589
TSNAX-DISC1,0.85082805,1.2478546,0.6818327,-0.5525104,-4.223782539367676,4.442694555092284e-05,0.00011313200253202365,non-significant,1.974197173118589
AC246785.2,0.64966154,0.38406125,1.6915572,0.7583519,4.19989538192749,4.4469511776690705e-05,0.00011323519888795668,non-significant,1.974197173118589
RNA5SP264,0.02257058,0.0,2257059.0,21.106012,4.0998921394348145,4.449653757533406e-05,0.00011329881613105392,upregulated,1.974197173118589
MCM8-AS1,1.2273622,0.8634771,1.4214183,0.5073312,4.217658996582031,4.450852797117793e-05,0.00011332414556406386,non-significant,1.974197173118589
RNU6-35P,0.46970853,0.8570424,0.54805756,-0.8676007,-4.229706287384033,4.458772025787811e-05,0.0001135205690380009,non-significant,1.974197173118589
CHST14,10.584603,10.393105,1.0184256,0.026340567,4.195329189300537,4.46071642963566e-05,0.00011356486211278743,non-significant,1.974197173118589
RN7SKP69,0.433976,0.8125824,0.53407013,-0.9048989,-4.226938247680664,4.4670835888465566e-05,0.00011372174437168218,non-significant,1.974197173118589
ACOT13,10.1489935,9.961496,1.0188222,0.026902292,4.188910007476807,4.469513822601866e-05,0.00011377839170319883,non-significant,1.974197173118589
LINC02701,5.153972,5.8325963,0.8836497,-0.17845352,-4.205597877502441,4.470169856441975e-05,0.00011378987090406091,non-significant,1.974197173118589
C12orf66,9.464204,9.236912,1.024607,0.035070572,4.1867995262146,4.472599425032649e-05,0.00011384649298073563,non-significant,1.974197173118589
ZNF136,9.637142,9.915982,0.9718797,-0.04115032,-4.210595607757568,4.481209176878031e-05,0.0001140604143383003,non-significant,1.974197173118589
ZNF382,8.146342,7.8573327,1.0367821,0.05211278,4.193552494049072,4.485102955992918e-05,0.00011415428571359165,non-significant,1.974197173118589
STIMATE,5.4868946,5.253473,1.0444319,0.062718466,4.1990203857421875,4.485947664569899e-05,0.00011417054747022248,non-significant,1.974197173118589
RERG,11.400758,11.822379,0.964337,-0.052390706,-4.163285255432129,4.497600419096408e-05,0.00011446186754654529,non-significant,1.974197173118589
OVCH1-AS1,5.7028365,6.1396804,0.9288491,-0.106483854,-4.225989818572998,4.501814252366447e-05,0.00011456385244772739,non-significant,1.974197173118589
RNA5SP442,0.072659604,0.31426066,0.2312081,-2.1127362,-4.23961877822876,4.505300748617614e-05,0.00011464731929791084,downregulated,1.974197173118589
MED28P3,2.2444077,2.7127082,0.8273679,-0.2733991,-4.210820198059082,4.511894629274326e-05,0.00011480984911807531,non-significant,1.974197173118589
AL355870.2,1.2892213,1.8002621,0.7161298,-0.48170704,-4.201914310455322,4.5164166090309925e-05,0.00011491964477574732,non-significant,1.974197173118589
SYT3,3.478287,4.115193,0.8452306,-0.24258314,-4.201931476593018,4.5206129667784574e-05,0.00011502114533220308,non-significant,1.974197173118589
SMURF2P1,1.5372759,1.1227657,1.3691868,0.45331925,4.206048488616943,4.522852417909319e-05,0.00011507284790681877,non-significant,1.974197173118589
TPT1P10,0.8479412,1.27202,0.66661,-0.58508515,-4.225172996520996,4.525246524205036e-05,0.00011512848037918807,non-significant,1.974197173118589
AC009950.1,4.228393,4.6975107,0.90013486,-0.15178692,-4.203061103820801,4.534451151765345e-05,0.00011535736880958425,non-significant,1.974197173118589
CCDC65,6.9554324,6.6057796,1.0529313,0.07441132,4.2019429206848145,4.5376480487377235e-05,0.00011543340535740699,non-significant,1.974197173118589
RNU6-690P,0.019331938,0.0,1933194.8,20.882555,4.0948381423950195,4.54628197991014e-05,0.00011564774151555,upregulated,1.974197173118589
AC044787.1,4.791153,5.102065,0.9390615,-0.09070841,-4.201318740844727,4.546973660686661e-05,0.00011566003332946493,non-significant,1.974197173118589
AC108479.2,1.0645742,1.4414722,0.73853266,-0.43726635,-4.215819835662842,4.5510757118080134e-05,0.00011575906862786933,non-significant,1.974197173118589
AC006144.2,0.68711734,1.089057,0.63092875,-0.664451,-4.216788291931152,4.552499934164113e-05,0.00011578998594756567,non-significant,1.974197173118589
AQP9,6.2493496,5.369684,1.1638207,0.21886887,4.209438323974609,4.554389773410748e-05,0.00011583274256387103,non-significant,1.974197173118589
DUSP8P5,5.856289,6.1836853,0.9470548,-0.07848018,-4.1905388832092285,4.5556423171785e-05,0.00011585928753475279,non-significant,1.974197173118589
AL023973.1,0.5053125,0.8601482,0.5874714,-0.7674094,-4.224481105804443,4.56150662661411e-05,0.00011600311131488395,non-significant,1.974197173118589
AC026412.1,8.746024,8.486785,1.0305462,0.04340917,4.174224376678467,4.56416971930412e-05,0.00011606551589448255,non-significant,1.974197173118589
AC025871.3,1.6136376,1.1856182,1.3610095,0.4446771,4.210298538208008,4.5718987099799256e-05,0.00011625673316971596,non-significant,1.974197173118589
AL627171.2,4.9866815,5.2575016,0.94848883,-0.07629731,-4.1912736892700195,4.575104959068042e-05,0.00011633293144923919,non-significant,1.974197173118589
MTMR6,11.085058,11.324054,0.9788949,-0.030774139,-4.185474872589111,4.5773638023477594e-05,0.00011638503380121617,non-significant,1.974197173118589
AC105935.1,2.4871817,2.0483415,1.2142417,0.28005567,4.205031871795654,4.583170495076206e-05,0.00011652733562477792,non-significant,1.974197173118589
AL512652.1,2.5462961,2.0852678,1.2210883,0.2881675,4.2157697677612305,4.5886404947465575e-05,0.00011666106436098388,non-significant,1.974197173118589
TOMM20P2,2.7067401,3.2064192,0.8441629,-0.2444067,-4.197696685791016,4.5891801822264954e-05,0.00011666943889929247,non-significant,1.974197173118589
MED10,10.275499,10.111428,1.0162263,0.023221694,4.174286365509033,4.6041340623860276e-05,0.00011704424385134568,non-significant,1.974197173118589
RPS3AP19,0.7800479,1.1885946,0.65627754,-0.607622,-4.21626091003418,4.609851296117271e-05,0.00011718421530748508,non-significant,1.974197173118589
AC093730.1,0.30154306,0.09245386,3.2615516,1.7055585,4.136473655700684,4.611560131236e-05,0.00011722228355217323,upregulated,1.974197173118589
AP004371.1,1.0948704,0.70652264,1.5496608,0.63195246,4.184278964996338,4.613824471922249e-05,0.0001172744681826391,non-significant,1.974197173118589
HMGN2P10,0.6303057,0.3802882,1.6574421,0.7289585,4.198887348175049,4.6273973326517415e-05,0.00011761407550646812,non-significant,1.974197173118589
RNU6-1060P,0.017141439,0.0,1714144.9,20.709057,4.090492248535156,4.6309622666751974e-05,0.0001176784439063791,upregulated,1.974197173118589
RPL9P13,0.017141439,0.0,1714144.9,20.709057,4.090491771697998,4.6309716395582776e-05,0.0001176784439063791,upregulated,1.974197173118589
OR6C7P,0.017141439,0.0,1714144.9,20.709057,4.090491771697998,4.6309716395582776e-05,0.0001176784439063791,upregulated,1.974197173118589
RNU6-1084P,0.017141439,0.0,1714144.9,20.709057,4.09049129486084,4.6309810124593616e-05,0.0001176784439063791,upregulated,1.974197173118589
AC005823.2,0.017141439,0.0,1714144.9,20.709057,4.090490818023682,4.630990385378469e-05,0.0001176784439063791,upregulated,1.974197173118589
ZNF37CP,1.3585577,1.8345293,0.7405484,-0.4333341,-4.216712474822998,4.635234123995219e-05,0.00011778088723974294,non-significant,1.974197173118589
SLX1A-SULT1A3,0.8171382,0.5050215,1.6180265,0.6942352,4.204036712646484,4.639123875459861e-05,0.00011787432681956175,non-significant,1.974197173118589
AL354984.1,0.701461,0.39640462,1.7695581,0.8233891,4.188644886016846,4.640082974757063e-05,0.00011789329705052292,non-significant,1.974197173118589
HMGN1P20,0.18142135,0.059863295,3.0305939,1.5996006,4.154464244842529,4.651780398787171e-05,0.00011818508793548209,upregulated,1.974197173118589
TBC1D22B,10.170836,9.964557,1.0207013,0.029560719,4.187112331390381,4.6537543832740205e-05,0.00011822982561775009,non-significant,1.974197173118589
BCL2L11,11.216431,10.891688,1.0298156,0.04238597,4.209570407867432,4.6699786185959956e-05,0.00011863657390892706,non-significant,1.974197173118589
AC022400.3,2.003062,1.5577886,1.2858368,0.36270756,4.202254772186279,4.6707854858301916e-05,0.00011865163862356183,non-significant,1.974197173118589
AC015922.1,1.3129816,1.7505322,0.75004715,-0.41494682,-4.20819091796875,4.6820935441518065e-05,0.00011893345077127523,non-significant,1.974197173118589
ZNF350-AS1,5.600754,5.084154,1.1016097,0.13961317,4.185544490814209,4.683063424270135e-05,0.00011895264114023766,non-significant,1.974197173118589
C6orf118,1.3307911,0.8581967,1.5506831,0.63290393,4.170140266418457,4.690846614994565e-05,0.00011914488403602914,non-significant,1.974197173118589
AC015883.1,2.6684108,2.062193,1.2939676,0.37180153,4.20048189163208,4.692920701148761e-05,0.00011919210790136112,non-significant,1.974197173118589
AC024901.1,1.6999793,2.1914914,0.775718,-0.36639586,-4.184558391571045,4.694930073237783e-05,0.0001192376838925302,non-significant,1.974197173118589
DLG1-AS1,3.4646058,2.9539676,1.1728653,0.2300373,4.19811487197876,4.6969689446700384e-05,0.00011928400487516878,non-significant,1.974197173118589
C12orf76,8.985581,8.727662,1.029552,0.042016674,4.2017669677734375,4.697803153032235e-05,0.00011929972945037232,non-significant,1.974197173118589
MIR4307HG,0.22663878,0.51905775,0.43663502,-1.1955003,-4.216297626495361,4.6999388749723434e-05,0.00011934850273867888,downregulated,1.974197173118589
OR2T6,0.19018047,0.5561539,0.3419566,-1.5481149,-4.226182460784912,4.7077414674888716e-05,0.00011954116738353361,downregulated,1.974197173118589
RN7SL564P,0.1086843,0.018181818,5.977634,2.5795746,4.09566593170166,4.708857737065264e-05,0.00011956403993243973,upregulated,1.974197173118589
RBBP4,12.907097,12.656473,1.019802,0.028289037,4.182389259338379,4.709590524821107e-05,0.00011957717372984076,non-significant,1.974197173118589
COX6CP10,0.43004987,0.78770095,0.5459558,-0.87314403,-4.213642120361328,4.7182941625782816e-05,0.00011979267807973781,non-significant,1.974197173118589
AC023389.2,0.8613435,0.5036397,1.7102375,0.7741967,4.190843105316162,4.732764969973757e-05,0.00012015457856319224,non-significant,1.974197173118589
AC006946.1,1.3206345,1.8246369,0.7237793,-0.4663782,-4.2114949226379395,4.734845410193026e-05,0.00012020189592637918,non-significant,1.974197173118589
AC068831.5,1.244833,0.8895161,1.3994496,0.48485953,4.196693420410156,4.736610504238632e-05,0.00012024120374063571,non-significant,1.974197173118589
AC005498.2,3.1904185,3.5507765,0.8985129,-0.15438887,-4.179892063140869,4.742414187995849e-05,0.00012038302486731776,non-significant,1.974197173118589
ANKS4B,1.0439099,1.5530084,0.6721856,-0.57306844,-4.2002692222595215,4.745114537837196e-05,0.00012044606055689602,non-significant,1.974197173118589
AL035446.1,2.174587,2.6877282,0.80907995,-0.30564582,-4.199825286865234,4.745495450146831e-05,0.00012045021848940718,non-significant,1.974197173118589
AL031283.1,2.5061417,2.1077654,1.1890041,0.24975364,4.19016695022583,4.751370126784973e-05,0.00012059381244980572,non-significant,1.974197173118589
AC004986.1,0.2278454,0.08713602,2.6148243,1.386714,4.150731086730957,4.761312730605459e-05,0.0001208406359990809,upregulated,1.974197173118589
DROSHA,11.94977,11.755146,1.0165565,0.023690404,4.176137447357178,4.761838236308347e-05,0.00012084844487918534,non-significant,1.974197173118589
IGHV2-5,7.6236854,8.657564,0.88058084,-0.18347263,-4.191936492919922,4.7624556956482355e-05,0.00012085858658611478,non-significant,1.974197173118589
GDF6,4.751995,5.173062,0.91860396,-0.122485094,-4.16733455657959,4.764941436043096e-05,0.00012091613725091294,non-significant,1.974197173118589
AC129492.5,1.353552,1.8348719,0.737682,-0.43892908,-4.213411808013916,4.7725069903059233e-05,0.00012110258316052534,non-significant,1.974197173118589
ETNK1,12.019875,11.707439,1.0266869,0.037996292,4.1965107917785645,4.778532596319193e-05,0.00012124993754575294,non-significant,1.974197173118589
AC016396.2,2.0179062,2.4976423,0.80792445,-0.3077077,-4.201780319213867,4.781953328367957e-05,0.00012133118570285112,non-significant,1.974197173118589
AC108105.1,0.5272089,0.8761167,0.6017565,-0.73274827,-4.205187797546387,4.783707916791993e-05,0.00012137015375845784,non-significant,1.974197173118589
LINC02203,0.08514037,0.009090909,9.365431,3.2273455,4.085052490234375,4.784391211447332e-05,0.00012138193909415492,upregulated,1.974197173118589
AL161734.2,0.18398243,0.48300827,0.38090953,-1.3924797,-4.217547416687012,4.785920953026479e-05,0.00012141519707069783,downregulated,1.974197173118589
CPLX4,0.7957778,0.47482222,1.675949,0.7449782,4.186123371124268,4.7893191683864565e-05,0.00012149585160588962,non-significant,1.974197173118589
VRTN,0.8750114,0.4672761,1.872579,0.90502656,4.157132148742676,4.790841772624225e-05,0.00012152892028036761,non-significant,1.974197173118589
AC020915.2,7.321199,7.0846395,1.0333905,0.04738556,4.193066596984863,4.793829121984174e-05,0.00012159914031075437,non-significant,1.974197173118589
CBY2,1.7445346,1.2390138,1.4080026,0.49365002,4.156017303466797,4.795755969597177e-05,0.00012164245471277436,non-significant,1.974197173118589
AL121899.1,1.6817936,1.2410356,1.3551534,0.4384562,4.179833889007568,4.796405255464533e-05,0.00012165336178713189,non-significant,1.974197173118589
FBXL14,9.526377,9.311874,1.0230354,0.03285608,4.155344009399414,4.800025185579699e-05,0.00012173961019243962,non-significant,1.974197173118589
IYD,5.038517,3.980769,1.2657145,0.33995208,4.194381237030029,4.8032307118488454e-05,0.00012181534096424116,non-significant,1.974197173118589
AC006363.1,0.03214794,0.0,3214795.2,21.616295,4.0818586349487305,4.80365281828783e-05,0.00012181913538423456,upregulated,1.974197173118589
POM121B,4.1272364,4.499201,0.91732657,-0.12449267,-4.175339221954346,4.803819473569365e-05,0.00012181913538423456,non-significant,1.974197173118589
AL645608.4,0.061734274,0.009090909,6.790764,2.763574,4.110779762268066,4.809388285479133e-05,0.00012195477950472247,upregulated,1.974197173118589
AC244197.3,4.3756285,4.876716,0.897249,-0.15641971,-4.19208288192749,4.813380381908093e-05,0.0001220504312560608,non-significant,1.974197173118589
LTN1,11.173655,11.483865,0.9729873,-0.03950713,-4.1872639656066895,4.8138177580531056e-05,0.00012205594315469416,non-significant,1.974197173118589
MAPK1,12.9652815,13.169693,0.98447865,-0.022568172,-4.167614936828613,4.8233613789496615e-05,0.00012229233584870085,non-significant,1.974197173118589
ZNF365,7.058837,6.5144186,1.0835713,0.11579411,4.1956892013549805,4.844681741494712e-05,0.00012282728283056555,non-significant,1.974197173118589
CTB-178M22.2,4.079027,3.4828532,1.171174,0.22795549,4.206423282623291,4.846753037559392e-05,0.00012287418137625438,non-significant,1.974197173118589
EMC3-AS1,6.4926805,6.106019,1.0633247,0.088582195,4.19180154800415,4.847415132351386e-05,0.00012288535140180713,non-significant,1.974197173118589
COX8C,0.8153123,1.2302847,0.66270214,-0.5935675,-4.202369213104248,4.849329240435909e-05,0.0001229282583657974,non-significant,1.974197173118589
AC009948.3,0.79146534,1.2363927,0.6401407,-0.643539,-4.202691555023193,4.858594860326467e-05,0.000123157510326181,non-significant,1.974197173118589
CACYBPP3,0.4314098,0.22127138,1.9496863,0.963242,4.17244815826416,4.8644869077471796e-05,0.00012330123064775838,non-significant,1.974197173118589
MLKL,9.138198,9.399453,0.9722053,-0.040667124,-4.170012950897217,4.869495208010856e-05,0.0001234225383253882,non-significant,1.974197173118589
PLA2G4B,2.8176615,3.3701365,0.8360675,-0.25830868,-4.196269512176514,4.87327626059926e-05,0.00012351273044223252,non-significant,1.974197173118589
LYPD4,1.1410031,0.716626,1.5921878,0.6710105,4.176698684692383,4.87600799311882e-05,0.0001235763206149706,non-significant,1.974197173118589
C11orf52,1.3675464,1.7909561,0.76358455,-0.3891402,-4.196949005126953,4.878564609759958e-05,0.00012363546708819774,non-significant,1.974197173118589
IGHV3-53,5.97613,6.89389,0.86687344,-0.20610671,-4.182331562042236,4.880345656398418e-05,0.00012367495410267403,non-significant,1.974197173118589
AC098851.1,3.292592,3.7785728,0.8713851,-0.19861765,-4.191223621368408,4.881427896464897e-05,0.00012369672955872497,non-significant,1.974197173118589
