gene,log2FC,AveExpr,t_mod,pval,FDR,direction,DEG
CSPG4P1Y,-0.04549830369503027,5.850596761118556,-0.9394317291316899,0.34868310366332467,0.45778863805602077,down,False
CSPG4P5,0.09806277201268188,6.380322418520619,1.3502769939575399,0.17850809039793042,0.27023229514227187,up,False
CSPG5,-0.12221608528752714,5.944713573912372,-2.8190182178179577,0.005319258783346599,0.015139483915401146,down,False
CSPP1,0.056854749412790895,6.601729016103092,0.8966683228248795,0.37101277083584594,0.4796814992487263,up,False
CSRNP1,0.4554188276168061,7.050639950829897,4.552972851930467,9.350020353939902e-06,7.009035108995644e-05,up,False
CSRNP2,0.1280741096612008,8.147594782237112,2.443987216812572,0.015424258593794902,0.037065545054884186,up,False
CSRNP3,-0.09268265071247139,5.885755060340206,-1.8428326131951174,0.06688695276730439,0.12268699715241443,down,False
CSRP1,-0.16422536372621366,10.034090644402061,-2.007790916855126,0.04605976692289643,0.09053968127147154,down,False
CSRP2,0.23543774063741196,7.918703334319587,3.1944094829825627,0.0016366276402438927,0.005587627495679303,up,False
CSRP3,-0.02905286385147754,4.959436030448454,-0.891793396816822,0.3736139187172509,0.4823157035048962,down,False
CST1,-0.015951063271668176,6.426476578510309,-0.10662986723227966,0.9151933527248097,0.9398128798613371,down,False
CST11,-0.03834410809778177,4.81843089436598,-0.8961749631763373,0.3712754998264146,0.479970839639882,down,False
CST13P,0.008241316491540474,4.55347489834536,0.23804171009759836,0.8121012197238567,0.864293130020151,up,False
CST2,-0.16765302073890087,6.532469525716495,-2.692205423187437,0.007721879975946277,0.020696399981157913,down,False
CST3,-0.24343200898519868,11.705184506391753,-4.503273675315788,1.1563653090911344e-05,8.368808073699595e-05,down,False
CST4,-0.07270330423150018,7.055795695917526,-1.3285895742138472,0.1855518233491954,0.2786241857818245,down,False
CST5,-0.15468305130866877,6.266810610371134,-4.152456121449485,4.933802629392538e-05,0.00028790045310089405,down,False
CST6,-0.1358399972145854,6.330851616324741,-2.897038792259864,0.004202145714495512,0.012437057442188468,down,False
CST7,0.5622224456442888,8.249727749541236,4.123458742935546,5.540680253775662e-05,0.0003174445010203032,up,False
CST8,-0.04357886276320855,4.990716819309278,-1.0908061083228293,0.27671785719794134,0.3821677459616553,down,False
CST9,-0.07440491381342884,5.190981433097938,-1.7124005717252022,0.08842862997066434,0.15347313649925134,down,False
CST9L,-0.08053053078171235,5.335272145087629,-1.716475977516512,0.08767905089842977,0.15246681106398277,down,False
CSTA,0.17753177628910866,5.317465628494846,2.645870819961022,0.008819855187008244,0.02313958536386932,up,False
CSTB,0.06392424221459692,10.710554394072165,1.1352374348565155,0.25768340205504725,0.36111536800915073,up,False
CSTF1,0.03861372095190241,7.794296529561856,0.9432767392862553,0.34671840328139003,0.45580343616757146,up,False
CSTF2,-0.14958268157452537,7.511926353479382,-2.579579799242556,0.010635426138923152,0.02703213420189999,down,False
CSTF2T,-0.010412318279603205,7.61439081330928,-0.20541176027594854,0.8374668786377362,0.8820995209718686,down,False
CSTF3,0.1991136030470404,6.9089717311907215,3.4449266147918407,0.0007007024664072482,0.0027243528327108063,up,False
CSTL1,-0.11060587059354887,5.143206292412371,-2.913489754988318,0.003995890753053674,0.011922567568376511,down,False
CT45A1,-0.04670181763636272,5.151569935412371,-0.687129883019759,0.49282553913371807,0.5956324899160277,down,False
CT45A10,-0.04670181763636272,5.151569935412371,-0.687129883019759,0.49282553913371807,0.5956324899160277,down,False
CT45A2,-0.04670181763636272,5.151569935412371,-0.687129883019759,0.49282553913371807,0.5956324899160277,down,False
CT45A3,-0.04670181763636272,5.151569935412371,-0.687129883019759,0.49282553913371807,0.5956324899160277,down,False
CT45A5,-0.04670181763636272,5.151569935412371,-0.687129883019759,0.49282553913371807,0.5956324899160277,down,False
CT45A6,-0.04670181763636272,5.151569935412371,-0.687129883019759,0.49282553913371807,0.5956324899160277,down,False
CT45A7,-0.04670181763636272,5.151569935412371,-0.687129883019759,0.49282553913371807,0.5956324899160277,down,False
CT45A8,-0.04670181763636272,5.151569935412371,-0.687129883019759,0.49282553913371807,0.5956324899160277,down,False
CT45A9,-0.04670181763636272,5.151569935412371,-0.687129883019759,0.49282553913371807,0.5956324899160277,down,False
CT47A1,0.009886549042812831,6.492606966087627,0.22472601878522994,0.8224301169744782,0.8714701449947031,up,False
CT47A10,0.009886549042812831,6.492606966087627,0.22472601878522994,0.8224301169744782,0.8714701449947031,up,False
CT47A11,0.009886549042812831,6.492606966087627,0.22472601878522994,0.8224301169744782,0.8714701449947031,up,False
CT47A12,0.009886549042812831,6.492606966087627,0.22472601878522994,0.8224301169744782,0.8714701449947031,up,False
CT47A2,0.009886549042812831,6.492606966087627,0.22472601878522994,0.8224301169744782,0.8714701449947031,up,False
CT47A3,0.009886549042812831,6.492606966087627,0.22472601878522994,0.8224301169744782,0.8714701449947031,up,False
CT47A4,0.009886549042812831,6.492606966087627,0.22472601878522994,0.8224301169744782,0.8714701449947031,up,False
CT47A5,0.009886549042812831,6.492606966087627,0.22472601878522994,0.8224301169744782,0.8714701449947031,up,False
CT47A6,0.009886549042812831,6.492606966087627,0.22472601878522994,0.8224301169744782,0.8714701449947031,up,False
CT47A7,0.009886549042812831,6.492606966087627,0.22472601878522994,0.8224301169744782,0.8714701449947031,up,False
CT47A8,0.009886549042812831,6.492606966087627,0.22472601878522994,0.8224301169744782,0.8714701449947031,up,False
CT47A9,0.009886549042812831,6.492606966087627,0.22472601878522994,0.8224301169744782,0.8714701449947031,up,False
CT47B1,0.009886549042812831,6.492606966087627,0.22472601878522994,0.8224301169744782,0.8714701449947031,up,False
CT55,0.06790533632980811,5.458734353860824,1.1317071834556494,0.2591614387351348,0.3627779800709536,up,False
CT83,-0.040049431924415124,4.971371143731958,-0.6180238854383574,0.5372880367821825,0.6367066468945258,down,False
CTAG1A,-0.10405762072357483,7.33235846165464,-2.2244551922500886,0.0272763342443199,0.0589968947800586,down,False
CTAG1B,-0.10405762072357483,7.33235846165464,-2.2244551922500886,0.0272763342443199,0.0589968947800586,down,False
CTAG2,-0.10931071226638522,7.79576701493299,-2.233574977120369,0.026658883188673217,0.05791015950599615,down,False
CTAGE1,-0.12117858796141512,5.764399078175258,-1.56140909508177,0.12006513218127188,0.1969299115983368,down,False
CTAGE10P,-0.06985909128646473,4.882285625386598,-1.9793832610575477,0.04919425453715963,0.09566956967972363,down,False
CTAGE11P,-0.16886940984460796,6.431897540597939,-1.8414354281476177,0.0670922435543908,0.12289299908572562,down,False
CTAGE15,-0.16886940984460796,6.431897540597939,-1.8414354281476177,0.0670922435543908,0.12289299908572562,down,False
CTAGE3P,-0.16611749035623546,4.6669662107422685,-3.0490458210403037,0.0026178212128276576,0.008349783587883328,down,False
CTAGE4,-0.16886940984460796,6.431897540597939,-1.8414354281476177,0.0670922435543908,0.12289299908572562,down,False
CTAGE5,-0.3810956249392161,7.4834618200567,-3.7708031932179784,0.00021624516323388016,0.0010017385469675497,down,False
CTAGE6,-0.16886940984460796,6.431897540597939,-1.8414354281476177,0.0670922435543908,0.12289299908572562,down,False
CTAGE7P,-0.10940268558086608,4.870389509809278,-2.5661863239699216,0.011040569104334912,0.02789034315588842,down,False
CTAGE8,-0.16886940984460796,6.431897540597939,-1.8414354281476177,0.0670922435543908,0.12289299908572562,down,False
CTAGE9,-0.16886940984460796,6.431897540597939,-1.8414354281476177,0.0670922435543908,0.12289299908572562,down,False
CTBP1,-0.0671064339344607,9.95142909385567,-2.668450814990897,0.008268339862118331,0.02192208915047848,down,False
CTBP1-AS2,-0.016191666773781144,7.803992442350516,-0.2813469876710202,0.7787456212416463,0.8376466761137892,down,False
CTBP2,0.021881113936048635,9.7192163855,0.367248474739478,0.7138359691111095,0.7854461334508888,up,False
CTBS,-0.07597526748414118,8.617726083680411,-1.33276446773481,0.18418002468252928,0.2770167127995339,down,False
CTC1,-0.035106661451902,7.981141655659794,-0.7189325761104376,0.47305180882709275,0.5770768157638609,down,False
CTCF,-0.04236746574049022,8.454697579639175,-1.2382927906967283,0.21711128148846334,0.3151600953896578,down,False
CTCFL,0.0721154729096174,10.56237730895361,1.4386093620614282,0.151880555763063,0.23764839901749857,up,False
CTDNEP1,0.06530354348308975,9.086942398278351,2.109186201279506,0.03621769555492239,0.0743371452877748,up,False
CTDP1,-0.04418508072040339,8.063932004809278,-1.391431859562519,0.16569589445220434,0.25477965775016054,down,False
CTDSP1,-0.24364264939957359,9.178950209216495,-4.805069408673383,3.1008352506786582e-06,2.749407255601744e-05,down,False
CTDSP2,-0.3402227721115185,10.138945562190722,-6.231958565281719,2.831788639299983e-09,7.657779329319277e-08,down,False
CTDSPL,-0.37608342890380264,8.8229395555,-3.27004452337941,0.001273375253863712,0.004521166301789106,down,False
CTDSPL2,-0.36244709445084133,8.682608048237114,-5.8872925011386155,1.7125634962186838e-08,3.403719948734634e-07,down,False
CTF1,-0.1128171863562315,7.555335138871133,-2.7513618150382504,0.006499985038651882,0.017935175314766613,down,False
CTGF,0.7803787933261113,9.040629722907216,5.0983495897535,8.143862848938684e-07,8.886023457877882e-06,up,False
CTH,-0.49421354020401065,6.796708434979381,-4.3548272951665865,2.159269204799385e-05,0.00014377224771376762,down,False
CTHRC1,0.429256748002647,7.4031368495773195,4.669075728373223,5.654195725122749e-06,4.5811983524586506e-05,up,False
CTIF,-0.04493684523361452,7.236196869123711,-1.0224806210742174,0.3078331127296926,0.4159848447117905,down,False
CTLA4,0.74134693978647,5.989061246082474,5.100406125430797,8.066286599292555e-07,8.827852714453795e-06,up,False
CTNNA1,0.13716047748573246,10.534971058170102,1.9518282314433297,0.05240516287995783,0.10079235829217537,up,False
CTNNA2,-0.08515845051849968,5.382385559309278,-2.5954173547609147,0.010173580589545761,0.02606186659323128,down,False
CTNNA3,-0.06137125223466988,4.857396157716495,-1.3925893039936017,0.1653459154823183,0.254370003979673,down,False
CTNNAL1,0.6158252729540141,6.966292105530929,6.821860261807796,1.1273824539697409e-10,5.072871252999486e-09,up,False
CTNNB1,0.11404556650633602,11.465677066391754,2.4611409983365937,0.014727823547533573,0.03564308589605087,up,False
CTNNBIP1,0.09208373696300498,8.209986765237113,2.2999751707513183,0.022518967633483277,0.05055293084344701,up,False
CTNNBL1,0.03329504374100978,7.472745730994845,1.2527309787954575,0.2118190329914009,0.3090050421267353,up,False
CTNND1,-0.20455867242388948,11.252371770072166,-3.102770769049797,0.002204911444043485,0.007193345002651586,down,False
CTNND2,-0.07524397146035522,6.5344265165,-1.6069916222580687,0.109690627174174,0.18292151193535663,down,False
CTNS,-0.03391980133773753,7.330051784298969,-0.7568204995159586,0.45008010539470866,0.5548819875936708,down,False
CTPS1,0.17539604325052505,7.406128863577319,1.8388184690664873,0.06747816417694058,0.12350361241559309,up,False
CTPS2,-0.14662221085517846,7.933586542396908,-2.272007213889682,0.024188616430874423,0.05351385494111538,down,False
CTR9,0.05771206140063079,8.676791571871133,1.4152127547438376,0.1586172952734938,0.24596905060853366,up,False
CTRB1,-0.04953347196722557,6.486256770793815,-1.04894915687881,0.2955129885072752,0.40224080638281084,down,False
CTRB2,-0.04953347196722557,6.486256770793815,-1.04894915687881,0.2955129885072752,0.40224080638281084,down,False
CTRC,-0.03451050768922137,5.8803715989020615,-0.7714352707341634,0.4413922375561803,0.5467823588307975,down,False
CTRL,0.0031658099402731565,6.674665454247423,0.0724468550301346,0.9423213042540859,0.9591023064475697,up,False
CTSA,-0.4272690389762168,10.736743073283504,-6.733344713687534,1.848808642394576e-10,7.687816081258744e-09,down,False
CTSB,0.3857299196585622,10.516495421268042,4.62642501348217,6.808930884959429e-06,5.362698749506035e-05,up,False
CTSC,0.5318608242204004,9.519488711360825,4.611342426246864,7.269280178318275e-06,5.6589299488977634e-05,up,False
CTSD,-0.27755588245772245,11.272385498711337,-4.407151648588911,1.735687612561132e-05,0.00011971489218144247,down,False
CTSE,0.7240231909603612,10.642343287319589,2.7438612573506203,0.006644550826913464,0.01827921378128516,up,False
CTSF,0.1348187431025325,6.810865569067011,2.242055815805601,0.026095645159983527,0.056904480016919126,up,False
CTSG,0.11666766330443501,6.097691643824742,1.3298839565867362,0.1851256994038018,0.278162083650149,up,False
CTSH,0.5829925902204085,9.183028014170104,3.9468725410481484,0.00011082872011180886,0.0005674806160301264,up,False
CTSK,1.4115487621078282,8.63869759421134,5.806699039456175,2.583971868059204e-08,4.822882002987466e-07,up,True
CTSL,0.6676356414677587,8.22132325502062,3.373642024739197,0.0008964408759013597,0.003364158864718022,up,False
CTSL3P,-0.07965896333721201,5.400535246850517,-2.014730686635063,0.04532032973693564,0.08934362011251776,down,False
CTSO,-0.19704332589323137,8.251646738628866,-1.6765356760430574,0.09525197964276287,0.16303469150186212,down,False
CTSS,0.4764526855248423,10.097022196927837,4.769863691675937,3.6268798941357507e-06,3.1433454557905214e-05,up,False
CTSV,-0.389698967906976,5.329134677056701,-4.4109716340306795,1.7081084623890487e-05,0.00011804369168020005,down,False
CTSW,-0.05487630002854438,6.888200226814433,-0.7120233241957444,0.4773099566404493,0.5811315362470828,down,False
CTSZ,-0.26411274235095306,10.328991038103094,-4.789141683066416,3.328987560111541e-06,2.9186608596052553e-05,down,False
CTTN,0.21497283523255817,9.716261809974228,2.7815112376916966,0.005947209315614455,0.016646675764036913,up,False
CTTNBP2,-0.032727105501057174,5.678656658195877,-0.5661384364075032,0.5719572189555768,0.6672466105397243,down,False
CTTNBP2NL,0.09708798552273024,9.013613182510309,1.1143786664119408,0.26650227547388167,0.37108866922013406,up,False
CTU1,0.014752082079812823,8.077496765237113,0.29961623898858025,0.7647922500924377,0.8266309991888477,up,False
CTU2,-0.017592604455078487,7.7013964243453605,-0.49791760258129253,0.6191088675935223,0.7073093043219998,down,False
CTXN1,-0.08054609982399885,7.275594444788658,-1.984181505987551,0.048652490809856376,0.0947990623013022,down,False
CTXN3,-0.09073018425475521,4.937578434757732,-2.4393156508885663,0.015618914004833761,0.03743971598959642,down,False
CUBN,-1.8533752560465118,6.677299686381444,-4.138723261516349,5.2128429529807995e-05,0.00030152076019333965,down,True
CUEDC1,-0.09239162082610974,7.6075157412010315,-2.0227570547687184,0.04447771429352575,0.08804364168914997,down,False
CUEDC2,-0.005085921160677742,7.6794384623762895,-0.11911897179137766,0.9053049693651968,0.9332854378767521,down,False
CUL1,0.0757212605903792,8.734460220649485,1.7072229717376075,0.08938843195858316,0.15489160690168452,up,False
CUL2,-0.08397489497357746,7.815779315896906,-1.5002081998254275,0.13519421358666717,0.21640693624383095,down,False
CUL3,-0.17470297862685058,9.480651441407216,-4.473674418329331,1.3113060705837912e-05,9.311682160723786e-05,down,False
CUL4A,-0.04581233892336023,8.099906193814434,-1.036324570454672,0.3013471560346119,0.40863022178031017,down,False
CUL4B,-0.04785142629545813,7.40354519815464,-1.2139511040791549,0.22624947030684903,0.3256754168251948,down,False
CUL5,-0.026276886738367367,7.522771297396907,-0.49106718532006216,0.6239367345467042,0.7111728629040669,down,False
CUL7,0.07880447831553461,7.5437710228092785,2.0513120767327497,0.04158716502328301,0.08323336917919419,up,False
CUL9,-0.05090585424894023,7.415133709128867,-1.1500246775322094,0.251556398494633,0.3545068336726657,down,False
CUTA,-0.002998247115217012,9.023765488335052,-0.05765928088554772,0.9540796684101811,0.9673453875375221,down,False
CUTC,-0.2280991517547566,7.600812847407217,-4.285703711388965,2.8728154597519157e-05,0.00018267349243150747,down,False
CUX1,0.04037890736151972,8.4131830665567,0.9655062442226744,0.33549929669302136,0.444174771625075,up,False
CUX2,-0.053824298386365044,6.158496513164947,-1.442480081623583,0.1507875175236138,0.23613030458174328,down,False
CUZD1,-0.03488924050686926,5.132378200757732,-0.4902663591560573,0.6245021904666868,0.7117022969281647,down,False
CWC15,-0.10649492453382958,7.240339049030928,-1.9410194764037956,0.053712028045759086,0.10284754229297965,down,False
CWC22,-0.006765126443977643,7.212022542252578,-0.12205688547175361,0.9029809345434344,0.9320034222079233,down,False
CWC25,-0.05082468081977254,7.62425297577835,-1.2490400774762593,0.2131628909520259,0.3104942591928979,down,False
CWC27,0.10961563611258018,6.9805434840566996,2.1977893911363906,0.029153594484146245,0.06236834219081848,up,False
CWF19L1,0.1655005120592019,7.0972244392989685,2.2748157114806826,0.024016202515054846,0.053196882223302065,up,False
CWF19L2,-0.02764497930443799,5.949325383757731,-0.5809843872167471,0.5619286601304321,0.6582708495334726,down,False
CWH43,-0.9219532680602534,6.2735532958814435,-2.4415276573102638,0.01552647395628326,0.03726036595024082,down,False
CX3CL1,0.440434463884249,7.471342795840208,5.361086364819647,2.346491543510168e-07,3.1326550928415105e-06,up,False
CX3CR1,0.1533413446326639,5.3161890244381445,2.0280464846594017,0.04392973765140706,0.08714654428839635,up,False
CXADR,-0.5301671056680686,10.441789674515464,-3.2768871514300066,0.0012445146683637838,0.00443358350604598,down,False
CXCL1,2.3386481669006356,9.612392436046392,7.936863579850502,1.653052940984821e-13,2.6629482840386303e-11,up,True
CXCL10,2.096249135208245,8.28587038056701,5.592743689209766,7.562773112641408e-08,1.2061083183486266e-06,up,True
CXCL11,1.9701090064566582,7.187669178180411,6.6053950318022165,3.754260749651861e-10,1.4227840873277403e-08,up,True
CXCL12,0.3588125088208205,8.241967685546392,2.285051891341,0.02339686065412824,0.05211172323763531,up,False
CXCL13,0.6130334295951378,6.760810089783505,1.743156290269798,0.08289851677151715,0.1455770783333812,up,False
CXCL14,-0.10892157919978374,10.013288642871135,-0.7374294463298866,0.4617566223165671,0.5660734662103446,down,False
CXCL16,0.40262609884566203,8.7857959769433,4.018893902857799,8.376142408762371e-05,0.00045082790409289354,up,False
CXCL17,0.5087055010798078,6.226203143561857,3.4853132123913855,0.0006083648430513504,0.00241280782745816,up,False
CXCL2,1.613577991154865,7.443485616902062,7.20905904849223,1.2413984406664722e-11,8.152749324463941e-10,up,True
CXCL3,0.8305258903414368,7.165393386134021,6.2638127156221515,2.390144081168331e-09,6.61460256372157e-08,up,False
CXCL5,1.1781023717716703,7.857495196417525,4.694054769174288,5.068212390247625e-06,4.204687619323913e-05,up,True
CXCL6,0.9668534509624704,6.509707104747422,4.851863569249162,2.514608556903589e-06,2.296476281181465e-05,up,False
CXCL8,2.275013921551797,8.231864654324742,6.2395527530449195,2.719734753849962e-09,7.392574658054646e-08,up,True
CXCL9,1.7902726012859418,7.214570246061857,5.518405232276325,1.0914470721656006e-07,1.6533546730004266e-06,up,True
CXCR1,1.6096708883964048,6.47201357278866,5.361568431508275,2.3410481860263858e-07,3.1273623493303844e-06,up,True
CXCR2,1.3125663039815016,5.915184259742268,5.081360544232699,8.813025313534053e-07,9.455557904886079e-06,up,True
CXCR3,0.0011321936659669518,7.475146469706186,0.018455433697587835,0.9852945912059028,0.9899759927890543,up,False
CXCR4,0.6660343652722007,7.2482428104381444,3.17650329200165,0.0017356747227127286,0.005879274925709766,up,False
CXCR5,0.1092423697737841,6.287522872072165,0.5934047456348555,0.5536049414185431,0.6506827310014413,up,False
CXCR6,0.20402533743657703,5.497521786273197,3.3564679869601375,0.0009506972309902131,0.0035239843286751847,up,False
CXXC1,-0.07551551070771723,7.462219809726804,-2.0997167267412937,0.03705323221568377,0.07569371823900113,down,False
CXXC1P1,-0.07433860893921729,4.9660993639536075,-1.727125205158856,0.08574472657251292,0.14974955122017336,down,False
CXXC4,-0.1836113646189217,6.12269788734536,-2.4694250439073793,0.014401607375465832,0.0349670708916321,down,False
CXXC5,-0.10842531355338281,9.142007541015463,-1.881737385494173,0.06137664501322041,0.11444598466577656,down,False
CXorf21,0.6667377923921798,5.4658047713814435,3.625331135963622,0.00036914784515283374,0.001594438211079856,up,False
CXorf23,-0.44454298478118215,6.487794396685566,-5.552028230111149,9.249509129247289e-08,1.4424732268155782e-06,down,False
CXorf36,0.6325531490105734,5.93333789563402,5.596564012751855,7.420872444776896e-08,1.1861616749032277e-06,up,False
CXorf38,0.03866614966067594,7.250014545474227,0.835091464450476,0.4046985388063582,0.5122599827625101,up,False
CXorf40A,-0.035881955825579404,7.185581790448454,-0.8195419454093679,0.41348796413682054,0.5206495942322564,down,False
CXorf40B,-0.0470014691802314,7.681138699335052,-0.9793062679081405,0.32865437118198215,0.43741292638840557,down,False
CXorf56,-0.24201599683403696,7.581247840845361,-5.285565357119211,3.3702907735136047e-07,4.244880225580238e-06,down,False
CXorf57,-0.16286534281395149,4.861332341865979,-3.9146998568648708,0.00012544155829899436,0.0006290432772965276,down,False
CXorf58,-0.06120501117283261,4.084569192608247,-1.92785102549005,0.05534114968090432,0.10536307638270377,down,False
CXorf65,0.13326994147410165,5.8966404844639175,1.7241724056026004,0.08627755777422279,0.15051241661866765,up,False
CXorf66,-0.09302862340274931,4.431142327484537,-2.438872172778344,0.015637505631686886,0.037475785538676636,down,False
CXorf67,-0.020699187720930823,6.685006132845361,-0.46899912903172,0.6395994869646655,0.7241648434582301,down,False
CYB561,0.15908338918287868,7.647759507706185,2.7770079229199047,0.00602696731018849,0.016834272580710078,up,False
CYB561A3,-0.26847611373044167,8.150853128716495,-4.810468219106489,3.0269892104936428e-06,2.6895689426180278e-05,down,False
CYB561D1,-0.23189930648889945,7.496361905737114,-5.676146238535536,4.991694436519105e-08,8.451510188076021e-07,down,False
CYB561D2,0.11951860702536976,7.901482250649484,2.2062973067910105,0.028542821575344424,0.061284906879257646,up,False
CYB5A,-0.4021029768081412,10.266989358340206,-2.385253511572759,0.01803510917783072,0.04225910845247493,down,False
CYB5B,-0.28371271086257543,9.77724734543299,-5.245138661483035,4.085203029765742e-07,4.9994090550032495e-06,down,False
CYB5D1,0.06590357994397866,7.096265719685566,1.070374664141322,0.2857871780086041,0.39200502389232345,up,False
CYB5D2,-0.15425984732347064,7.685851418015464,-3.1403835357638044,0.001952585504503143,0.006491326153706645,down,False
CYB5R1,0.04129894179810201,7.744938785463917,0.8309202773453638,0.40704519795751726,0.5143582193730276,up,False
CYB5R2,0.5310344860068721,6.996221097922681,5.631871083199459,6.226635286842891e-08,1.023113103425537e-06,up,False
CYB5R3,0.13248239968763365,10.38985325872165,2.8483175865320978,0.0048713852259499755,0.014092364346534082,up,False
CYB5R4,0.09253231681342466,7.8731267965257725,1.2163402979294922,0.2253404796810029,0.3246763728155732,up,False
CYB5RL,-0.10929161337315207,6.160249860881443,-3.3704636497049467,0.0009062587151042673,0.003391373747710129,down,False
CYBA,0.43914281039059944,8.566391749788659,6.01255845677862,8.971147451047723e-09,1.982215593770076e-07,up,False
CYBB,0.7556791586210405,9.042202773886597,3.21194110667508,0.0015447539268627882,0.005316880092995993,up,False
CYBRD1,-0.7997064631310842,10.129448384530928,-2.441967310427947,0.015508158700727059,0.03722908752914918,down,False
CYC1,-0.19804177833826309,10.074074641613402,-2.3260842379669877,0.021052301956029366,0.04783421397487407,down,False
CYCS,-0.21574439051003935,8.868368454525774,-2.3062978813272097,0.02215581028692765,0.04985410939962322,down,False
CYFIP1,-0.07283623749789214,8.709233731103092,-1.2878026301621586,0.1993563228294973,0.29479663166474085,down,False
CYFIP2,-0.06959800866384747,8.085039100974226,-0.5642717986487314,0.5732241901657588,0.668282261945824,down,False
CYGB,0.4213572322383712,8.378693469824743,3.9922115099572615,9.295863455427464e-05,0.0004919410022320435,up,False
CYHR1,-0.06834379204915475,7.541413496520619,-1.6255914514279786,0.1056680279842046,0.17740249188488208,down,False
CYLC1,-0.0039246421701903955,4.297656610025773,-0.10144034822670987,0.919306193442742,0.9426187001907324,down,False
CYLC2,-0.052467757469872645,4.151207683453608,-1.6041331175424836,0.11031951329592116,0.18383977523001138,down,False
CYLD,0.3449840761638461,7.969598883164949,4.206325768984602,3.9709061698447284e-05,0.0002401966612520208,up,False
CYP11A1,0.018874143099366414,5.2888028831288665,0.5039307558375042,0.6148846620872479,0.704119020369255,up,False
CYP11B1,0.004887494812367166,6.548344609505156,0.11238923357809698,0.910631573918629,0.9367217576445787,up,False
CYP11B2,-0.09677070860412051,5.733627940051545,-2.019267940837447,0.04484235374565173,0.08858302238760365,down,False
CYP17A1,-0.2166829124577161,5.150278650402062,-4.71884817433072,4.544764502629781e-06,3.8290093600443024e-05,down,False
CYP19A1,0.01807500886997726,4.877417231505154,0.41519587548929227,0.6784596170466333,0.7558752059985089,up,False
CYP1A1,0.09494486598520258,5.267010219783505,0.6511984338012944,0.515692829665567,0.6170631058076017,up,False
CYP1A2,-0.032901441477799054,6.3914360347783505,-0.7408792488875209,0.4596669055634993,0.5641657604150505,down,False
CYP1B1,0.35856044598731796,5.721646878067011,2.8133532530260483,0.0054100615385659565,0.015364109789775633,up,False
CYP1B1-AS1,-0.12223284226268571,4.5935784980309275,-2.850320346052682,0.0048420635132677475,0.014013290969628172,down,False
CYP20A1,-0.16443790502748268,7.553214965268041,-3.3274393399512614,0.001049428195426831,0.003826251387705379,down,False
CYP21A1P,-0.024433037457190387,6.124689442958763,-0.5969020933548553,0.5512721629274051,0.6488697653795336,down,False
CYP21A2,-0.024433037457190387,6.124689442958763,-0.5969020933548553,0.5512721629274051,0.6488697653795336,down,False
CYP24A1,0.2743298685639548,4.910359329340206,1.9728513847453006,0.04993995290943247,0.09682590851524418,up,False
CYP26A1,-0.06045254124788535,5.583076885664949,-1.611637942305443,0.10867450893052272,0.1814416422196245,down,False
CYP26B1,0.30958364254122195,6.46248467243299,2.787997934250429,0.005834007928187367,0.01637098801186017,up,False
CYP26C1,-0.09089679266965955,7.01009805648969,-2.364078453698265,0.019067938045857866,0.04419439783601011,down,False
CYP27A1,-0.8705152690333069,8.214080782670102,-3.452676736472218,0.0006820232589507462,0.0026659419329078432,down,False
CYP27B1,0.25701646846458637,6.377130287237113,3.905070810347947,0.00013015944610180916,0.0006491702374327732,up,False
CYP27C1,0.06800736450369804,5.0029337435567,1.474765509924238,0.14190462350951927,0.22454782051450195,up,False
CYP2A13,-0.12111297948097022,6.036809586927835,-3.3669817957702053,0.0009171292030746656,0.0034223630240726934,down,False
CYP2A6,-0.12111297948097022,6.036809586927835,-3.3669817957702053,0.0009171292030746656,0.0034223630240726934,down,False
CYP2A7,-0.12111297948097022,6.036809586927835,-3.3669817957702053,0.0009171292030746656,0.0034223630240726934,down,False
CYP2A7P1,-0.19000989287949288,6.268284651427835,-3.554946970985734,0.00047541823777098836,0.0019639518495909378,down,False
CYP2B6,-2.6850033112711422,7.782005274407217,-7.451818515010027,3.010341779560256e-12,2.6956431892081557e-10,down,True
CYP2B7P,-2.0399884059365743,6.734505319185567,-6.940256229201911,5.7840555804983946e-11,2.983303008799989e-09,down,True
CYP2C18,-0.6991496720888,8.016276052953607,-2.0194471954362805,0.044823558525598176,0.08855416593243878,down,False
CYP2C19,-0.9346868141770637,7.361597719376289,-2.426752736172599,0.016153233561315896,0.0385283589128296,down,False
CYP2C8,-0.7655340423181825,4.765719664819588,-4.629933207094209,6.70595420972212e-06,5.2934234293763974e-05,down,False
CYP2C9,-0.8028285036696614,7.010110886417527,-2.1425347174580516,0.03340282010770626,0.0697235649805216,down,False
CYP2D6,-0.5573312145369984,7.975423562237115,-4.070095909255468,6.84839307225047e-05,0.00038021257101307607,down,False
CYP2D7,-0.3082286309577178,7.76096479263402,-2.2579777239420293,0.025066176815221646,0.05510702163546025,down,False
CYP2E1,0.0016235020824550972,6.200729149644329,0.04119269968914276,0.9671848465212547,0.9770724668888823,up,False
CYP2F1,0.16552511202008358,5.667650015891754,2.8580461371536856,0.004730454460876675,0.013748614689961386,up,False
CYP2G1P,-0.084308633289643,4.773773171603093,-2.5059551211626743,0.013038440588546503,0.032131908067357294,down,False
CYP2J2,-1.1108088689904836,8.382274134489691,-4.678159909403495,5.433901234781368e-06,4.434994573983851e-05,down,True
CYP2R1,-0.41215231126744456,7.595101713628865,-5.806814464979723,2.582456864265964e-08,4.822882002987466e-07,down,False
