gene,log2FC,FDR,AveExpr
SPINK4,1.4265969977542294,0.00015718610188777125,10.303969078953608
TREM1,1.4265854874413373,1.0411490039278904e-05,6.689904910979381
ADAMTS9,1.4235990061479944,1.4789543563417713e-09,7.490920370958762
FPR2,1.4207530483979918,1.0531358471768616e-05,5.8454410556855665
PHLDA1,1.4161036462912326,1.510233422428528e-09,8.273711553773197
IL7R,1.414013788533297,7.031916563126635e-07,8.342848846603093
KCND3,1.413380624544927,4.271489044105757e-11,7.129052876216495
CTSK,1.4115487621078282,4.822882002987466e-07,8.63869759421134
VNN2,1.4109227438773821,6.522313882246342e-05,6.346903661329897
SERPINB7,1.4101651574783274,0.0012803546071874135,5.642800120881442
COL12A1,1.4087170691812911,1.5007025149873856e-05,8.18005188901031
CATSPERB,1.3997564863150105,2.083880445613229e-08,6.930351478216495
PI15,1.396428970508981,0.0027243528327108063,6.66691670315464
VCAN,1.3907618855639532,2.753179283120941e-07,8.07590436619072
CFB,1.3895896747748449,4.410599241023786e-08,10.388759121340208
CALCRL,1.3879959585058197,5.119298247941394e-07,6.941625404963916
GREM1,1.3873854319154333,1.975457895683947e-05,9.28276341321134
SLPI,1.3855378415364745,0.000618012224036001,9.17202727134536
DRAM1,1.3814141588123716,8.630714478452055e-10,7.748694674608248
DAPP1,1.377512949264803,8.043299953566896e-10,7.22655254422165
MMP2,1.371809633215113,2.142924626945918e-06,9.299172217335052
FSTL1,1.371329822707712,4.988719940278792e-08,8.99687905901031
EDNRA,1.3679954345692362,7.307268721677653e-07,7.119491274907216
BACE2,1.3638078576109933,1.7387337658439853e-17,9.85108258785567
CD274,1.362697542057611,1.9288054493891645e-06,6.792732427829896
NCF2,1.3496154976231507,2.20178721978642e-06,7.297804652525773
IGKC,1.349288128031711,7.345142929935907e-10,12.701140123139176
CCL18,1.3450392474814974,0.0016984970248893208,8.214701801994845
IGHD,1.3408213980322543,1.0750087940468332e-10,12.551754082051549
IGHV3-75,1.3358064547251658,3.058686479315908e-11,13.025919286701031
IGHG2,1.3358064547251658,3.058686479315908e-11,13.025919286701031
IGHV3-30,1.3358064547251658,3.058686479315908e-11,13.025919286701031
C4BPB,1.3303212826305506,4.9920242984099015e-08,6.386590563113402
ADGRL2,1.3237711486781185,3.462610102145588e-08,7.668889853402062
