"","SpeciesName","Species","Genus","Family","WoodDensity","TaxonName"
"4001","Podocarpus guatemalensis","guatemalensis","Podocarpus","Podocarpaceae",0.459536980142857,"Podocarpaceae_Podocarpus_guatemalensis"
"4002","Podocarpus ensiculus","henkelii","Podocarpus","Podocarpaceae",0.45,"Podocarpaceae_Podocarpus_henkelii"
"4003","Podocarpus henkelii","henkelii","Podocarpus","Podocarpaceae",0.4733985,"Podocarpaceae_Podocarpus_henkelii"
"4004","Podocarpus lambertii","lambertii","Podocarpus","Podocarpaceae",0.433456474615385,"Podocarpaceae_Podocarpus_lambertii"
"4005","Podocarpus latifolius","latifolius","Podocarpus","Podocarpaceae",0.44681,"Podocarpaceae_Podocarpus_latifolius"
"4006","Podocarpus milanjianus","milanjianus","Podocarpus","Podocarpaceae",0.5,"Podocarpaceae_Podocarpus_milanjianus"
"4007","Podocarpus neriifolius","neriifolius","Podocarpus","Podocarpaceae",0.481022407407407,"Podocarpaceae_Podocarpus_neriifolius"
"4008","Podocarpus nubigenus","nubigenus","Podocarpus","Podocarpaceae",0.468666666666667,"Podocarpaceae_Podocarpus_nubigenus"
"4009","Podocarpus oleifolius","oleifolius","Podocarpus","Podocarpaceae",0.452727272727273,"Podocarpaceae_Podocarpus_oleifolius"
"4010","Podocarpus parlatorei","parlatorei","Podocarpus","Podocarpaceae",0.42786,"Podocarpaceae_Podocarpus_parlatorei"
"4011","Podocarpus polystachyus","polystachyus","Podocarpus","Podocarpaceae",0.485,"Podocarpaceae_Podocarpus_polystachyus"
"4012","Podocarpus rumphii","rumphii","Podocarpus","Podocarpaceae",0.4575,"Podocarpaceae_Podocarpus_rumphii"
"4013","Podocarpus salignus","salignus","Podocarpus","Podocarpaceae",0.682,"Podocarpaceae_Podocarpus_salignus"
"4014","Podocarpus sylvestris","sylvestris","Podocarpus","Podocarpaceae",0.6,"Podocarpaceae_Podocarpus_sylvestris"
"4015","Podocarpus totara","totara","Podocarpus","Podocarpaceae",0.486,"Podocarpaceae_Podocarpus_totara"
"4016","Prumnopitys andina","andina","Prumnopitys","Podocarpaceae",0.583,"Podocarpaceae_Prumnopitys_andina"
"4017","Prumnopitys ladei","ladei","Prumnopitys","Podocarpaceae",0.607003333333333,"Podocarpaceae_Prumnopitys_ladei"
"4018","Podocarpus spicatus","taxifolia","Prumnopitys","Podocarpaceae",0.616,"Podocarpaceae_Prumnopitys_taxifolia"
"4019","Prumnopitys taxifolia","taxifolia","Prumnopitys","Podocarpaceae",0.716,"Podocarpaceae_Prumnopitys_taxifolia"
"4020","Retrophyllum comptonii","comptonii","Retrophyllum","Podocarpaceae",0.42,"Podocarpaceae_Retrophyllum_comptonii"
"4021","Retrophyllum minus","minus","Retrophyllum","Podocarpaceae",0.39344,"Podocarpaceae_Retrophyllum_minus"
"4022","Podocarpus rospigliosii","rospigliosii","Retrophyllum","Podocarpaceae",0.5,"Podocarpaceae_Retrophyllum_rospigliosii"
"4023","Retrophyllum rospigliosii","rospigliosii","Retrophyllum","Podocarpaceae",0.51,"Podocarpaceae_Retrophyllum_rospigliosii"
"4024","Decussocarpus vitiensis","vitiense","Retrophyllum","Podocarpaceae",0.37,"Podocarpaceae_Retrophyllum_vitiense"
"4025","Nageia vitiensis","vitiense","Retrophyllum","Podocarpaceae",0.355,"Podocarpaceae_Retrophyllum_vitiense"
"4026","Retrophyllum vitiense","vitiense","Retrophyllum","Podocarpaceae",0.354,"Podocarpaceae_Retrophyllum_vitiense"
"4027","Saxegothaea conspicua","conspicua","Saxegothaea","Podocarpaceae",0.500866666666667,"Podocarpaceae_Saxegothaea_conspicua"
"4028","Podocarpus amara","amarus","Sundacarpus","Podocarpaceae",0.37,"Podocarpaceae_Sundacarpus_amarus"
"4029","Prumnopitys amara","amarus","Sundacarpus","Podocarpaceae",0.38,"Podocarpaceae_Sundacarpus_amarus"
"4030","Sundacarpus amarus","amarus","Sundacarpus","Podocarpaceae",0.397145388833333,"Podocarpaceae_Sundacarpus_amarus"
"4031","Xanthophyllum colubrinum","colubrinum","Xanthophyllum","Polygalaceae",0.76629,"Polygalaceae_Xanthophyllum_colubrinum"
"4032","Xanthophyllum eurhynchum","eurhynchum","Xanthophyllum","Polygalaceae",0.65,"Polygalaceae_Xanthophyllum_eurhynchum"
"4033","Xanthophyllum affine","flavescens","Xanthophyllum","Polygalaceae",0.613333333333333,"Polygalaceae_Xanthophyllum_flavescens"
"4034","Xanthophyllum flavescens","flavescens","Xanthophyllum","Polygalaceae",0.649652,"Polygalaceae_Xanthophyllum_flavescens"
"4035","Xanthophyllum hainanense","hainanense","Xanthophyllum","Polygalaceae",0.68672,"Polygalaceae_Xanthophyllum_hainanense"
"4036","Coccoloba caracasana","caracasana","Coccoloba","Polygonaceae",0.43,"Polygonaceae_Coccoloba_caracasana"
"4037","Coccoloba coronata","coronata","Coccoloba","Polygonaceae",0.785062400333333,"Polygonaceae_Coccoloba_coronata"
"4038","Coccoloba densifrons","densifrons","Coccoloba","Polygonaceae",0.6124772878,"Polygonaceae_Coccoloba_densifrons"
"4039","Coccoloba diversifolia","diversifolia","Coccoloba","Polygonaceae",0.8,"Polygonaceae_Coccoloba_diversifolia"
"4040","Coccoloba excelsa","excelsa","Coccoloba","Polygonaceae",0.5703668785,"Polygonaceae_Coccoloba_excelsa"
"4041","Coccoloba latifolia","latifolia","Coccoloba","Polygonaceae",0.58,"Polygonaceae_Coccoloba_latifolia"
"4042","Coccoloba liebmannii","liebmannii","Coccoloba","Polygonaceae",0.8,"Polygonaceae_Coccoloba_liebmannii"
"4043","Coccoloba manzinellensis","manzinellensis","Coccoloba","Polygonaceae",0.721687912333333,"Polygonaceae_Coccoloba_manzinellensis"
"4044","Coccoloba mollis","mollis","Coccoloba","Polygonaceae",0.652371428571429,"Polygonaceae_Coccoloba_mollis"
"4045","Coccoloba pubescens","pubescens","Coccoloba","Polygonaceae",1,"Polygonaceae_Coccoloba_pubescens"
"4046","Coccoloba swartzii","swartzii","Coccoloba","Polygonaceae",0.7,"Polygonaceae_Coccoloba_swartzii"
"4047","Coccoloba tuerckheimii","tuerckheimii","Coccoloba","Polygonaceae",0.61,"Polygonaceae_Coccoloba_tuerckheimii"
"4048","Coccoloba uvifera","uvifera","Coccoloba","Polygonaceae",0.7,"Polygonaceae_Coccoloba_uvifera"
"4049","Ruprechtia apetala","apetala","Ruprechtia","Polygonaceae",0.660366666666667,"Polygonaceae_Ruprechtia_apetala"
"4050","Ruprechtia fusca","fusca","Ruprechtia","Polygonaceae",0.675,"Polygonaceae_Ruprechtia_fusca"
"4051","Ruprechtia laxiflora","laxiflora","Ruprechtia","Polygonaceae",0.582111111111111,"Polygonaceae_Ruprechtia_laxiflora"
"4052","Symmeria paniculata","paniculata","Symmeria","Polygonaceae",0.67,"Polygonaceae_Symmeria_paniculata"
"4053","Triplaris americana","americana","Triplaris","Polygonaceae",0.4125342748,"Polygonaceae_Triplaris_americana"
"4054","Triplaris cumingiana","cumingiana","Triplaris","Polygonaceae",0.527392776722222,"Polygonaceae_Triplaris_cumingiana"
"4055","Triplaris guayaquilensis","cumingiana","Triplaris","Polygonaceae",0.53,"Polygonaceae_Triplaris_cumingiana"
"4056","Triplaris gardneriana","gardneriana","Triplaris","Polygonaceae",0.63,"Polygonaceae_Triplaris_gardneriana"
"4057","Triplaris melaenodendron","melaenodendron","Triplaris","Polygonaceae",0.6,"Polygonaceae_Triplaris_melaenodendron"
"4058","Triplaris peruviana","peruviana","Triplaris","Polygonaceae",0.515,"Polygonaceae_Triplaris_peruviana"
"4059","Triplaris poeppigiana","poeppigiana","Triplaris","Polygonaceae",0.465596007,"Polygonaceae_Triplaris_poeppigiana"
"4060","Triplaris surinamensis","weigeltiana","Triplaris","Polygonaceae",0.48,"Polygonaceae_Triplaris_weigeltiana"
"4061","Triplaris weigeltiana","weigeltiana","Triplaris","Polygonaceae",0.485864545454545,"Polygonaceae_Triplaris_weigeltiana"
"4062","Aegiceras corniculatum","corniculatum","Aegiceras","Primulaceae",0.51,"Primulaceae_Aegiceras_corniculatum"
"4063","Ardisia densilepidotula","densilepidotula","Ardisia","Primulaceae",0.634240923076923,"Primulaceae_Ardisia_densilepidotula"
"4064","Ardisia guianensis","guianensis","Ardisia","Primulaceae",0.61996,"Primulaceae_Ardisia_guianensis"
"4065","Ardisia virens","polysticta","Ardisia","Primulaceae",0.289,"Primulaceae_Ardisia_polysticta"
"4066","Ardisia solanacea","solanacea","Ardisia","Primulaceae",0.62,"Primulaceae_Ardisia_solanacea"
"4067","Bonellia frutescens","frutescens","Bonellia","Primulaceae",0.73,"Primulaceae_Bonellia_frutescens"
"4068","Jacquinia caracasana","frutescens","Bonellia","Primulaceae",0.73,"Primulaceae_Bonellia_frutescens"
"4069","Myrsine seguinii","seguinii","Myrsine","Primulaceae",0.652244,"Primulaceae_Myrsine_seguinii"
"4070","Rapanea neriifolia","seguinii","Myrsine","Primulaceae",0.682,"Primulaceae_Myrsine_seguinii"
"4071","Myrsine umbellata","umbellata","Myrsine","Primulaceae",0.6259032254,"Primulaceae_Myrsine_umbellata"
"4072","Rapanea umbellata","umbellata","Myrsine","Primulaceae",0.705,"Primulaceae_Myrsine_umbellata"
"4073","Myrsine canariensis","canariensis","Pleiomeris","Primulaceae",0.75,"Primulaceae_Pleiomeris_canariensis"
"4074","Pleiomeris canariensis","canariensis","Pleiomeris","Primulaceae",0.75,"Primulaceae_Pleiomeris_canariensis"
"4075","Myrsine australis","australis","Rapanea","Primulaceae",0.7165,"Primulaceae_Rapanea_australis"
"4076","Myrsine divaricata","divaricata","Rapanea","Primulaceae",0.646,"Primulaceae_Rapanea_divaricata"
"4077","Myrsine salicina","salicina","Rapanea","Primulaceae",0.79,"Primulaceae_Rapanea_salicina"
"4078","Rapanea salicina","salicina","Rapanea","Primulaceae",0.72,"Primulaceae_Rapanea_salicina"
"4079","Alloxylon flammeum","flammeum","Alloxylon","Proteaceae",0.474959777666667,"Proteaceae_Alloxylon_flammeum"
"4080","Alloxylon wickhamii","wickhamii","Alloxylon","Proteaceae",0.45622,"Proteaceae_Alloxylon_wickhamii"
"4081","Athertonia diversifolia","diversifolia","Athertonia","Proteaceae",0.55587766675,"Proteaceae_Athertonia_diversifolia"
"4082","Austromuellera trinervia","trinervia","Austromuellera","Proteaceae",0.59406,"Proteaceae_Austromuellera_trinervia"
"4083","Banksia aemula","aemula","Banksia","Proteaceae",0.5508,"Proteaceae_Banksia_aemula"
"4084","Banksia elderiana","elderiana","Banksia","Proteaceae",0.764,"Proteaceae_Banksia_elderiana"
"4085","Banksia integrifolia","integrifolia","Banksia","Proteaceae",0.482106666666667,"Proteaceae_Banksia_integrifolia"
"4086","Banksia marginata","marginata","Banksia","Proteaceae",0.4811176665,"Proteaceae_Banksia_marginata"
"4087","Banksia serrata","serrata","Banksia","Proteaceae",0.566828222333333,"Proteaceae_Banksia_serrata"
"4088","Banksia sphaerocarpa","sphaerocarpa","Banksia","Proteaceae",0.7861,"Proteaceae_Banksia_sphaerocarpa"
"4089","Banksia verticillata","verticillata","Banksia","Proteaceae",0.406315778,"Proteaceae_Banksia_verticillata"
"4090","Buckinghamia celsissima","celsissima","Buckinghamia","Proteaceae",0.787322622222222,"Proteaceae_Buckinghamia_celsissima"
"4091","Cardwellia sublimis","sublimis","Cardwellia","Proteaceae",0.4886390666,"Proteaceae_Cardwellia_sublimis"
"4092","Carnarvonia araliifolia","araliifolia","Carnarvonia","Proteaceae",0.59406,"Proteaceae_Carnarvonia_araliifolia"
"4093","Darlingia darlingiana","darlingiana","Darlingia","Proteaceae",0.6560131445,"Proteaceae_Darlingia_darlingiana"
"4094","Dilobeia thouarsii","thouarsii","Dilobeia","Proteaceae",0.8342475673,"Proteaceae_Dilobeia_thouarsii"
"4095","Dryandra arborea","arborea","Dryandra","Proteaceae",0.808319333333333,"Proteaceae_Dryandra_arborea"
"4096","Embothrium coccineum","coccineum","Embothrium","Proteaceae",0.4996,"Proteaceae_Embothrium_coccineum"
"4097","Euplassa occidentalis","occidentalis","Euplassa","Proteaceae",0.474736842,"Proteaceae_Euplassa_occidentalis"
"4098","Faurea macnaughtonii","macnaughtonii","Faurea","Proteaceae",0.814670666666667,"Proteaceae_Faurea_macnaughtonii"
"4099","Faurea rochetiana","rochetiana","Faurea","Proteaceae",0.71463,"Proteaceae_Faurea_rochetiana"
"4100","Faurea speciosa","rochetiana","Faurea","Proteaceae",0.715,"Proteaceae_Faurea_rochetiana"
"4101","Faurea saligna","saligna","Faurea","Proteaceae",0.645833333333333,"Proteaceae_Faurea_saligna"
"4102","Floydia praealta","praealta","Floydia","Proteaceae",0.710099666666667,"Proteaceae_Floydia_praealta"
"4103","Gevuina avellana","avellana","Gevuina","Proteaceae",0.5015,"Proteaceae_Gevuina_avellana"
"4104","Gevuina bleasdalei","bleasdalei","Gevuina","Proteaceae",0.538083333333333,"Proteaceae_Gevuina_bleasdalei"
"4105","Grevillea baileyana","baileyana","Grevillea","Proteaceae",0.80082,"Proteaceae_Grevillea_baileyana"
"4106","Grevillea hilliana","hilliana","Grevillea","Proteaceae",0.839316666666667,"Proteaceae_Grevillea_hilliana"
"4107","Grevillea juncifolia","juncifolia","Grevillea","Proteaceae",0.640722666666667,"Proteaceae_Grevillea_juncifolia"
"4108","Grevillea papuana","papuana","Grevillea","Proteaceae",0.619946666666667,"Proteaceae_Grevillea_papuana"
"4109","Grevillea parallela","parallela","Grevillea","Proteaceae",0.63,"Proteaceae_Grevillea_parallela"
"4110","Grevillea pteridifolia","pteridifolia","Grevillea","Proteaceae",0.63,"Proteaceae_Grevillea_pteridifolia"
"4111","Grevillea robusta","robusta","Grevillea","Proteaceae",0.522876654285714,"Proteaceae_Grevillea_robusta"
"4112","Grevillea striata","striata","Grevillea","Proteaceae",0.804742416666667,"Proteaceae_Grevillea_striata"
"4113","Grevillea wickhamii","wickhamii","Grevillea","Proteaceae",0.680126666666667,"Proteaceae_Grevillea_wickhamii"
"4114","Hakea dactyloides","dactyloides","Hakea","Proteaceae",0.656,"Proteaceae_Hakea_dactyloides"
"4115","Hakea leucoptera","leucoptera","Hakea","Proteaceae",0.806025,"Proteaceae_Hakea_leucoptera"
"4116","Hakea lorea","lorea","Hakea","Proteaceae",0.846781222222222,"Proteaceae_Hakea_lorea"
"4117","Hakea preissii","preissii","Hakea","Proteaceae",0.914254666666667,"Proteaceae_Hakea_preissii"
"4118","Hakea sericea","sericea","Hakea","Proteaceae",0.606635488,"Proteaceae_Hakea_sericea"
"4119","Helicia cochinchinensis","cochinchinensis","Helicia","Proteaceae",0.57177,"Proteaceae_Helicia_cochinchinensis"
"4120","Helicia ferruginea","ferruginea","Helicia","Proteaceae",0.588,"Proteaceae_Helicia_ferruginea"
"4121","Helicia formosana","formosana","Helicia","Proteaceae",0.426,"Proteaceae_Helicia_formosana"
"4122","Heliciopsis lobata","lobata","Heliciopsis","Proteaceae",0.46,"Proteaceae_Heliciopsis_lobata"
"4123","Kermadecia sinuata","sinuata","Kermadecia","Proteaceae",0.44,"Proteaceae_Kermadecia_sinuata"
"4124","Knightia excelsa","excelsa","Knightia","Proteaceae",0.5776,"Proteaceae_Knightia_excelsa"
"4125","Lambertia formosa","formosa","Lambertia","Proteaceae",0.581,"Proteaceae_Lambertia_formosa"
"4126","Lomatia dentata","dentata","Lomatia","Proteaceae",0.561,"Proteaceae_Lomatia_dentata"
"4127","Lomatia ferruginea","ferruginea","Lomatia","Proteaceae",0.533,"Proteaceae_Lomatia_ferruginea"
"4128","Lomatia fraxinifolia","fraxinifolia","Lomatia","Proteaceae",0.839316666666667,"Proteaceae_Lomatia_fraxinifolia"
"4129","Lomatia hirsuta","hirsuta","Lomatia","Proteaceae",0.48975,"Proteaceae_Lomatia_hirsuta"
"4130","Lomatia silaifolia","silaifolia","Lomatia","Proteaceae",0.557,"Proteaceae_Lomatia_silaifolia"
"4131","Macadamia ternifolia","ternifolia","Macadamia","Proteaceae",0.895293333333333,"Proteaceae_Macadamia_ternifolia"
"4132","Musgravea heterophylla","heterophylla","Musgravea","Proteaceae",0.581116666666667,"Proteaceae_Musgravea_heterophylla"
"4133","Neorites kevediana","kevediana","Neorites","Proteaceae",0.744843333333333,"Proteaceae_Neorites_kevediana"
"4134","Opisthiolepis heterophylla","heterophylla","Opisthiolepis","Proteaceae",0.508696874,"Proteaceae_Opisthiolepis_heterophylla"
"4135","Oreocallis grandiflora","grandiflora","Oreocallis","Proteaceae",0.56,"Proteaceae_Oreocallis_grandiflora"
"4136","Orites excelsus","excelsus","Orites","Proteaceae",0.5038623335,"Proteaceae_Orites_excelsus"
"4137","Persoonia falcata","falcata","Persoonia","Proteaceae",0.7443525,"Proteaceae_Persoonia_falcata"
"4138","Placospermum coriaceum","coriaceum","Placospermum","Proteaceae",0.59406,"Proteaceae_Placospermum_coriaceum"
"4139","Protea angolensis","angolensis","Protea","Proteaceae",0.66298,"Proteaceae_Protea_angolensis"
"4140","Protea laurifolia","laurifolia","Protea","Proteaceae",0.5247,"Proteaceae_Protea_laurifolia"
"4141","Protea repens","repens","Protea","Proteaceae",0.5792,"Proteaceae_Protea_repens"
"4142","Roupala brasiliensis","montana","Roupala","Proteaceae",0.899333333333333,"Proteaceae_Roupala_montana"
"4143","Roupala montana","montana","Roupala","Proteaceae",0.824221329833333,"Proteaceae_Roupala_montana"
"4144","Sleumerodendron austrocaledonicum","austrocaledonicum","Sleumerodendron","Proteaceae",0.45,"Proteaceae_Sleumerodendron_austrocaledonicum"
"4145","Sphalmium racemosum","racemosum","Sphalmium","Proteaceae",0.482106666666667,"Proteaceae_Sphalmium_racemosum"
"4146","Stenocarpus reticulatus","reticulatus","Stenocarpus","Proteaceae",0.882683333333333,"Proteaceae_Stenocarpus_reticulatus"
"4147","Stenocarpus salignus","salignus","Stenocarpus","Proteaceae",0.676518889,"Proteaceae_Stenocarpus_salignus"
"4148","Stenocarpus sinuatus","sinuatus","Stenocarpus","Proteaceae",0.645841777666667,"Proteaceae_Stenocarpus_sinuatus"
"4149","Stenocarpus trinervis","trinervis","Stenocarpus","Proteaceae",0.86,"Proteaceae_Stenocarpus_trinervis"
"4150","Virotia leptophylla","leptophylla","Virotia","Proteaceae",0.51,"Proteaceae_Virotia_leptophylla"
"4151","Xylomelum pyriforme","pyriforme","Xylomelum","Proteaceae",0.5725,"Proteaceae_Xylomelum_pyriforme"
"4152","Xylomelum scottianum","scottianum","Xylomelum","Proteaceae",0.61725,"Proteaceae_Xylomelum_scottianum"
"4153","Drypetes indica","indica","Drypetes","Putranjivaceae",0.67,"Putranjivaceae_Drypetes_indica"
"4154","Drypetes lateriflora","lateriflora","Drypetes","Putranjivaceae",0.75,"Putranjivaceae_Drypetes_lateriflora"
"4155","Drypetes variabilis","variabilis","Drypetes","Putranjivaceae",0.73505466668,"Putranjivaceae_Drypetes_variabilis"
"4156","Drypetes roxburghii","roxburghii","Putranjiva","Putranjivaceae",0.675,"Putranjivaceae_Putranjiva_roxburghii"
"4157","Putranjiva roxburghii","roxburghii","Putranjiva","Putranjivaceae",0.670913454545455,"Putranjivaceae_Putranjiva_roxburghii"
"4158","Rhabdodendron amazonicum","amazonicum","Rhabdodendron","Rhabdodendraceae",0.74,"Rhabdodendraceae_Rhabdodendron_amazonicum"
"4159","Rhabdodendron macrophyllum","macrophyllum","Rhabdodendron","Rhabdodendraceae",0.8,"Rhabdodendraceae_Rhabdodendron_macrophyllum"
"4160","Alphitonia excelsa","excelsa","Alphitonia","Rhamnaceae",0.545292222166667,"Rhamnaceae_Alphitonia_excelsa"
"4161","Alphitonia incana","incana","Alphitonia","Rhamnaceae",0.52521,"Rhamnaceae_Alphitonia_incana"
"4162","Alphitonia moluccana","incana","Alphitonia","Rhamnaceae",0.525,"Rhamnaceae_Alphitonia_incana"
"4163","Alphitonia neocaledonica","neocaledonica","Alphitonia","Rhamnaceae",0.58,"Rhamnaceae_Alphitonia_neocaledonica"
"4164","Alphitonia petriei","petriei","Alphitonia","Rhamnaceae",0.4357075,"Rhamnaceae_Alphitonia_petriei"
"4165","Alphitonia whitei","whitei","Alphitonia","Rhamnaceae",0.609841,"Rhamnaceae_Alphitonia_whitei"
"4166","Alphitonia zizyphoides","zizyphoides","Alphitonia","Rhamnaceae",0.4625,"Rhamnaceae_Alphitonia_zizyphoides"
"4167","Berchemia discolor","discolor","Berchemia","Rhamnaceae",0.85102175,"Rhamnaceae_Berchemia_discolor"
"4168","Colubrina elliptica","elliptica","Colubrina","Rhamnaceae",0.8,"Rhamnaceae_Colubrina_elliptica"
"4169","Emmenosperma alphitonoides","alphitonoides","Emmenosperma","Rhamnaceae",0.7283466665,"Rhamnaceae_Emmenosperma_alphitonoides"
"4170","Frangula alnus","alnus","Frangula","Rhamnaceae",0.458119522,"Rhamnaceae_Frangula_alnus"
"4171","Rhamnus frangula","alnus","Frangula","Rhamnaceae",0.499,"Rhamnaceae_Frangula_alnus"
"4172","Frangula californica","californica","Frangula","Rhamnaceae",0.487666666666667,"Rhamnaceae_Frangula_californica"
"4173","Rhamnus californica","californica","Frangula","Rhamnaceae",0.5,"Rhamnaceae_Frangula_californica"
"4174","Hovenia dulcis","dulcis","Hovenia","Rhamnaceae",0.549326923076923,"Rhamnaceae_Hovenia_dulcis"
"4175","Krugiodendron ferreum","ferreum","Krugiodendron","Rhamnaceae",1.15,"Rhamnaceae_Krugiodendron_ferreum"
"4176","Maesopsis eminii","eminii","Maesopsis","Rhamnaceae",0.401041222222222,"Rhamnaceae_Maesopsis_eminii"
"4177","Rhamnidium elaeocarpum","elaeocarpum","Rhamnidium","Rhamnaceae",0.511089174,"Rhamnaceae_Rhamnidium_elaeocarpum"
"4178","Rhamnus alaternus","alaternus","Rhamnus","Rhamnaceae",0.448503696,"Rhamnaceae_Rhamnus_alaternus"
"4179","Rhamnus cathartica","cathartica","Rhamnus","Rhamnaceae",0.6182716346,"Rhamnaceae_Rhamnus_cathartica"
"4180","Rhamnus crocea","crocea","Rhamnus","Rhamnaceae",0.75,"Rhamnaceae_Rhamnus_crocea"
"4181","Rhamnus davurica","davurica","Rhamnus","Rhamnaceae",0.567416,"Rhamnaceae_Rhamnus_davurica"
"4182","Karwinskia humboldtiana","humboldtiana","Rhamnus","Rhamnaceae",0.8848,"Rhamnaceae_Rhamnus_humboldtiana"
"4183","Scutia buxifolia","buxifolia","Scutia","Rhamnaceae",0.913,"Rhamnaceae_Scutia_buxifolia"
