,RawName,Family,Genus,Species,Binomial,WoodDensity,WD_Level,A_G,AG_Level
26736,Wendlandia sppIN1,Rubiaceae,Wendlandia,,Wendlandia,0.673327538,genus,a,family
26737,Wettinia castanea,Arecaceae,Wettinia,castanea,Wettinia castanea,0.585594451,dataset,NA,dataset
26738,Wettinia cladospadix,Arecaceae,Wettinia,cladospadix,Wettinia cladospadix,0.585594451,dataset,NA,dataset
26739,Wettinia maynensis,Arecaceae,Wettinia,maynensis,Wettinia maynensis,0.585594451,dataset,NA,dataset
26740,Wettinia microcarpa,Arecaceae,Wettinia,microcarpa,Wettinia microcarpa,0.585594451,dataset,NA,dataset
26741,Wettinia praemorsa,Arecaceae,Wettinia,praemorsa,Wettinia praemorsa,0.585594451,dataset,NA,dataset
26742,Wettinia quinaria,Arecaceae,Wettinia,quinaria,Wettinia quinaria,0.585594451,dataset,NA,dataset
26743,Wettinia radiata,Arecaceae,Wettinia,radiata,Wettinia radiata,0.585594451,dataset,NA,dataset
26744,Wettinia sppAnchicay1,Arecaceae,Wettinia,,Wettinia,0.585594451,dataset,NA,dataset
26745,Wettinia sppAnchicay2,Arecaceae,Wettinia,,Wettinia,0.585594451,dataset,NA,dataset
26746,Wettinia sppCabezade1,Arecaceae,Wettinia,,Wettinia,0.585594451,dataset,NA,dataset
26747,Wettinia sppCalima1,Arecaceae,Wettinia,,Wettinia,0.585594451,dataset,NA,dataset
26748,Wettinia sppCentinel1,Arecaceae,Wettinia,,Wettinia,0.585594451,dataset,NA,dataset
26749,Wettinia sppCuangos1,Arecaceae,Wettinia,,Wettinia,0.585594451,dataset,NA,dataset
26750,Wettinia sppHuamani1,Arecaceae,Wettinia,,Wettinia,0.585594451,dataset,NA,dataset
26751,Wettinia sppJenarohe1,Arecaceae,Wettinia,,Wettinia,0.585594451,dataset,NA,dataset
26752,Wettinia sppLaraya1,Arecaceae,Wettinia,,Wettinia,0.585594451,dataset,NA,dataset
26753,Wettinia sppMiazi1,Arecaceae,Wettinia,,Wettinia,0.585594451,dataset,NA,dataset
26754,Wettinia sppNangarit1,Arecaceae,Wettinia,,Wettinia,0.585594451,dataset,NA,dataset
26755,Wettinia sppRiomanso1,Arecaceae,Wettinia,,Wettinia,0.585594451,dataset,NA,dataset
26756,Wettinia sppRiomanso3,Arecaceae,Wettinia,,Wettinia,0.585594451,dataset,NA,dataset
26757,Wettinia sppTutunend1,Arecaceae,Wettinia,,Wettinia,0.585594451,dataset,NA,dataset
26758,Wettinia sppVE1,Arecaceae,Wettinia,,Wettinia,0.585594451,dataset,NA,dataset
26759,Whitmorea grandiflora,Stemonuraceae,Whitmorea,grandiflora,Whitmorea grandiflora,0.585594451,dataset,NA,dataset
26760,Wikstroemia sppUS1,Thymelaeaceae,Wikstroemia,,Wikstroemia,0.585594451,dataset,a,genus
26761,Willughbeia sppKhaoyai1,Apocynaceae,Willughbeia,,Willughbeia,0.585594451,dataset,a,family
26762,Willughbeia sppPasoh301,Apocynaceae,Willughbeia,,Willughbeia,0.585594451,dataset,a,family
26763,Willughbeia sppPasoh401,Apocynaceae,Willughbeia,,Willughbeia,0.585594451,dataset,a,family
26764,Willughbeia sppSemengoh1,Apocynaceae,Willughbeia,,Willughbeia,0.585594451,dataset,a,family
26765,Wimmeria concolor,Celastraceae,Wimmeria,concolor,Wimmeria concolor,0.78,genus,a,family
26766,Wimmeria sppCerroelp1,Celastraceae,Wimmeria,,Wimmeria,0.78,genus,a,family
26767,Winteraceae sppNC1,NA,,,,0.585594451,dataset,NA,dataset
26768,Wisteria floribunda,Fabaceae,Wisteria,floribunda,Wisteria floribunda,0.585594451,dataset,a,species
26769,Witheringia riparia,Solanaceae,Witheringia,riparia,Witheringia riparia,0.585594451,dataset,a,family
26770,Witheringia sppCampano1,Solanaceae,Witheringia,,Witheringia,0.585594451,dataset,a,family
26771,Witheringia sppCuevas1,Solanaceae,Witheringia,,Witheringia,0.585594451,dataset,a,family
26772,Witheringia sppGentry1,Solanaceae,Witheringia,,Witheringia,0.585594451,dataset,a,family
26773,Wittmackanthus stanleyanus,Rubiaceae,Wittmackanthus,stanleyanus,Wittmackanthus stanleyanus,0.585594451,dataset,a,family
26774,Wrightia annamensis,Apocynaceae,Wrightia,annamensis,Wrightia annamensis,0.462965435,genus,a,family
26775,Wrightia arborea,Apocynaceae,Wrightia,arborea,Wrightia arborea,0.49161625,species,a,family
26776,Wrightia laevis,Apocynaceae,Wrightia,laevis,Wrightia laevis,0.312193333,species,a,family
26777,Wrightia pubescens,Apocynaceae,Wrightia,pubescens,Wrightia pubescens,0.453666667,species,a,family
26778,Wrightia sppVN1,Apocynaceae,Wrightia,,Wrightia,0.462965435,genus,a,family
26779,Wrightia tomentosa,Apocynaceae,Wrightia,tomentosa,Wrightia tomentosa,0.462965435,genus,a,family
26780,Wulffia baccata,Asteraceae,Wulffia,baccata,Wulffia baccata,0.585594451,dataset,a,family
26781,Wulffia sppCedral1,Asteraceae,Wulffia,,Wulffia,0.585594451,dataset,a,family
26782,Wulffia sppChirinos1,Asteraceae,Wulffia,,Wulffia,0.585594451,dataset,a,family
26783,Wulffia sppHachimal1,Asteraceae,Wulffia,,Wulffia,0.585594451,dataset,a,family
26784,Wulffia sppLagenoa1,Asteraceae,Wulffia,,Wulffia,0.585594451,dataset,a,family
26785,Wulffia sppSietecue1,Asteraceae,Wulffia,,Wulffia,0.585594451,dataset,a,family
26786,Xanthophyllum adenotus,Polygalaceae,Xanthophyllum,adenotus,Xanthophyllum adenotus,0.705533292,genus,NA,dataset
26787,Xanthophyllum affine,Polygalaceae,Xanthophyllum,affine,Xanthophyllum affine,0.613333333,species,NA,dataset
26788,Xanthophyllum amoenum,Polygalaceae,Xanthophyllum,amoenum,Xanthophyllum amoenum,0.77,species,NA,dataset
26789,Xanthophyllum bracteatum,Polygalaceae,Xanthophyllum,bracteatum,Xanthophyllum bracteatum,0.705533292,genus,NA,dataset
26790,Xanthophyllum brevipes,Polygalaceae,Xanthophyllum,brevipes,Xanthophyllum brevipes,0.705533292,genus,NA,dataset
26791,Xanthophyllum ecarinatum,Polygalaceae,Xanthophyllum,ecarinatum,Xanthophyllum ecarinatum,0.73,species,NA,dataset
26792,Xanthophyllum ellipticum,Polygalaceae,Xanthophyllum,ellipticum,Xanthophyllum ellipticum,0.705533292,genus,NA,dataset
26793,Xanthophyllum eurchynchum,Polygalaceae,Xanthophyllum,eurhynchum,Xanthophyllum eurhynchum,0.65,species,NA,dataset
26794,Xanthophyllum eurhynchum,Polygalaceae,Xanthophyllum,eurhynchum,Xanthophyllum eurhynchum,0.65,species,NA,dataset
26795,Xanthophyllum flavescens,Polygalaceae,Xanthophyllum,flavescens,Xanthophyllum flavescens,0.649652,species,NA,dataset
26796,Xanthophyllum gilletii,Polygalaceae,Xanthophyllum,,Xanthophyllum,0.705533292,genus,NA,dataset
26797,Xanthophyllum griffithii,Polygalaceae,Xanthophyllum,griffithii,Xanthophyllum griffithii,0.705533292,genus,NA,dataset
26798,Xanthophyllum heteropleurum,Polygalaceae,Xanthophyllum,heteropleurum,Xanthophyllum heteropleurum,0.705533292,genus,NA,dataset
26799,Xanthophyllum kingii,Polygalaceae,Xanthophyllum,kingii,Xanthophyllum kingii,0.53,species,NA,dataset
26800,Xanthophyllum lanceatum,Polygalaceae,Xanthophyllum,lanceatum,Xanthophyllum lanceatum,0.705533292,genus,NA,dataset
26801,Xanthophyllum macrophyllum,Polygalaceae,Xanthophyllum,macrophyllum,Xanthophyllum macrophyllum,0.705533292,genus,NA,dataset
26802,Xanthophyllum obscurum,Polygalaceae,Xanthophyllum,obscurum,Xanthophyllum obscurum,0.8,species,NA,dataset
26803,Xanthophyllum octandrum,Polygalaceae,Xanthophyllum,octandrum,Xanthophyllum octandrum,0.689,species,NA,dataset
26804,Xanthophyllum papuanum,Polygalaceae,Xanthophyllum,papuanum,Xanthophyllum papuanum,0.635,species,NA,dataset
26805,Xanthophyllum rufum,Polygalaceae,Xanthophyllum,rufum,Xanthophyllum rufum,0.74,species,NA,dataset
26806,Xanthophyllum sppLA1,Polygalaceae,Xanthophyllum,,Xanthophyllum,0.705533292,genus,NA,dataset
26807,Xanthophyllum sppNadugani1,Polygalaceae,Xanthophyllum,,Xanthophyllum,0.705533292,genus,NA,dataset
26808,Xanthophyllum sppPalanan1,Polygalaceae,Xanthophyllum,,Xanthophyllum,0.705533292,genus,NA,dataset
26809,Xanthophyllum sppTEAM1,Polygalaceae,Xanthophyllum,,Xanthophyllum,0.705533292,genus,NA,dataset
26810,Xanthophyllum tardicrescens,Polygalaceae,Xanthophyllum,tardicrescens,Xanthophyllum tardicrescens,0.705533292,genus,NA,dataset
26811,Xanthorrhoea sppAUi1,Asphodelaceae,Xanthorrhoea,,Xanthorrhoea,0.395132667,genus,NA,dataset
26812,Xanthosoma macrophylla,Araceae,Xanthosoma,,Xanthosoma,0.585594451,dataset,NA,dataset
26813,Xanthosoma riopalenquense,Araceae,Xanthosoma,riopalenquense,Xanthosoma riopalenquense,0.585594451,dataset,NA,dataset
26814,Xanthosoma sagittifolia,Araceae,Xanthosoma,sagittifolium,Xanthosoma sagittifolium,0.585594451,dataset,NA,dataset
26815,Xanthosoma sagittifolium,Araceae,Xanthosoma,sagittifolium,Xanthosoma sagittifolium,0.585594451,dataset,NA,dataset
26816,Xanthosoma sppCedral1,Araceae,Xanthosoma,,Xanthosoma,0.585594451,dataset,NA,dataset
26817,Xanthosoma sppGentry1,Araceae,Xanthosoma,,Xanthosoma,0.585594451,dataset,NA,dataset
26818,Xanthostemon verdugonianus,Myrtaceae,Xanthostemon,verdugonianus,Xanthostemon verdugonianus,1.04,species,NA,dataset
26819,Xanthoxylon sppCuzcoama1,Rutaceae,Xanthoxylon,,Xanthoxylon,0.585594451,dataset,a,family
26820,Xanthoxylon sppTEAM1,Rutaceae,Xanthoxylon,,Xanthoxylon,0.585594451,dataset,a,family
26821,Xerosicyos danguyi,Cucurbitaceae,Xerosicyos,danguyi,Xerosicyos danguyi,0.585594451,dataset,NA,dataset
26822,Xerospermum laevigatum,Sapindaceae,Xerospermum,laevigatum,Xerospermum laevigatum,0.77,species,a,family
26823,Xerospermum laoticum,Sapindaceae,Xerospermum,laoticum,Xerospermum laoticum,0.77,genus,a,family
26824,Xerospermum noronhanium,Sapindaceae,Xerospermum,noronhianum,Xerospermum noronhianum,0.77,genus,a,family
26825,Xerospermum noronhianum,Sapindaceae,Xerospermum,noronhianum,Xerospermum noronhianum,0.77,genus,a,family
26826,Ximenia americana,Ximeniaceae,Ximenia,americana,Ximenia americana,0.854601523,species,NA,dataset
26827,Ximenia sppPerromue1,Ximeniaceae,Ximenia,,Ximenia,0.854601523,genus,NA,dataset
26828,Xylaria xylorpa,Fabaceae,Xylia,xylocarpa,Xylia xylocarpa,0.733636364,species,a,family
26829,Xylia dolabriformis,Fabaceae,Xylia,dolabriformis,Xylia dolabriformis,0.72,species,a,family
26830,Xylia evansii,Fabaceae,Xylia,evansii,Xylia evansii,0.676666667,species,a,family
26831,Xylia ghesquierei,Fabaceae,Xylia,ghesquierei,Xylia ghesquierei,0.766127778,genus,a,family
26832,Xylia xylocarpa,Fabaceae,Xylia,xylocarpa,Xylia xylocarpa,0.733636364,species,a,family
26833,Xylocarpus granatum,Meliaceae,Xylocarpus,granatum,Xylocarpus granatum,0.572353387,species,a,family
26834,Xylomelum pyriforme,Proteaceae,Xylomelum,pyriforme,Xylomelum pyriforme,0.5725,species,NA,dataset
26835,Xylophragma pratense,Bignoniaceae,Xylophragma,pratense,Xylophragma pratense,0.585594451,dataset,a,family
26836,Xylophragma seemannianum,Bignoniaceae,Xylophragma,seemannianum,Xylophragma seemannianum,0.585594451,dataset,a,family
26837,Xylophragma senannia,Bignoniaceae,Xylophragma,,Xylophragma,0.585594451,dataset,a,family
26838,Xylopia acutiflora,Annonaceae,Xylopia,acutiflora,Xylopia acutiflora,0.591882895,genus,a,family
26839,Xylopia aethiopica,Annonaceae,Xylopia,aethiopica,Xylopia aethiopica,0.488467995,species,a,family
26840,Xylopia africana,Annonaceae,Xylopia,africana,Xylopia africana,0.591882895,genus,a,family
26841,Xylopia amazonica,Annonaceae,Xylopia,amazonica,Xylopia amazonica,0.787,species,a,family
26842,Xylopia aromatica,Annonaceae,Xylopia,aromatica,Xylopia aromatica,0.54965652,species,a,family
26843,Xylopia barbata,Annonaceae,Xylopia,barbata,Xylopia barbata,0.591882895,genus,a,family
26844,Xylopia benthamii,Annonaceae,Xylopia,benthamii,Xylopia benthamii,0.6,species,a,family
26845,Xylopia bocatorena,Annonaceae,Xylopia,bocatorena,Xylopia bocatorena,0.591882895,genus,a,family
26846,Xylopia brasiliensis,Annonaceae,Xylopia,brasiliensis,Xylopia brasiliensis,0.7,species,a,family
26847,Xylopia buxifolia,Annonaceae,Xylopia,buxifolia,Xylopia buxifolia,0.591882895,genus,a,family
26848,Xylopia calophylla,Annonaceae,Xylopia,calophylla,Xylopia calophylla,0.591882895,genus,a,family
26849,Xylopia caudata,Annonaceae,Xylopia,caudata,Xylopia caudata,0.72,species,a,family
26850,Xylopia cayennensis,Annonaceae,Xylopia,cayennensis,Xylopia cayennensis,0.591882895,genus,a,family
26851,Xylopia chrysophylla,Annonaceae,Xylopia,chrysophylla,Xylopia chrysophylla,0.54,species,a,family
26852,Xylopia columbiana,Annonaceae,Xylopia,columbiana,Xylopia columbiana,0.51,species,a,family
26853,Xylopia crinita,Annonaceae,Xylopia,crinita,Xylopia crinita,0.591882895,genus,a,family
26854,Xylopia cupularis,Annonaceae,Xylopia,cupularis,Xylopia cupularis,0.738052914,species,a,family
26855,Xylopia cuspidata,Annonaceae,Xylopia,cuspidata,Xylopia cuspidata,0.51,species,a,family
26856,Xylopia eminii,Annonaceae,Xylopia,eminii,Xylopia eminii,0.591882895,genus,a,family
26857,Xylopia excellens,Annonaceae,Xylopia,excellens,Xylopia excellens,0.591882895,genus,a,family
26858,Xylopia ferruginea,Annonaceae,Xylopia,ferruginea,Xylopia ferruginea,0.35,species,a,family
26859,Xylopia floridora,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26860,Xylopia frutescens,Annonaceae,Xylopia,frutescens,Xylopia frutescens,0.593941758,species,a,family
26861,Xylopia fusca,Annonaceae,Xylopia,fusca,Xylopia fusca,0.34,species,a,family
26862,Xylopia gilbertii,Annonaceae,Xylopia,gilbertii,Xylopia gilbertii,0.591882895,genus,a,family
26863,Xylopia hypolampra,Annonaceae,Xylopia,hypolampra,Xylopia hypolampra,0.658832246,species,a,family
26864,Xylopia laevigata,Annonaceae,Xylopia,laevigata,Xylopia laevigata,0.591882895,genus,a,family
26865,Xylopia letestui,Annonaceae,Xylopia,letestui,Xylopia letestui,0.591882895,genus,a,family
26866,Xylopia ligustrifolia,Annonaceae,Xylopia,ligustrifolia,Xylopia ligustrifolia,0.558081834,species,a,family
26867,Xylopia macrantha,Annonaceae,Xylopia,macrantha,Xylopia macrantha,0.868879005,species,a,family
26868,Xylopia macrophylla,Annonaceae,Xylopia,microphylla,Xylopia microphylla,0.591882895,genus,a,family
26869,Xylopia magna,Annonaceae,Xylopia,magna,Xylopia magna,0.64,species,a,family
26870,Xylopia malayana,Annonaceae,Xylopia,malayana,Xylopia malayana,0.585714286,species,a,family
26871,Xylopia micans,Annonaceae,Xylopia,micans,Xylopia micans,0.591882895,genus,a,family
26872,Xylopia multiflora,Annonaceae,Xylopia,multiflora,Xylopia multiflora,0.591882895,genus,a,family
26873,Xylopia nitida,Annonaceae,Xylopia,nitida,Xylopia nitida,0.548997895,species,a,family
26874,Xylopia ochrantha,Annonaceae,Xylopia,ochrantha,Xylopia ochrantha,0.591882895,genus,a,family
26875,Xylopia pacifica,Annonaceae,Xylopia,pacifica,Xylopia pacifica,0.591882895,genus,a,family
26876,Xylopia pancheri,Annonaceae,Xylopia,pancheri,Xylopia pancheri,0.591882895,genus,a,family
26877,Xylopia papuana,Annonaceae,Xylopia,papuana,Xylopia papuana,0.591882895,genus,a,family
26878,Xylopia parviflora,Annonaceae,Xylopia,parviflora,Xylopia parviflora,0.705,species,a,family
26879,Xylopia parvifolia,Annonaceae,Xylopia,parvifolia,Xylopia parvifolia,0.591882895,genus,a,family
26880,Xylopia peekelii,Annonaceae,Xylopia,peekelii,Xylopia peekelii,0.591882895,genus,a,family
26881,Xylopia phloiodora,Annonaceae,Xylopia,phloiodora,Xylopia phloiodora,0.527,species,a,family
26882,Xylopia polyantha,Annonaceae,Xylopia,polyantha,Xylopia polyantha,0.6,species,a,family
26883,Xylopia pulcherrima,Annonaceae,Xylopia,pulcherrima,Xylopia pulcherrima,0.591882895,genus,a,family
26884,Xylopia pynaertii,Annonaceae,Xylopia,pynaertii,Xylopia pynaertii,0.591882895,genus,a,family
26885,Xylopia quintasii,Annonaceae,Xylopia,quintasii,Xylopia quintasii,0.758136878,species,a,family
26886,Xylopia richardi,Annonaceae,Xylopia,richardii,Xylopia richardii,0.591882895,genus,a,family
26887,Xylopia rubescens,Annonaceae,Xylopia,rubescens,Xylopia rubescens,0.591882895,genus,a,family
26888,Xylopia sericea,Annonaceae,Xylopia,sericea,Xylopia sericea,0.440305172,species,a,family
26889,Xylopia sericophylla,Annonaceae,Xylopia,sericophylla,Xylopia sericophylla,0.542533333,species,a,family
26890,Xylopia sppAllpahua1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26891,Xylopia sppAllpahua2,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26892,Xylopia sppAlterdoc1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26893,Xylopia sppAlterdoc2,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26894,Xylopia sppAraracua1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26895,Xylopia sppAraracua2,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26896,Xylopia sppArcating1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26897,Xylopia sppBOi1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26898,Xylopia sppBOi2,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26899,Xylopia sppBOi3,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26900,Xylopia sppBaitete1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26901,Xylopia sppBanyong1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26902,Xylopia sppBerbicer1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26903,Xylopia sppCDi1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26904,Xylopia sppCDi2,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26905,Xylopia sppCM1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26906,Xylopia sppCalima1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26907,Xylopia sppCandamo1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26908,Xylopia sppColosoi1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26909,Xylopia sppEncanto1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26910,Xylopia sppFPnet1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26911,Xylopia sppFincaz1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26912,Xylopia sppGA1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26913,Xylopia sppGA2,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26914,Xylopia sppGF1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26915,Xylopia sppLR1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26916,Xylopia sppMakokou11,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26917,Xylopia sppMakokou21,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26918,Xylopia sppMishnfl1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26919,Xylopia sppNdakani1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26920,Xylopia sppNdakani2,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26921,Xylopia sppNdakani3,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26922,Xylopia sppNuevomun1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26923,Xylopia sppPacific1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26924,Xylopia sppPacific2,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26925,Xylopia sppPerinet1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26926,Xylopia sppPerinet2,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26927,Xylopia sppPerromue1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26928,Xylopia sppPersever1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26929,Xylopia sppRAINFOR1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26930,Xylopia sppRiomanso1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26931,Xylopia sppRionegro1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26932,Xylopia sppRiotavar1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26933,Xylopia sppSCA1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26934,Xylopia sppSL1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26935,Xylopia sppSR1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26936,Xylopia sppTEAM1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26937,Xylopia sppTEAM2,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26938,Xylopia sppTambupl1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26939,Xylopia sppTutunend1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26940,Xylopia sppVE1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26941,Xylopia sppYanamtah1,Annonaceae,Xylopia,,Xylopia,0.5,species,a,family
26942,Xylopia staudtii,Annonaceae,Xylopia,staudtii,Xylopia staudtii,0.401368924,species,a,family
26943,Xylopia surinamensis,Annonaceae,Xylopia,surinamensis,Xylopia surinamensis,0.6,species,a,family
26944,Xylopia toussaintii,Annonaceae,Xylopia,toussaintii,Xylopia toussaintii,0.591882895,genus,a,family
26945,Xylopia trichostemon,Annonaceae,Xylopia,trichostemon,Xylopia trichostemon,0.591882895,genus,a,family
26946,Xylopia vieillardii,Annonaceae,Xylopia,vieillardii,Xylopia vieillardii,0.56,species,a,family
26947,Xylopia vielana,Annonaceae,Xylopia,vielana,Xylopia vielana,0.591882895,genus,a,family
26948,Xylopia villosa,Annonaceae,Xylopia,villosa,Xylopia villosa,0.591882895,genus,a,family
26949,Xylopiastrum sppCI1,Annonaceae,Xylopiastrum,,Xylopiastrum,0.585594451,dataset,a,family
26950,Xylosma benthamii,Salicaceae,Xylosma,benthamii,Xylosma benthamii,0.65,species,a,family
26951,Xylosma chlorantha,Salicaceae,Xylosma,chlorantha,Xylosma chlorantha,0.6792,genus,a,family
26952,Xylosma chloranthum,Salicaceae,Xylosma,chlorantha,Xylosma chlorantha,0.6792,genus,a,family
26953,Xylosma ciliatifolia,Salicaceae,Xylosma,ciliatifolia,Xylosma ciliatifolia,0.6792,genus,a,family
26954,Xylosma congesta,Salicaceae,Xylosma,congesta,Xylosma congesta,0.6792,genus,a,family
26955,Xylosma flexuosum,Salicaceae,Xylosma,flexuosa,Xylosma flexuosa,0.6792,genus,a,family
26956,Xylosma hawaiiensis,Salicaceae,Xylosma,hawaiiensis,Xylosma hawaiiensis,0.6792,genus,a,family
26957,Xylosma intermedia,Salicaceae,Xylosma,intermedia,Xylosma intermedia,0.77,species,a,family
26958,Xylosma intermedium,Salicaceae,Xylosma,intermedia,Xylosma intermedia,0.77,species,a,family
26959,Xylosma nelsonii,Salicaceae,Xylosma,nelsonii,Xylosma nelsonii,0.6792,genus,a,family
26960,Xylosma pachyphylla,Salicaceae,Xylosma,pachyphylla,Xylosma pachyphylla,0.6792,genus,a,family
26961,Xylosma prockia,Salicaceae,Xylosma,prockia,Xylosma prockia,0.6792,genus,a,family
26962,Xylosma pseudosalzmanii,Salicaceae,Xylosma,pseudosalzmanii,Xylosma pseudosalzmanii,0.6792,genus,a,family
26963,Xylosma pseudosalzmannii,Salicaceae,Xylosma,pseudosalzmanii,Xylosma pseudosalzmanii,0.6792,genus,a,family
26964,Xylosma schwaneckeana,Salicaceae,Xylosma,schwaneckeana,Xylosma schwaneckeana,0.6792,genus,a,family
26965,Xylosma sppAvalanch1,Salicaceae,Xylosma,,Xylosma,0.6792,genus,a,family
26966,Xylosma sppBOi1,Salicaceae,Xylosma,,Xylosma,0.6792,genus,a,family
26967,Xylosma sppBRi1,Salicaceae,Xylosma,,Xylosma,0.6792,genus,a,family
26968,Xylosma sppCerroolu1,Salicaceae,Xylosma,,Xylosma,0.6792,genus,a,family
26969,Xylosma sppChaquima1,Salicaceae,Xylosma,,Xylosma,0.6792,genus,a,family
26970,Xylosma sppColosoi1,Salicaceae,Xylosma,,Xylosma,0.6792,genus,a,family
26971,Xylosma sppCuevas1,Salicaceae,Xylosma,,Xylosma,0.6792,genus,a,family
26972,Xylosma sppCuruyuqr1,Salicaceae,Xylosma,,Xylosma,0.6792,genus,a,family
26973,Xylosma sppProviden1,Salicaceae,Xylosma,,Xylosma,0.6792,genus,a,family
26974,Xylosma sppQuinceoc1,Salicaceae,Xylosma,,Xylosma,0.6792,genus,a,family
26975,Xylosma sppRAINFOR1,Salicaceae,Xylosma,,Xylosma,0.6792,genus,a,family
26976,Xylosma sppUcumari1,Salicaceae,Xylosma,,Xylosma,0.6792,genus,a,family
26977,Xylosma tessmannii,Salicaceae,Xylosma,tessmannii,Xylosma tessmannii,0.6792,genus,a,family
26978,Xylosma tweediana,Salicaceae,Xylosma,tweediana,Xylosma tweediana,0.6792,genus,a,family
26979,Xylosma venosa,Salicaceae,Xylosma,venosa,Xylosma venosa,0.6792,genus,a,family
26980,Xylosma vincentii,Salicaceae,Xylosma,vincentii,Xylosma vincentii,0.6792,genus,a,family
26981,Xymalos holstii,Monimiaceae,Xymalos,,Xymalos,0.561,genus,NA,dataset
26982,Xymalos mahonii,Monimiaceae,Xymalos,,Xymalos,0.561,genus,NA,dataset
26983,Xymalos monospora,Monimiaceae,Xymalos,monospora,Xymalos monospora,0.561,species,NA,dataset
26984,Xymalos sppTEAM1,Monimiaceae,Xymalos,,Xymalos,0.561,genus,NA,dataset
26985,Zanha golungensis,Sapindaceae,Zanha,golungensis,Zanha golungensis,0.7319,species,a,family
26986,Zanthoxylon sppCuangos1,Rutaceae,Zanthoxylon,,Zanthoxylon,0.585594451,dataset,a,family
26987,Zanthoxylon sppNangarit1,Rutaceae,Zanthoxylon,,Zanthoxylon,0.585594451,dataset,a,family
26988,Zanthoxylon sppQuinceoc1,Rutaceae,Zanthoxylon,,Zanthoxylon,0.585594451,dataset,a,family
26989,Zanthoxylum acreanum,Rutaceae,Zanthoxylum,acreanum,Zanthoxylum acreanum,0.593435737,genus,a,genus
26990,Zanthoxylum acuminatum,Rutaceae,Zanthoxylum,acuminatum,Zanthoxylum acuminatum,0.528094745,species,a,genus
26991,Zanthoxylum ailanthoides,Rutaceae,Zanthoxylum,ailanthoides,Zanthoxylum ailanthoides,0.593435737,genus,a,genus
26992,Zanthoxylum americanum,Rutaceae,Zanthoxylum,americanum,Zanthoxylum americanum,0.593435737,genus,a,species
26993,Zanthoxylum apiculatum,Rutaceae,Zanthoxylum,apiculatum,Zanthoxylum apiculatum,0.42,species,a,genus
