"","RawName","Family","Genus","Species","Binomial","WoodDensity","WD_Level"
"1","Aapaca sppNosymang1","Euphorbiaceae","Aapaca","","Aapaca",0.585594450962204,"dataset"
"2","Abarema","Fabaceae","Abarema","","Abarema",0.564539035634146,"genus"
"3","Abarema acreana","Fabaceae","Abarema","acreana","Abarema acreana",0.564539035634146,"genus"
"4","Abarema adenophora","Fabaceae","Abarema","adenophora","Abarema adenophora",0.564539035634146,"genus"
"5","Abarema auriculata","Fabaceae","Abarema","auriculata","Abarema auriculata",0.564539035634146,"genus"
"6","Abarema barbouriana","Fabaceae","Abarema","barbouriana","Abarema barbouriana",0.45634552525,"species"
"7","Abarema cochleata","Fabaceae","Abarema","cochleata","Abarema cochleata",0.564539035634146,"genus"
"8","Abarema commutata","Fabaceae","Abarema","commutata","Abarema commutata",0.564539035634146,"genus"
"9","Abarema curvicarpa","Fabaceae","Abarema","curvicarpa","Abarema curvicarpa",0.564539035634146,"genus"
"10","Abarema filamentosa","Fabaceae","Abarema","filamentosa","Abarema filamentosa",0.564539035634146,"genus"
"11","Abarema floribunda","Fabaceae","Abarema","floribunda","Abarema floribunda",0.564539035634146,"genus"
"12","Abarema idiopoda","Fabaceae","Abarema","idiopoda","Abarema idiopoda",0.564539035634146,"genus"
"13","Abarema jupunba","Fabaceae","Abarema","jupunba","Abarema jupunba",0.598338709677419,"species"
"14","Abarema laeta","Fabaceae","Abarema","laeta","Abarema laeta",0.564539035634146,"genus"
"15","Abarema langsdorffii","Fabaceae","Abarema","langsdorffii","Abarema langsdorffii",0.564539035634146,"genus"
"16","Abarema macradenia","Fabaceae","Abarema","macradenia","Abarema macradenia",0.4382486865,"species"
"17","Abarema mataybifolia","Fabaceae","Abarema","mataybifolia","Abarema mataybifolia",0.481371169,"species"
"18","Abarema microcalyx","Fabaceae","Abarema","microcalyx","Abarema microcalyx",0.564539035634146,"genus"
"19","Abarema racemiflora","Fabaceae","Abarema","racemiflora","Abarema racemiflora",0.564539035634146,"genus"
"20","Abarema sppFPnet1","Fabaceae","Abarema","","Abarema",0.564539035634146,"genus"
"21","Abarema sppGF1","Fabaceae","Abarema","","Abarema",0.564539035634146,"genus"
"22","Abarema sppRAINFOR1","Fabaceae","Abarema","","Abarema",0.564539035634146,"genus"
"23","Abarema sppSCA1","Fabaceae","Abarema","","Abarema",0.564539035634146,"genus"
"24","Abarema sppTEAM1","Fabaceae","Abarema","","Abarema",0.564539035634146,"genus"
"25","Abarema sppTEAM2","Fabaceae","Abarema","","Abarema",0.564539035634146,"genus"
"26","Abarema turbinata","Fabaceae","Abarema","turbinata","Abarema turbinata",0.564539035634146,"genus"
"27","Abatia sppAchupall1","Salicaceae","Abatia","","Abatia",0.585594450962204,"dataset"
"28","Aberemoa argentea","Annonaceae","Aberemoa","argentea","Aberemoa argentea",0.585594450962204,"dataset"
"29","Abies alba","Pinaceae","Abies","alba","Abies alba",0.467147207080882,"species"
"30","Abies amabilis","Pinaceae","Abies","amabilis","Abies amabilis",0.406666666666667,"species"
"31","Abies balsamea","Pinaceae","Abies","balsamea","Abies balsamea",0.445540448571429,"species"
"32","Abies cephalonica","Pinaceae","Abies","cephalonica","Abies cephalonica",0.414259251734694,"genus"
"33","Abies concolor","Pinaceae","Abies","concolor","Abies concolor",0.396578571428571,"species"
"34","Abies durangensis","Pinaceae","Abies","durangensis","Abies durangensis",0.414259251734694,"genus"
"35","Abies fabri","Pinaceae","Abies","fabri","Abies fabri",0.3879065,"species"
"36","Abies firma","Pinaceae","Abies","firma","Abies firma",0.541594897,"species"
"37","Abies fraseri","Pinaceae","Abies","fraseri","Abies fraseri",0.414259251734694,"genus"
"38","Abies grandis","Pinaceae","Abies","grandis","Abies grandis",0.41859963,"species"
"39","Abies holophylla","Pinaceae","Abies","holophylla","Abies holophylla",0.353516,"species"
"40","Abies koreana","Pinaceae","Abies","koreana","Abies koreana",0.414259251734694,"genus"
"41","Abies lasiocarpa","Pinaceae","Abies","lasiocarpa","Abies lasiocarpa",0.340649062393939,"species"
"42","Abies magnifica","Pinaceae","Abies","magnifica","Abies magnifica",0.39,"species"
"43","Abies nephrolepis","Pinaceae","Abies","nephrolepis","Abies nephrolepis",0.344443369076923,"species"
"44","Abies nordmanniana","Pinaceae","Abies","nordmanniana","Abies nordmanniana",0.410371006,"species"
"45","Abies pinsapo","Pinaceae","Abies","pinsapo","Abies pinsapo",0.4391904564,"species"
"46","Abies procera","Pinaceae","Abies","procera","Abies procera",0.40125,"species"
"47","Abies religiosa","Pinaceae","Abies","religiosa","Abies religiosa",0.38,"species"
"48","Abies shastensis","Pinaceae","Abies","shastensis","Abies shastensis",0.414259251734694,"genus"
"49","Abies sppDE1","Pinaceae","Abies","","Abies",0.357915412142857,"species"
"50","Abies sppIN1","Pinaceae","Abies","","Abies",0.357915412142857,"species"
"51","Abies sppIT1","Pinaceae","Abies","","Abies",0.357915412142857,"species"
"52","Abies sppUS1","Pinaceae","Abies","","Abies",0.357915412142857,"species"
"53","Abies veitchii","Pinaceae","Abies","veitchii","Abies veitchii",0.3655792532,"species"
"54","Abies vejari","Pinaceae","Abies","vejarii","Abies vejarii",0.414259251734694,"genus"
"55","Abrahamia ditimena","Anacardiaceae","Abrahamia","ditimena","Abrahamia ditimena",0.668731623333333,"species"
"56","Abrahamia lenticellata","Anacardiaceae","Abrahamia","lenticellata","Abrahamia lenticellata",0.668731623333333,"genus"
"57","Abrahamia thouvenotii","Anacardiaceae","Abrahamia","thouvenotii","Abrahamia thouvenotii",0.668731623333333,"genus"
"58","Abroma augusta","Malvaceae","Abroma","augusta","Abroma augusta",0.585594450962204,"dataset"
"59","Abuta grandifolia","Menispermaceae","Abuta","grandifolia","Abuta grandifolia",0.45,"genus"
"60","Abuta grisebachii","Menispermaceae","Abuta","grisebachii","Abuta grisebachii",0.45,"genus"
"61","Abuta pahnii","Menispermaceae","Abuta","pahnii","Abuta pahnii",0.45,"genus"
"62","Abuta panamensis","Menispermaceae","Abuta","panamensis","Abuta panamensis",0.45,"genus"
"63","Abuta panurensis","Menispermaceae","Abuta","panurensis","Abuta panurensis",0.45,"genus"
"64","Abuta racemosa","Menispermaceae","Abuta","racemosa","Abuta racemosa",0.45,"genus"
"65","Abuta rufescens","Menispermaceae","Abuta","rufescens","Abuta rufescens",0.45,"species"
"66","Abuta solimoesensis","Menispermaceae","Abuta","solimoesensis","Abuta solimoesensis",0.45,"genus"
"67","Abuta sppAnchicay1","Menispermaceae","Abuta","","Abuta",0.45,"genus"
"68","Abuta sppAntado1","Menispermaceae","Abuta","","Abuta",0.45,"genus"
"69","Abuta sppAraracua1","Menispermaceae","Abuta","","Abuta",0.45,"genus"
"70","Abuta sppCamorin1","Menispermaceae","Abuta","","Abuta",0.45,"genus"
"71","Abuta sppConstanc1","Menispermaceae","Abuta","","Abuta",0.45,"genus"
"72","Abuta sppCuangos1","Menispermaceae","Abuta","","Abuta",0.45,"genus"
"73","Abuta sppCuzcoama1","Menispermaceae","Abuta","","Abuta",0.45,"genus"
"74","Abuta sppCuzcoama2","Menispermaceae","Abuta","","Abuta",0.45,"genus"
"75","Abuta sppLinhares1","Menispermaceae","Abuta","","Abuta",0.45,"genus"
"76","Abuta sppNangarit1","Menispermaceae","Abuta","","Abuta",0.45,"genus"
"77","Abuta sppPE1","Menispermaceae","Abuta","","Abuta",0.45,"genus"
"78","Abuta sppPipeline1","Menispermaceae","Abuta","","Abuta",0.45,"genus"
"79","Abuta sppRAINFOR1","Menispermaceae","Abuta","","Abuta",0.45,"genus"
"80","Abuta sppTamboall1","Menispermaceae","Abuta","","Abuta",0.45,"genus"
"81","Abuta sppTamboall2","Menispermaceae","Abuta","","Abuta",0.45,"genus"
"82","Acacia acanthophylla","Fabaceae","Acacia","acanthophylla","Acacia acanthophylla",0.74453090407478,"genus"
"83","Acacia albicorticata","Fabaceae","Acacia","albicorticata","Acacia albicorticata",0.49,"species"
"84","Acacia alemquerensis","Fabaceae","Acacia","alemquerensis","Acacia alemquerensis",0.74453090407478,"genus"
"85","Acacia altiscandens","Fabaceae","Acacia","altiscandens","Acacia altiscandens",0.74453090407478,"genus"
"86","Acacia anegadensis","Fabaceae","Acacia","anegadensis","Acacia anegadensis",0.74453090407478,"genus"
"87","Acacia aneura","Fabaceae","Acacia","aneura","Acacia aneura",0.978917,"species"
"88","Acacia angustissima","Fabaceae","Acacia","angustissima","Acacia angustissima",0.85,"species"
"89","Acacia arabica","Fabaceae","Acacia","arabica","Acacia arabica",0.86,"species"
"90","Acacia argyrodendron","Fabaceae","Acacia","argyrodendron","Acacia argyrodendron",0.74453090407478,"genus"
"91","Acacia articulata","Fabaceae","Acacia","articulata","Acacia articulata",0.74453090407478,"genus"
"92","Acacia aulacocarpa","Fabaceae","Acacia","aulacocarpa","Acacia aulacocarpa",0.651066098210526,"species"
"93","Acacia auriculiformis","Fabaceae","Acacia","auriculiformis","Acacia auriculiformis",0.57,"species"
"94","Acacia bonariensis","Fabaceae","Acacia","bonariensis","Acacia bonariensis",0.74453090407478,"genus"
"95","Acacia borleae","Fabaceae","Acacia","borleae","Acacia borleae",0.74453090407478,"genus"
"96","Acacia burkei","Fabaceae","Acacia","burkei","Acacia burkei",0.74453090407478,"genus"
"97","Acacia caffra","Fabaceae","Acacia","caffra","Acacia caffra",0.74453090407478,"genus"
"98","Acacia cambagei","Fabaceae","Acacia","cambagei","Acacia cambagei",1.0830742,"species"
"99","Acacia caven","Fabaceae","Acacia","caven","Acacia caven",0.7825,"species"
"100","Acacia concurrens","Fabaceae","Acacia","concurrens","Acacia concurrens",0.757786666666667,"species"
"101","Acacia confusa","Fabaceae","Acacia","confusa","Acacia confusa",0.743754714285714,"species"
"102","Acacia cornigera","Fabaceae","Acacia","cornigera","Acacia cornigera",0.74453090407478,"genus"
"103","Acacia crassicarpa","Fabaceae","Acacia","crassicarpa","Acacia crassicarpa",0.591206809571429,"species"
"104","Acacia dealbata","Fabaceae","Acacia","dealbata","Acacia dealbata",0.586666488833333,"species"
"105","Acacia disparrima","Fabaceae","Acacia","disparrima","Acacia disparrima",0.74453090407478,"genus"
"106","Acacia dolichostachya","Fabaceae","Acacia","dolichostachya","Acacia dolichostachya",0.74453090407478,"genus"
"107","Acacia doratoxylon","Fabaceae","Acacia","doratoxylon","Acacia doratoxylon",0.7829075,"species"
"108","Acacia drakei","Fabaceae","Acacia","drakei","Acacia drakei",0.74453090407478,"genus"
"109","Acacia excelsa","Fabaceae","Acacia","excelsa","Acacia excelsa",0.937670333333333,"species"
"110","Acacia falcata","Fabaceae","Acacia","falcata","Acacia falcata",0.74453090407478,"genus"
"111","Acacia farnesiana","Fabaceae","Acacia","farnesiana","Acacia farnesiana",1.30356561470588,"species"
"112","Acacia feddeana","Fabaceae","Acacia","feddeana","Acacia feddeana",0.74453090407478,"genus"
"113","Acacia fimbriata","Fabaceae","Acacia","fimbriata","Acacia fimbriata",0.74453090407478,"genus"
"114","Acacia flavescens","Fabaceae","Acacia","flavescens","Acacia flavescens",0.76,"species"
"115","Acacia flexuosa","Fabaceae","Acacia","flexuosa","Acacia flexuosa",0.74453090407478,"genus"
"116","Acacia gentlei","Fabaceae","Acacia","gentlei","Acacia gentlei",0.74453090407478,"genus"
"117","Acacia georginae","Fabaceae","Acacia","georginae","Acacia georginae",0.774933333333333,"species"
"118","Acacia gerrardii","Fabaceae","Acacia","gerrardii","Acacia gerrardii",0.775,"species"
"119","Acacia glomerosa","Fabaceae","Acacia","glomerosa","Acacia glomerosa",0.74453090407478,"genus"
"120","Acacia grandicornuta","Fabaceae","Acacia","grandicornuta","Acacia grandicornuta",0.74453090407478,"genus"
"121","Acacia guadalupensis","Fabaceae","Acacia","guadalupensis","Acacia guadalupensis",0.74453090407478,"genus"
"122","Acacia hindsii","Fabaceae","Acacia","hindsii","Acacia hindsii",0.78,"species"
"123","Acacia huberi","Fabaceae","Acacia","huberi","Acacia huberi",0.74453090407478,"genus"
"124","Acacia hybrid","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"125","Acacia hylonoma","Fabaceae","Acacia","hylonoma","Acacia hylonoma",0.74453090407478,"genus"
"126","Acacia implexa","Fabaceae","Acacia","implexa","Acacia implexa",0.638919444333333,"species"
"127","Acacia irrorata","Fabaceae","Acacia","irrorata","Acacia irrorata",0.551026666666667,"species"
"128","Acacia kamerunensis","Fabaceae","Acacia","kamerunensis","Acacia kamerunensis",0.74453090407478,"genus"
"129","Acacia karroo","Fabaceae","Acacia","karroo","Acacia karroo",0.689,"species"
"130","Acacia klugii","Fabaceae","Acacia","klugii","Acacia klugii",0.74453090407478,"genus"
"131","Acacia koa","Fabaceae","Acacia","koa","Acacia koa",0.74453090407478,"genus"
"132","Acacia koaia","Fabaceae","Acacia","koaia","Acacia koaia",0.74453090407478,"genus"
"133","Acacia kuhlmannii","Fabaceae","Acacia","kuhlmannii","Acacia kuhlmannii",0.74453090407478,"genus"
"134","Acacia leiocalyx","Fabaceae","Acacia","leiocalyx","Acacia leiocalyx",0.74453090407478,"genus"
"135","Acacia loretensis","Fabaceae","Acacia","loretensis","Acacia loretensis",0.74453090407478,"genus"
"136","Acacia macbridei","Fabaceae","Acacia","macbridei","Acacia macbridei",0.74453090407478,"genus"
"137","Acacia macracantha","Fabaceae","Acacia","macracantha","Acacia macracantha",0.73,"species"
"138","Acacia macrantha","Fabaceae","Acacia","macrantha","Acacia macrantha",0.74453090407478,"genus"
"139","Acacia maidenii","Fabaceae","Acacia","maidenii","Acacia maidenii",0.62,"species"
"140","Acacia mangium","Fabaceae","Acacia","mangium","Acacia mangium",0.524035818585938,"species"
"141","Acacia mearnsii","Fabaceae","Acacia","mearnsii","Acacia mearnsii",0.6497208594,"species"
"142","Acacia melanoceras","Fabaceae","Acacia","melanoceras","Acacia melanoceras",0.74453090407478,"genus"
"143","Acacia melanoxylon","Fabaceae","Acacia","melanoxylon","Acacia melanoxylon",0.542768576923077,"species"
"144","Acacia muricata","Fabaceae","Acacia","muricata","Acacia muricata",0.74453090407478,"genus"
"145","Acacia myriophylla","Fabaceae","Acacia","myriophylla","Acacia myriophylla",0.74453090407478,"genus"
"146","Acacia nigrescens","Fabaceae","Acacia","nigrescens","Acacia nigrescens",1.121,"species"
"147","Acacia nilotica","Fabaceae","Acacia","nilotica","Acacia nilotica",0.724,"species"
"148","Acacia oshanesii","Fabaceae","Acacia","oshanesii","Acacia oshanesii",0.77073,"species"
"149","Acacia pendula","Fabaceae","Acacia","pendula","Acacia pendula",0.994303333333333,"species"
"150","Acacia pennata","Fabaceae","Acacia","pennata","Acacia pennata",0.74453090407478,"genus"
"151","Acacia pennatula","Fabaceae","Acacia","pennatula","Acacia pennatula",0.74453090407478,"genus"
"152","Acacia penninervis","Fabaceae","Acacia","penninervis","Acacia penninervis",0.636719733333333,"species"
"153","Acacia pentagona","Fabaceae","Acacia","pentagona","Acacia pentagona",0.74453090407478,"genus"
"154","Acacia platycarpa","Fabaceae","Acacia","platycarpa","Acacia platycarpa",0.74453090407478,"genus"
"155","Acacia plectocarpa","Fabaceae","Acacia","plectocarpa","Acacia plectocarpa",0.74453090407478,"genus"
"156","Acacia podalyriifolia","Fabaceae","Acacia","podalyriifolia","Acacia podalyriifolia",0.68,"species"
"157","Acacia polyphylla","Fabaceae","Acacia","polyphylla","Acacia polyphylla",0.62925,"species"
"158","Acacia praecox","Fabaceae","Acacia","praecox","Acacia praecox",0.765,"species"
"159","Acacia pteridifolia","Fabaceae","Acacia","pteridifolia","Acacia pteridifolia",0.74453090407478,"genus"
"160","Acacia rhodoxylon","Fabaceae","Acacia","rhodoxylon","Acacia rhodoxylon",1.10205333333333,"species"
"161","Acacia riparia","Fabaceae","Acacia","riparia","Acacia riparia",0.74453090407478,"genus"
"162","Acacia rothii","Fabaceae","Acacia","rothii","Acacia rothii",0.74453090407478,"genus"
"163","Acacia senegal","Fabaceae","Acacia","senegal","Acacia senegal",0.7,"species"
"164","Acacia seyal","Fabaceae","Acacia","seyal","Acacia seyal",0.74453090407478,"genus"
"165","Acacia sparsiflora","Fabaceae","Acacia","sparsiflora","Acacia sparsiflora",0.74453090407478,"genus"
"166","Acacia sppAU1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"167","Acacia sppAllpahua1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"168","Acacia sppAnkarif1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"169","Acacia sppAraracua1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"170","Acacia sppCabezade1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"171","Acacia sppCalabate1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"172","Acacia sppCamorin1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"173","Acacia sppCarajas1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"174","Acacia sppChaquima1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"175","Acacia sppChaquima2","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"176","Acacia sppChaquima3","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"177","Acacia sppChaquima4","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"178","Acacia sppCuzcoama1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"179","Acacia sppES1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"180","Acacia sppFPnet1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"181","Acacia sppGT1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"182","Acacia sppGaleraz1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"183","Acacia sppGaleraz2","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"184","Acacia sppIT1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"185","Acacia sppJatunsac1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"186","Acacia sppMadidiri1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"187","Acacia sppMotozint1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"188","Acacia sppNuevomun1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"189","Acacia sppNuevomun2","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"190","Acacia sppPE1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"191","Acacia sppPT1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"192","Acacia sppPande1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"193","Acacia sppRAINFOR1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"194","Acacia sppRioheath1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"195","Acacia sppRioheath2","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"196","Acacia sppRionegro1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"197","Acacia sppRiotavar1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"198","Acacia sppTZ1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"199","Acacia sppTutunend1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"200","Acacia sppUS1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"201","Acacia sppVN1","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"202","Acacia stenophylla","Fabaceae","Acacia","stenophylla","Acacia stenophylla",0.76388,"species"
"203","Acacia tacanensis","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"204","Acacia tamarindifolia","Fabaceae","Acacia","tamarindifolia","Acacia tamarindifolia",0.74453090407478,"genus"
"205","Acacia tenuifolia","Fabaceae","Acacia","tenuifolia","Acacia tenuifolia",0.49,"species"
"206","Acacia tenuissima","Fabaceae","Acacia","tenuissima","Acacia tenuissima",0.74453090407478,"genus"
"207","Acacia tortilis","Fabaceae","Acacia","tortilis","Acacia tortilis",0.69,"species"
"208","Acacia torulosa","Fabaceae","Acacia","torulosa","Acacia torulosa",0.74453090407478,"genus"
"209","Acacia turbacensis","Fabaceae","Acacia","","Acacia",0.74453090407478,"genus"
"210","Acacia visco","Fabaceae","Acacia","visco","Acacia visco",0.688,"species"
"211","Acalypha cuneata","Euphorbiaceae","Acalypha","cuneata","Acalypha cuneata",0.4039210655,"genus"
"212","Acalypha diversifolia","Euphorbiaceae","Acalypha","diversifolia","Acalypha diversifolia",0.505301333333333,"species"
"213","Acalypha ferdinandii","Euphorbiaceae","Acalypha","ferdinandii","Acalypha ferdinandii",0.4039210655,"genus"
"214","Acalypha glabrata","Euphorbiaceae","Acalypha","glabrata","Acalypha glabrata",0.4039210655,"genus"
"215","Acalypha macrostachya","Euphorbiaceae","Acalypha","macrostachya","Acalypha macrostachya",0.407732262,"species"
"216","Acalypha mapirensis","Euphorbiaceae","Acalypha","mapirensis","Acalypha mapirensis",0.4039210655,"genus"
"217","Acalypha obovata","Euphorbiaceae","Acalypha","obovata","Acalypha obovata",0.4039210655,"genus"
"218","Acalypha repanda","Euphorbiaceae","Acalypha","repanda","Acalypha repanda",0.4039210655,"genus"
"219","Acalypha skutchii","Euphorbiaceae","Acalypha","skutchii","Acalypha skutchii",0.4039210655,"genus"
"220","Acalypha sppCampano1","Euphorbiaceae","Acalypha","","Acalypha",0.4039210655,"genus"
"221","Acalypha sppCueva1","Euphorbiaceae","Acalypha","","Acalypha",0.4039210655,"genus"
"222","Acalypha sppFPnet1","Euphorbiaceae","Acalypha","","Acalypha",0.4039210655,"genus"
"223","Acalypha sppHachimal1","Euphorbiaceae","Acalypha","","Acalypha",0.4039210655,"genus"
"224","Acalypha sppLagenoa1","Euphorbiaceae","Acalypha","","Acalypha",0.4039210655,"genus"
"225","Acalypha sppLaplanad1","Euphorbiaceae","Acalypha","","Acalypha",0.4039210655,"genus"
"226","Acalypha sppNadugani1","Euphorbiaceae","Acalypha","","Acalypha",0.4039210655,"genus"
"227","Acalypha sppRAINFOR1","Euphorbiaceae","Acalypha","","Acalypha",0.4039210655,"genus"
"228","Acalypha stenoloba","Euphorbiaceae","Acalypha","stenoloba","Acalypha stenoloba",0.4039210655,"genus"
"229","Acalypha stricta","Euphorbiaceae","Acalypha","stricta","Acalypha stricta",0.4039210655,"genus"
"230","Acalypha villosa","Euphorbiaceae","Acalypha","villosa","Acalypha villosa",0.4039210655,"genus"
"231","Acanthocereus pentagonus","Cactaceae","Acanthocereus","pentagonus","Acanthocereus pentagonus",0.585594450962204,"dataset"
"232","Acanthocereus sppChaquima1","Cactaceae","Acanthocereus","","Acanthocereus",0.585594450962204,"dataset"
"233","Acanthocladus pulcherrimus","Polygalaceae","Acanthocladus","pulcherrimus","Acanthocladus pulcherrimus",0.585594450962204,"dataset"
"234","Acanthopanax senticosus","Araliaceae","Acanthopanax","senticosus","Acanthopanax senticosus",0.585594450962204,"dataset"
"235","Acanthosyris annonagustata","Santalaceae","Acanthosyris","annonagustata","Acanthosyris annonagustata",0.624792727272727,"genus"
"236","Acca sellowiana","Myrtaceae","Acca","sellowiana","Acca sellowiana",0.75,"species"
"237","Acer amplum","Sapindaceae","Acer","amplum","Acer amplum",0.45,"species"
"238","Acer barbatum","Sapindaceae","Acer","barbatum","Acer barbatum",0.702261935586626,"genus"
"239","Acer barbinerve","Sapindaceae","Acer","barbinerve","Acer barbinerve",0.702261935586626,"genus"
"240","Acer buergerianum","Sapindaceae","Acer","buergerianum","Acer buergerianum",0.655,"species"
"241","Acer caesium","Sapindaceae","Acer","caesium","Acer caesium",0.499253333333333,"species"
"242","Acer campbellii","Sapindaceae","Acer","campbellii","Acer campbellii",0.499253333333333,"species"
"243","Acer campestre","Sapindaceae","Acer","campestre","Acer campestre",0.584552312714286,"species"
"244","Acer cappadocicum","Sapindaceae","Acer","cappadocicum","Acer cappadocicum",0.55,"species"
"245","Acer cordatum","Sapindaceae","Acer","cordatum","Acer cordatum",0.702261935586626,"genus"
"246","Acer crataegifolium","Sapindaceae","Acer","crataegifolium","Acer crataegifolium",0.702261935586626,"genus"
"247","Acer fabri","Sapindaceae","Acer","fabri","Acer fabri",0.702261935586626,"genus"
"248","Acer ginnala","Sapindaceae","Acer","ginnala","Acer ginnala",0.465,"species"
"249","Acer glabrum","Sapindaceae","Acer","glabrum","Acer glabrum",0.702261935586626,"genus"
"250","Acer grandidentatum","Sapindaceae","Acer","grandidentatum","Acer grandidentatum",0.702261935586626,"genus"
"251","Acer komarovii","Sapindaceae","Acer","komarovii","Acer komarovii",0.702261935586626,"genus"
"252","Acer leucoderme","Sapindaceae","Acer","leucoderme","Acer leucoderme",0.702261935586626,"genus"
"253","Acer lobelii","Sapindaceae","Acer","lobelii","Acer lobelii",0.702261935586626,"genus"
"254","Acer macrophyllum","Sapindaceae","Acer","macrophyllum","Acer macrophyllum",0.455,"species"
"255","Acer mandshuricum","Sapindaceae","Acer","mandshuricum","Acer mandshuricum",0.5450700648,"species"
"256","Acer mono","Sapindaceae","Acer","mono","Acer mono",0.619106058384615,"species"
"257","Acer monspessulanum","Sapindaceae","Acer","monspessulanum","Acer monspessulanum",0.82870317125,"species"
"258","Acer negundo","Sapindaceae","Acer","negundo","Acer negundo",0.458057835692308,"species"
"259","Acer nigrum","Sapindaceae","Acer","nigrum","Acer nigrum",0.52,"species"
"260","Acer obtusatum","Sapindaceae","Acer","obtusatum","Acer obtusatum",0.702261935586626,"genus"
"261","Acer obtusifolium","Sapindaceae","Acer","obtusifolium","Acer obtusifolium",0.702261935586626,"genus"
"262","Acer opalus","Sapindaceae","Acer","opalus","Acer opalus",0.709779696454545,"species"
"263","Acer palmatum","Sapindaceae","Acer","palmatum","Acer palmatum",0.702261935586626,"genus"
"264","Acer pensylvanicum","Sapindaceae","Acer","pensylvanicum","Acer pensylvanicum",0.444285714285714,"species"
"265","Acer pictum","Sapindaceae","Acer","pictum","Acer pictum",0.636268166666667,"species"
"266","Acer pilosum","Sapindaceae","Acer","pilosum","Acer pilosum",0.702261935586626,"genus"
"267","Acer platanoides","Sapindaceae","Acer","platanoides","Acer platanoides",0.546399785266667,"species"
"268","Acer pseudosieboldianum","Sapindaceae","Acer","pseudosieboldianum","Acer pseudosieboldianum",0.669,"species"
"269","Acer pseudoplatanus","Sapindaceae","Acer","pseudoplatanus","Acer pseudoplatanus",0.527709353125,"species"
"270","Acer pseudosieboldianum","Sapindaceae","Acer","pseudosieboldianum","Acer pseudosieboldianum",0.669,"species"
"271","Acer rubrum","Sapindaceae","Acer","rubrum","Acer rubrum",0.543104619193548,"species"
"272","Acer saccharinum","Sapindaceae","Acer","saccharinum","Acer saccharinum",0.572,"species"
"273","Acer saccharum","Sapindaceae","Acer","saccharum","Acer saccharum",1.00528846153846,"species"
"274","Acer spicatum","Sapindaceae","Acer","spicatum","Acer spicatum",0.44,"species"
"275","Acer sppCAi1","Sapindaceae","Acer","","Acer",0.702261935586626,"genus"
"276","Acer sppDEii1","Sapindaceae","Acer","","Acer",0.702261935586626,"genus"
"277","Acer sppEU1","Sapindaceae","Acer","","Acer",0.702261935586626,"genus"
"278","Acer sppIN1","Sapindaceae","Acer","","Acer",0.702261935586626,"genus"
"279","Acer sppNL1","Sapindaceae","Acer","","Acer",0.702261935586626,"genus"
"280","Acer sppNL2","Sapindaceae","Acer","","Acer",0.702261935586626,"genus"
"281","Acer sppUS1","Sapindaceae","Acer","","Acer",0.702261935586626,"genus"
"282","Acer tataricum","Sapindaceae","Acer","tataricum","Acer tataricum",0.702261935586626,"genus"
"283","Acer tegmentosum","Sapindaceae","Acer","tegmentosum","Acer tegmentosum",0.702261935586626,"genus"
